symbol,breakout_date,b_adx_-3,b_adx_-2,b_adx_-1,b_adx_+0,b_adx_+1,b_adx_+2,b_adx_+3,p_adx_-3,p_adx_-2,p_adx_-1,p_adx_+0,p_adx_+1,p_adx_+2
ACH-USD,2021-01-25,16.65627613601281,17.02532120870212,17.36800591905648,18.830957489782264,20.18941251974192,21.91237268775126,24.62950498841363,16.65627613601281,17.02532120870212,17.36800591905648,18.830957489782264,20.18941251974192,21.91237268775126
ACH-USD,2021-02-09,42.463514262935796,43.91033758936806,45.29950343512691,47.06210281099205,48.69880223143826,50.27973868610854,52.76946840092081,42.463514262935796,43.91033758936806,45.29950343512691,47.06210281099205,48.69880223143826,50.27973868610854
ACH-USD,2021-03-10,26.48694400415989,24.772834237212273,23.181160882189484,22.39471056634229,21.66443527305561,21.04179473171766,22.843822219642288,26.48694400415989,24.772834237212273,23.181160882189484,22.39471056634229,21.66443527305561,21.04179473171766
ACH-USD,2021-03-26,36.25502122128945,36.65732246534301,35.85089838568013,35.10207602599317,34.58914981338879,34.318413260495326,35.0949576622704,36.25502122128945,36.65732246534301,35.85089838568013,35.10207602599317,34.58914981338879,34.318413260495326
ACH-USD,2021-05-07,26.79326115942564,27.190480071313864,27.559326203781502,26.338689798593943,24.848116890334286,23.626607424186883,25.80969509641537,26.79326115942564,27.190480071313864,27.559326203781502,26.338689798593943,24.848116890334286,23.626607424186883
ACH-USD,2021-06-22,10.326720641025073,9.904901371469661,10.52919131724265,11.348838781225615,12.109939997781225,12.816676841725721,11.99497832794319,10.326720641025073,9.904901371469661,10.52919131724265,11.348838781225615,12.109939997781225,12.816676841725721
ACH-USD,2021-07-25,15.07091408782052,16.12113874626039,16.883214494849035,16.878411207084017,15.861524495446961,14.745092243201423,17.749058043695438,15.07091408782052,16.12113874626039,16.883214494849035,16.878411207084017,15.861524495446961,14.745092243201423
ACH-USD,2021-07-30,14.745092243201423,17.749058043695438,22.21535543261537,26.362631579469596,30.64361587900311,34.6188155857128,38.70254018923312,14.745092243201423,17.749058043695438,22.21535543261537,26.362631579469596,30.64361587900311,34.6188155857128
ACH-USD,2021-08-03,30.64361587900311,34.6188155857128,38.70254018923312,42.86711633238317,46.8086217997333,50.54144784482802,54.050904121871994,30.64361587900311,34.6188155857128,38.70254018923312,42.86711633238317,46.8086217997333,50.54144784482802
ACH-USD,2021-08-19,66.49961943173837,65.69786755762064,65.1829637705954,64.70483882550056,64.4731251957882,64.63331379000347,64.97010477958172,66.49961943173837,65.69786755762064,65.1829637705954,64.70483882550056,64.4731251957882,64.63331379000347
ACH-USD,2021-10-31,14.027750130532525,13.12136012749892,12.367551780232372,14.184769182086214,15.872185340950494,17.439071774181613,20.4027483036372,14.027750130532525,13.12136012749892,12.367551780232372,14.184769182086214,15.872185340950494,17.439071774181613
ACH-USD,2022-01-07,16.50519949082246,16.998891193777958,17.389031002506623,16.771750174678154,16.16728579815068,16.251427460218956,19.357914958769985,16.50519949082246,16.998891193777958,17.389031002506623,16.771750174678154,16.16728579815068,16.251427460218956
ACH-USD,2022-02-06,18.803843654815477,18.125763581101904,17.083565488673237,16.531849574955583,16.329596861375748,17.70505436849378,19.339731239688554,18.803843654815477,18.125763581101904,17.083565488673237,16.531849574955583,16.329596861375748,17.70505436849378
ACH-USD,2022-07-16,21.6503812864911,21.143485291951468,21.030062428002577,21.246453458561774,21.697558363003427,22.23076324519468,26.006113605912827,21.6503812864911,21.143485291951468,21.030062428002577,21.246453458561774,21.697558363003427,22.23076324519468
ACH-USD,2022-10-11,15.271470986179986,14.903031271277587,14.102512425500375,13.791696011008531,13.503080768980391,13.848355017269311,16.95285397188335,15.271470986179986,14.903031271277587,14.102512425500375,13.791696011008531,13.503080768980391,13.848355017269311
ACH-USD,2023-01-13,14.677799632531336,15.026262698231019,15.787938203803924,17.10012026493934,19.372833009605795,21.483209129653215,25.995327372024907,14.677799632531336,15.026262698231019,15.787938203803924,17.10012026493934,19.372833009605795,21.483209129653215
ACH-USD,2023-01-27,36.86573530446316,37.97748025505568,39.009814852034445,39.629578731539425,40.24523752528514,41.3915455767313,43.62914021153174,36.86573530446316,37.97748025505568,39.009814852034445,39.629578731539425,40.24523752528514,41.3915455767313
ACH-USD,2023-02-02,43.62914021153174,45.9775468973501,47.63862425251067,49.467931451731204,51.245327511048444,53.12294154208872,55.25718650591563,43.62914021153174,45.9775468973501,47.63862425251067,49.467931451731204,51.245327511048444,53.12294154208872
ACH-USD,2023-02-14,56.13932802088317,55.59848879411452,54.8109566311947,54.07967676562629,54.056468757446815,55.33946377218905,56.53081628587826,56.13932802088317,55.59848879411452,54.8109566311947,54.07967676562629,54.056468757446815,55.33946377218905
ACH-USD,2023-02-18,54.056468757446815,55.33946377218905,56.53081628587826,57.63707219144682,59.296587446900034,61.368281105972706,63.39739951687245,54.056468757446815,55.33946377218905,56.53081628587826,57.63707219144682,59.296587446900034,61.368281105972706
ACH-USD,2023-03-10,50.55174630841045,47.205006529760944,44.04494247353692,41.31099591875091,38.67088188827635,36.213883782105974,35.26818597362983,50.55174630841045,47.205006529760944,44.04494247353692,41.31099591875091,38.67088188827635,36.213883782105974
ACH-USD,2024-03-11,43.390378785779326,43.04649691164516,42.03771631909421,41.520884859714,41.89182312162567,42.856474191386845,44.486876256516595,43.390378785779326,43.04649691164516,42.03771631909421,41.520884859714,41.89182312162567,42.856474191386845
ACH-USD,2025-01-24,21.87764706081913,22.398557493381627,23.160895101108572,23.24952383308161,23.367854320765673,22.07941236558928,25.140905302724143,21.87764706081913,22.398557493381627,23.160895101108572,23.24952383308161,23.367854320765673,22.07941236558928
ACH-USD,2025-01-28,23.367854320765673,22.07941236558928,25.140905302724143,27.983720172920794,30.78580564103409,33.92547660149738,36.840885350499,23.367854320765673,22.07941236558928,25.140905302724143,27.983720172920794,30.78580564103409,33.92547660149738
ACH-USD,2025-02-15,26.773331867239047,25.07765821561563,23.503104110536746,22.25994700779788,21.2296182911284,20.712416540495116,21.221852440655216,26.773331867239047,25.07765821561563,23.503104110536746,22.25994700779788,21.2296182911284,20.712416540495116
