symbol,breakout_date,b_atr_-3,b_atr_-2,b_atr_-1,b_atr_+0,b_atr_+1,b_atr_+2,b_atr_+3,p_atr_-3,p_atr_-2,p_atr_-1,p_atr_+0,p_atr_+1,p_atr_+2
ACH-USD,2021-08-03,0.0007474285999445998,0.0008854999988605857,0.0013175714411772644,0.002548428626531457,0.003978642892824214,0.0075330002998400996,0.0172592145224501,0.0007474285999445998,0.0008854999988605857,0.0013175714411772644,0.002548428626531457,0.003978642892824214,0.0075330002998400996
ACH-USD,2021-08-19,0.03699828597850034,0.03636071458458902,0.03646814290966306,0.03348085683371339,0.02490235705460821,0.020816428320748474,0.018146642616816932,0.03699828597850034,0.03636071458458902,0.03646814290966306,0.03348085683371339,0.02490235705460821,0.020816428320748474
ACH-USD,2021-10-31,0.005269999482801992,0.005165142406310364,0.00512799993157388,0.006954571232199687,0.007759142933147315,0.008289142910923301,0.010315285995602623,0.005269999482801992,0.005165142406310364,0.00512799993157388,0.006954571232199687,0.007759142933147315,0.008289142910923301
ACH-USD,2022-01-07,0.00346271454223564,0.0041331430631024475,0.004322642992649763,0.004355071644697878,0.004291428785238949,0.004477785634143005,0.006450428494385312,0.00346271454223564,0.0041331430631024475,0.004322642992649763,0.004355071644697878,0.004291428785238949,0.004477785634143005
ACH-USD,2022-02-06,0.004879928327032506,0.004361071224723556,0.003832856725369192,0.003574499594313764,0.003834785095282965,0.004835856546248707,0.0055644280676330855,0.004879928327032506,0.004361071224723556,0.003832856725369192,0.003574499594313764,0.003834785095282965,0.004835856546248707
ACH-USD,2022-07-16,0.0008432143367826714,0.0007093572057783429,0.0006695714380059787,0.0006758572001542215,0.00071450010208145,0.0007217143928365857,0.0013648572910044642,0.0008432143367826714,0.0007093572057783429,0.0006695714380059787,0.0006758572001542215,0.00071450010208145,0.0007217143928365857
ACH-USD,2022-10-11,0.0006152857095003068,0.0006079285937760568,0.0006360000531588283,0.0006485000651861925,0.00047614285722374965,0.0004646428860723925,0.0009252856751637712,0.0006152857095003068,0.0006079285937760568,0.0006360000531588283,0.0006485000651861925,0.00047614285722374965,0.0004646428860723925
ACH-USD,2023-01-13,0.0002928570445094787,0.0003046427986451574,0.0003141428210905645,0.0003054999812905288,0.00033942856160657875,0.0003617857250252002,0.0007675714524729002,0.0002928570445094787,0.0003046427986451574,0.0003141428210905645,0.0003054999812905288,0.00033942856160657875,0.0003617857250252002
ACH-USD,2023-01-27,0.0012419285651828645,0.0014027142232017932,0.001403785643300843,0.0014032856561243573,0.0013789285107382715,0.0014497856609523216,0.0014000713958271789,0.0012419285651828645,0.0014027142232017932,0.001403785643300843,0.0014032856561243573,0.0013789285107382715,0.0014497856609523216
ACH-USD,2023-02-02,0.0014000713958271789,0.0015562857235116505,0.0015394286518650216,0.0016327143779822574,0.001744214378829493,0.0019128572727952502,0.0022175715171864857,0.0014000713958271789,0.0015562857235116505,0.0015394286518650216,0.0016327143779822574,0.001744214378829493,0.0019128572727952502
ACH-USD,2023-02-14,0.002712285944393693,0.0027653572947851208,0.0024996430480054353,0.002239357347467107,0.0023112144055110998,0.002742571556674571,0.0028140714525111995,0.002712285944393693,0.0027653572947851208,0.0024996430480054353,0.002239357347467107,0.0023112144055110998,0.002742571556674571
ACH-USD,2023-02-18,0.0023112144055110998,0.002742571556674571,0.0028140714525111995,0.002754785652671528,0.0030206428574664065,0.0039800715499690425,0.004806285724043834,0.0023112144055110998,0.002742571556674571,0.0028140714525111995,0.002754785652671528,0.0030206428574664065,0.0039800715499690425
ACH-USD,2023-03-10,0.005089428674961843,0.004758571540670735,0.004494285610105307,0.004119499852614743,0.004101428336330821,0.004272713991148128,0.004405499569007321,0.005089428674961843,0.004758571540670735,0.004494285610105307,0.004119499852614743,0.004101428336330821,0.004272713991148128
ACH-USD,2024-03-11,0.003692999748247021,0.003545999793069721,0.0036074996792844574,0.0037364282512239223,0.004009642505220022,0.004070356887366114,0.004481928423047086,0.003692999748247021,0.003545999793069721,0.0036074996792844574,0.0037364282512239223,0.004009642505220022,0.004070356887366114
ACH-USD,2025-01-24,0.0019984283883656786,0.0019328570259468931,0.0018891427399856716,0.0019184998901827003,0.0018942856362887787,0.0020854999976498713,0.0034916427518640217,0.0019984283883656786,0.0019328570259468931,0.0018891427399856716,0.0019184998901827003,0.0018942856362887787,0.0020854999976498713
ACH-USD,2025-01-28,0.0018942856362887787,0.0020854999976498713,0.0034916427518640217,0.004085071251860686,0.004653142765164378,0.005459642702979707,0.005586714084659307,0.0018942856362887787,0.0020854999976498713,0.0034916427518640217,0.004085071251860686,0.004653142765164378,0.005459642702979707
ACH-USD,2025-02-15,0.0067295711487531645,0.005999642690377572,0.005783214233815664,0.004982785587864256,0.004302571128521643,0.0037809998861380997,0.0037487145247204,0.0067295711487531645,0.005999642690377572,0.005783214233815664,0.004982785587864256,0.004302571128521643,0.0037809998861380997
ACT-USD,2020-03-16,0.0008377143447952857,0.0008350714841591642,0.0008619286153199644,0.0008477857669017357,0.0008538572084425,0.0008360715084044214,0.0008625714939886142,0.0008377143447952857,0.0008350714841591642,0.0008619286153199644,0.0008477857669017357,0.0008538572084425,0.0008360715084044214
ACT-USD,2020-08-23,0.0006696428172290143,0.0007305713370442215,0.0007539998873003713,0.0007817856302218643,0.0007872856222093,0.0006770713786993642,0.0011361428270382427,0.0006696428172290143,0.0007305713370442215,0.0007539998873003713,0.0007817856302218643,0.0007872856222093,0.0006770713786993642
ACT-USD,2020-09-07,0.003236642905644007,0.003350928625358,0.0034432143105992213,0.003471571486443278,0.0034334285716925285,0.002994499967566557,0.0024619284751159786,0.003236642905644007,0.003350928625358,0.0034432143105992213,0.003471571486443278,0.0034334285716925285,0.002994499967566557
ACT-USD,2021-02-09,0.0007292143667914931,0.000701142940670243,0.0007752143844429859,0.0008089286607823216,0.0008402857929468145,0.0009487143917275287,0.001088357264442093,0.0007292143667914931,0.000701142940670243,0.0007752143844429859,0.0008089286607823216,0.0008402857929468145,0.0009487143917275287
ACT-USD,2021-02-13,0.0008402857929468145,0.0009487143917275287,0.001088357264442093,0.0012019287595259217,0.0012998573615082573,0.0013184287984456288,0.002113428831632643,0.0008402857929468145,0.0009487143917275287,0.001088357264442093,0.0012019287595259217,0.0012998573615082573,0.0013184287984456288
ACT-USD,2021-03-09,0.0018014998973480214,0.0017252142008926143,0.0015207142569124644,0.0012862142840666425,0.0011067142310951428,0.0011067142976181857,0.00132871425843665,0.0018014998973480214,0.0017252142008926143,0.0015207142569124644,0.0012862142840666425,0.0011067142310951428,0.0011067142976181857
ACT-USD,2021-03-16,0.001534214243292807,0.0015895713918975425,0.0016404285228678143,0.001761428612683493,0.0017670714296400501,0.0017755000319864146,0.002354071475565436,0.001534214243292807,0.0015895713918975425,0.0016404285228678143,0.001761428612683493,0.0017670714296400501,0.0017755000319864146
ACT-USD,2021-03-29,0.002622285791273629,0.0024150714411267224,0.002417785714247393,0.0024028572120836787,0.0022909999825060433,0.002422642894089222,0.0026996429078280856,0.002622285791273629,0.0024150714411267224,0.002417785714247393,0.0024028572120836787,0.0022909999825060433,0.002422642894089222
ACT-USD,2021-04-02,0.0022909999825060433,0.002422642894089222,0.0026996429078280856,0.0022860714234411716,0.0021263570524752144,0.002356357007686579,0.0026522142413471428,0.0022909999825060433,0.002422642894089222,0.0026996429078280856,0.0022860714234411716,0.0021263570524752144,0.002356357007686579
ACT-USD,2021-05-23,0.0049174998088606725,0.004725142648177472,0.004754499798374507,0.004831571331513773,0.005041571400527435,0.00501785713381,0.0040472858319325,0.0049174998088606725,0.004725142648177472,0.004754499798374507,0.004831571331513773,0.005041571400527435,0.00501785713381
ACT-USD,2021-08-05,0.0005882144240396502,0.0005838572646358358,0.0005940001324883715,0.0006371429190039858,0.0008151429771845001,0.0008082858153752,0.001705642989171407,0.0005882144240396502,0.0005838572646358358,0.0005940001324883715,0.0006371429190039858,0.0008151429771845001,0.0008082858153752
ACT-USD,2022-01-04,0.0008777142169752286,0.0008859999278294144,0.0008816428016871214,0.0010298570850864072,0.0011534285066383213,0.001174714216696364,0.00119171417983515,0.0008777142169752286,0.0008859999278294144,0.0008816428016871214,0.0010298570850864072,0.0011534285066383213,0.001174714216696364
ACT-USD,2022-01-13,0.00124992852631425,0.0012002857069351928,0.0011752142703958998,0.0011438571049698786,0.0010264285041817571,0.0009937142021954073,0.0012084284597741713,0.00124992852631425,0.0012002857069351928,0.0011752142703958998,0.0011438571049698786,0.0010264285041817571,0.0009937142021954073
ACT-USD,2022-01-23,0.0009323570744267502,0.0009742142366511431,0.0010686428119827502,0.0011124999561746072,0.0012307142439697287,0.0012234285074685144,0.001219285685302943,0.0009323570744267502,0.0009742142366511431,0.0010686428119827502,0.0011124999561746072,0.0012307142439697287,0.0012234285074685144
ACT-USD,2022-02-08,0.0006183571947206287,0.0005229286284052858,0.0003865000658801643,0.0003853572000350215,0.0004157143245850287,0.0003990714571305643,0.0009058571886271213,0.0006183571947206287,0.0005229286284052858,0.0003865000658801643,0.0003853572000350215,0.0004157143245850287,0.0003990714571305643
ACT-USD,2022-02-13,0.0003990714571305643,0.0009058571886271213,0.0010710000725729142,0.001189285789483357,0.00131550008830215,0.0013848572104637072,0.001582714329872807,0.0003990714571305643,0.0009058571886271213,0.0010710000725729142,0.001189285789483357,0.00131550008830215,0.0013848572104637072
ACT-USD,2022-02-17,0.00131550008830215,0.0013848572104637072,0.001582714329872807,0.0017338572070002428,0.001914428613547764,0.0025422142352908785,0.0030613571538456786,0.00131550008830215,0.0013848572104637072,0.001582714329872807,0.0017338572070002428,0.001914428613547764,0.0025422142352908785
ACT-USD,2022-03-08,0.0022112857217767502,0.001769142824092086,0.001595642816807543,0.0014264285564422644,0.0013974999476756358,0.0013244999572634716,0.0013468571206820858,0.0022112857217767502,0.001769142824092086,0.001595642816807543,0.0014264285564422644,0.0013974999476756358,0.0013244999572634716
ACT-USD,2024-03-10,0.00010478570558396427,0.00014478571081001429,0.00014599999745509287,0.00014735714233080714,0.00014885714543716428,0.00015100001058141426,0.00019821428993183567,0.00010478570558396427,0.00014478571081001429,0.00014599999745509287,0.00014735714233080714,0.00014885714543716428,0.00015100001058141426
ACT-USD,2024-07-10,0.00012114285865597855,0.00012171428534201428,0.00012028571550866428,0.00012507142881596427,0.00013278571506296428,0.00013214285926161428,0.0001763571490300786,0.00012114285865597855,0.00012171428534201428,0.00012028571550866428,0.00012507142881596427,0.00013278571506296428,0.00013214285926161428
ACT-USD,2024-07-14,0.00013278571506296428,0.00013214285926161428,0.0001763571490300786,0.00019042857872719998,0.00019185714856055001,0.0001742857171588357,0.00018785714304872143,0.00013278571506296428,0.00013214285926161428,0.0001763571490300786,0.00019042857872719998,0.00019185714856055001,0.0001742857171588357
ACT-USD,2024-07-18,0.00019185714856055001,0.0001742857171588357,0.00018785714304872143,0.00021650000209254286,0.00025050000320852857,0.00023785714542359286,0.00023057143178967143,0.00019185714856055001,0.0001742857171588357,0.00018785714304872143,0.00021650000209254286,0.00025050000320852857,0.00023785714542359286
ACT-USD,2024-08-02,0.0003395714354285428,0.0003214285794196356,0.0002715714352754071,0.00021985714868474998,0.00021985714868474998,0.0002201428630671857,0.00023892857487744997,0.0003395714354285428,0.0003214285794196356,0.0002715714352754071,0.00021985714868474998,0.00021985714868474998,0.0002201428630671857
ACT-USD,2024-11-08,5.164284708110002e-05,6.014284528125002e-05,7.707142088161432e-05,7.707142088161433e-05,9.399998816660004e-05,0.00010249998636675003,0.00036485711461862146,5.164284708110002e-05,6.014284528125002e-05,7.707142088161432e-05,7.707142088161433e-05,9.399998816660004e-05,0.00010249998636675003
ACT-USD,2024-11-15,0.0005256428391605857,0.0006611428564480642,0.0007118571291877,0.0007879285507702214,0.0008557142656562357,0.0008897142584568431,0.0009319999787424,0.0005256428391605857,0.0006611428564480642,0.0007118571291877,0.0007879285507702214,0.0008557142656562357,0.0008897142584568431
ACT-USD,2024-11-25,0.0011179999980543071,0.0011433571510548785,0.0011520000074856786,0.0009235000304345357,0.0007882143004930287,0.0007203571564916857,0.0007117857458069715,0.0011179999980543071,0.0011433571510548785,0.0011520000074856786,0.0009235000304345357,0.0007882143004930287,0.0007203571564916857
ACT-USD,2024-12-05,0.0006693572005523001,0.0006525000457518859,0.0006268571762900286,0.0006014285941741286,0.0005760000120582429,0.0005759285829429214,0.0005756428831123929,0.0006693572005523001,0.0006525000457518859,0.0006268571762900286,0.0006014285941741286,0.0005760000120582429,0.0005759285829429214
ACT-USD,2025-01-02,0.0002590713889471071,0.00024249996723872853,0.0002583571144246571,0.0002502142618011071,0.00026649997536358564,0.00024107140156307138,0.0002491428333866785,0.0002590713889471071,0.00024249996723872853,0.0002583571144246571,0.0002502142618011071,0.00026649997536358564,0.00024107140156307138
ACT-USD,2025-02-07,0.0001943571426506428,0.00017792857085752856,0.0002024285661588714,0.00021864286723678568,0.00023464287265336425,0.0002097857400908,0.00018564287373529995,0.0001943571426506428,0.00017792857085752856,0.0002024285661588714,0.00021864286723678568,0.00023464287265336425,0.0002097857400908
ACT-USD,2025-02-13,0.00018564287373529995,0.00016164286561043566,0.00017035714284117142,0.00019507142548847857,0.00021964284990515004,0.00021957141247445,0.0002193571334438643,0.00018564287373529995,0.00016164286561043566,0.00017035714284117142,0.00019507142548847857,0.00021964284990515004,0.00021957141247445
ACT-USD,2025-03-11,6.0714274046142856e-05,7.699998760862144e-05,8.564284403940716e-05,0.00013414284746560715,0.0001340714100349,0.00016685713282120002,0.00016685714113658573,6.0714274046142856e-05,7.699998760862144e-05,8.564284403940716e-05,0.00013414284746560715,0.0001340714100349,0.00016685713282120002
ACT-USD,2025-03-26,0.00013471428038817852,0.00011835714602576424,6.950000533834283e-05,9.485715833892138e-05,8.70714429765928e-05,7.907143195292853e-05,7.900000283760711e-05,0.00013471428038817852,0.00011835714602576424,6.950000533834283e-05,9.485715833892138e-05,8.70714429765928e-05,7.907143195292853e-05
ACT-USD,2025-04-23,7.11428334138214e-05,7.09285460678571e-05,7.049997969131427e-05,6.978568853810713e-05,4.507139757541426e-05,6.171425671449997e-05,6.99285467687571e-05,7.11428334138214e-05,7.09285460678571e-05,7.049997969131427e-05,6.978568853810713e-05,4.507139757541426e-05,6.171425671449997e-05
ACT-USD,2025-05-01,5.349997497564283e-05,5.34999749756357e-05,7.042855057599999e-05,7.035712977605713e-05,9.585712437651428e-05,0.0001129999790074643,0.00012999997540777145,5.349997497564283e-05,5.34999749756357e-05,7.042855057599999e-05,7.035712977605713e-05,9.585712437651428e-05,0.0001129999790074643
AGI-USD,2023-05-15,0.01013071515730447,0.01221778669527597,0.012229286134242998,0.011888285832745676,0.011583928550992684,0.012201213410922455,0.013352427631616596,0.01013071515730447,0.01221778669527597,0.012229286134242998,0.011888285832745676,0.011583928550992684,0.012201213410922455
AGI-USD,2023-09-02,0.0014042854309082216,0.0011693569166319865,0.0010787142174584648,0.001062142795750087,0.0014310000198228083,0.0018123569233077007,0.0073199998587370075,0.0014042854309082216,0.0011693569166319865,0.0010787142174584648,0.001062142795750087,0.0014310000198228083,0.0018123569233077007
AGI-USD,2023-10-04,0.0026513578902397994,0.002572857774794113,0.0025574290858847845,0.0025055004017693707,0.0025246430720601773,0.002475642998303685,0.0033830714278987486,0.0026513578902397994,0.002572857774794113,0.0025574290858847845,0.0025055004017693707,0.0025246430720601773,0.002475642998303685
AGI-USD,2023-11-12,0.0017618571541139273,0.001765142926680213,0.001680785856608856,0.0015462857804128345,0.0014921429433993204,0.0014547858653324273,0.002121571650994706,0.0017618571541139273,0.001765142926680213,0.001680785856608856,0.0015462857804128345,0.0014921429433993204,0.0014547858653324273
AGI-USD,2023-11-21,0.0037439289236707563,0.003976286122841515,0.004048143380454621,0.004339500596480721,0.004496429248579921,0.004532929243786006,0.005088072004062799,0.0037439289236707563,0.003976286122841515,0.004048143380454621,0.004339500596480721,0.004496429248579921,0.004532929243786006
AGI-USD,2023-12-06,0.0034760713045086126,0.003327499809009684,0.003020856928612506,0.002866999911410471,0.0028246428285326275,0.0025269285376582845,0.002883857249149256,0.0034760713045086126,0.003327499809009684,0.003020856928612506,0.002866999911410471,0.0028246428285326275,0.0025269285376582845
AGI-USD,2023-12-11,0.0025269285376582845,0.002883857249149256,0.003004428664488448,0.003281642815896434,0.0033937143161892913,0.003524857307119027,0.004295643019889077,0.0025269285376582845,0.002883857249149256,0.003004428664488448,0.003281642815896434,0.0033937143161892913,0.003524857307119027
AGI-USD,2023-12-19,0.005713286011346749,0.006205714573817599,0.006659286096692091,0.006908000313809941,0.008048428488629206,0.008517571192766948,0.009302142342286457,0.005713286011346749,0.006205714573817599,0.006659286096692091,0.006908000313809941,0.008048428488629206,0.008517571192766948
AGI-USD,2024-02-13,0.0045160001942089485,0.00441335753670759,0.004535357866968412,0.004575857626540311,0.004516857809254098,0.00559064320155552,0.007061214585389405,0.0045160001942089485,0.00441335753670759,0.004535357866968412,0.004575857626540311,0.004516857809254098,0.00559064320155552
AGI-USD,2024-02-17,0.004516857809254098,0.00559064320155552,0.007061214585389405,0.008978857259665211,0.010181927787406096,0.014011355915239875,0.01749085634946823,0.004516857809254098,0.00559064320155552,0.007061214585389405,0.008978857259665211,0.010181927787406096,0.014011355915239875
AGI-USD,2024-02-21,0.010181927787406096,0.014011355915239875,0.01749085634946823,0.020334427378007343,0.024445284424083575,0.02644149852650506,0.03085621366543429,0.010181927787406096,0.014011355915239875,0.01749085634946823,0.020334427378007343,0.024445284424083575,0.02644149852650506
AGI-USD,2024-02-27,0.03085621366543429,0.03438414180917399,0.036277285643986294,0.04119635639446122,0.0503155706184251,0.053049786282437186,0.055743287184408734,0.03085621366543429,0.03438414180917399,0.036277285643986294,0.04119635639446122,0.0503155706184251,0.053049786282437186
AGI-USD,2024-03-04,0.055743287184408734,0.05661064386367798,0.05770685789840562,0.0573044302208083,0.057650287236486165,0.05889921635389328,0.06233664495604379,0.055743287184408734,0.05661064386367798,0.05770685789840562,0.0573044302208083,0.057650287236486165,0.05889921635389328
AGI-USD,2024-03-08,0.057650287236486165,0.05889921635389328,0.06233664495604379,0.0673625735299928,0.08203407377004625,0.09232278700385776,0.09990885747330532,0.057650287236486165,0.05889921635389328,0.06233664495604379,0.0673625735299928,0.08203407377004625,0.09232278700385776
AGI-USD,2024-06-18,0.023692716445241655,0.02429900105510439,0.025510429271629886,0.02632800063916615,0.028443072523389543,0.030702001282147,0.028603501617908474,0.023692716445241655,0.02429900105510439,0.025510429271629886,0.02632800063916615,0.028443072523389543,0.030702001282147
AGI-USD,2024-09-21,0.007753571761505956,0.008292000208582206,0.008155286312103277,0.008253001208816264,0.008752929845026578,0.010734571942261299,0.013608286423342584,0.007753571761505956,0.008292000208582206,0.008155286312103277,0.008253001208816264,0.008752929845026578,0.010734571942261299
AGI-USD,2025-03-16,0.006075856674994713,0.0058357856635536205,0.005735285314066042,0.00553607115788117,0.0048542855573551775,0.00451799987682272,0.005731714091130642,0.006075856674994713,0.0058357856635536205,0.005735285314066042,0.00553607115788117,0.0048542855573551775,0.00451799987682272
AGIX-USD,2020-08-07,0.0018622853926249852,0.0021272139357668995,0.002321856761617321,0.002508570972297878,0.0027240710332989714,0.0031717140227556276,0.0035851424826043063,0.0018622853926249852,0.0021272139357668995,0.002321856761617321,0.002508570972297878,0.0027240710332989714,0.0031717140227556276
AGIX-USD,2020-08-19,0.0059198566845485145,0.006120570935308936,0.0068221423508865505,0.007012499363294664,0.007682213559746735,0.008215142280927722,0.00980142796678202,0.0059198566845485145,0.006120570935308936,0.0068221423508865505,0.007012499363294664,0.007682213559746735,0.008215142280927722
AGIX-USD,2021-01-01,0.005257928743958472,0.005102785570280893,0.0050038570272071,0.006079571321606637,0.0065284996692623444,0.007115785564695086,0.0078345002340419,0.005257928743958472,0.005102785570280893,0.0050038570272071,0.006079571321606637,0.0065284996692623444,0.007115785564695086
AGIX-USD,2021-01-21,0.013074501018439025,0.012669286557606295,0.011775786323206774,0.011755643678562988,0.011979286159787859,0.011993571051529466,0.012028642530952174,0.013074501018439025,0.012669286557606295,0.011775786323206774,0.011755643678562988,0.011979286159787859,0.011993571051529466
AGIX-USD,2021-01-31,0.010923785822732094,0.01188707138810838,0.011707428310598638,0.011085999331304,0.012014427355357573,0.012285356010709488,0.013387427798339294,0.010923785822732094,0.01188707138810838,0.011707428310598638,0.011085999331304,0.012014427355357573,0.012285356010709488
AGIX-USD,2021-02-06,0.013387427798339294,0.013859498713697701,0.01358021316783768,0.01389978506735393,0.013868499015058785,0.014799784336771286,0.01611921244433948,0.013387427798339294,0.013859498713697701,0.01358021316783768,0.01389978506735393,0.013868499015058785,0.014799784336771286
AGIX-USD,2021-02-10,0.013868499015058785,0.014799784336771286,0.01611921244433948,0.01707971255694117,0.01904285539473807,0.01957528452788081,0.026721284857818058,0.013868499015058785,0.014799784336771286,0.01611921244433948,0.01707971255694117,0.01904285539473807,0.01957528452788081
AGIX-USD,2021-02-23,0.04026635629790169,0.04111742813672338,0.043553927647215974,0.045380070273365276,0.04697421299559728,0.046004641268934506,0.04710414047752106,0.04026635629790169,0.04111742813672338,0.043553927647215974,0.045380070273365276,0.04697421299559728,0.046004641268934506
AGIX-USD,2021-03-24,0.03431921239410129,0.0359179973602295,0.035174068595681875,0.034833568547453196,0.03562978442226138,0.035430142922060835,0.03722757207495826,0.03431921239410129,0.0359179973602295,0.035174068595681875,0.034833568547453196,0.03562978442226138,0.035430142922060835
AGIX-USD,2021-05-23,0.06582741652216229,0.07100491864340644,0.07175341780696595,0.07590106129646301,0.07477791820253644,0.07597084662743978,0.07347492022173745,0.06582741652216229,0.07100491864340644,0.07175341780696595,0.07590106129646301,0.07477791820253644,0.07597084662743978
AGIX-USD,2021-05-28,0.07597084662743978,0.07347492022173745,0.07283477698053632,0.08899356411503893,0.10244649422488042,0.10151842223214251,0.10572542449725526,0.07597084662743978,0.07347492022173745,0.07283477698053632,0.08899356411503893,0.10244649422488042,0.10151842223214251
AGIX-USD,2021-08-26,0.025173572557313097,0.026468431310994276,0.027006430285317556,0.02772171582494463,0.027109857116426737,0.031289858477456224,0.03421993127890995,0.025173572557313097,0.026468431310994276,0.027006430285317556,0.02772171582494463,0.027109857116426737,0.031289858477456224
