symbol,breakout_date,b_macd_slope_-3,b_macd_slope_-2,b_macd_slope_-1,b_macd_slope_+0,b_macd_slope_+1,b_macd_slope_+2,b_macd_slope_+3,p_macd_slope_-3,p_macd_slope_-2,p_macd_slope_-1,p_macd_slope_+0,p_macd_slope_+1,p_macd_slope_+2
ACH-USD,2021-06-22,0.00010890606263688383,0.0001157386523882105,5.212831888976911e-05,1.082476968610347e-05,1.1509155645319591e-06,5.169379943062219e-06,4.913724893672094e-05,0.00010890606263688383,0.0001157386523882105,5.212831888976911e-05,1.082476968610347e-05,1.1509155645319591e-06,5.169379943062219e-06
ACH-USD,2021-07-25,-1.4076837037232297e-06,3.5669867526101086e-06,1.0624079238969212e-05,1.8081696866786693e-05,3.295249636679152e-05,5.3465796273240314e-05,0.00012826607839556026,-1.4076837037232297e-06,3.5669867526101086e-06,1.0624079238969212e-05,1.8081696866786693e-05,3.295249636679152e-05,5.3465796273240314e-05
ACH-USD,2021-07-30,5.3465796273240314e-05,0.00012826607839556026,0.00024257918985670535,0.00030076521332352295,0.0004351632186377785,0.0004127338266604808,0.0007214169452820122,5.3465796273240314e-05,0.00012826607839556026,0.00024257918985670535,0.00030076521332352295,0.0004351632186377785,0.0004127338266604808
ACH-USD,2021-08-03,0.0004351632186377785,0.0004127338266604808,0.0007214169452820122,0.0017485384102758836,0.0025113229709431,0.005688940569574467,0.012816153671993756,0.0004351632186377785,0.0004127338266604808,0.0007214169452820122,0.0017485384102758836,0.0025113229709431,0.005688940569574467
ACH-USD,2021-08-19,-0.0012422172598506726,-0.00284982045035714,-0.003193870230227741,-0.003514781367520387,-0.0030600274507673088,-0.001944896567313996,-0.0006206792916644346,-0.0012422172598506726,-0.00284982045035714,-0.003193870230227741,-0.003514781367520387,-0.0030600274507673088,-0.001944896567313996
ACH-USD,2021-10-31,-0.0002294477081954639,0.0003074042026585881,0.0002651980031933782,0.0011002940945322622,0.001847328058980022,0.002233057585387886,0.004031638635809607,-0.0002294477081954639,0.0003074042026585881,0.0002651980031933782,0.0011002940945322622,0.001847328058980022,0.002233057585387886
ACH-USD,2022-01-07,0.0008641266933718788,0.001105538245464342,0.000855869166998998,0.00046372109092433344,0.0002594659513552721,0.000439194888194105,0.0016344509507949742,0.0008641266933718788,0.001105538245464342,0.000855869166998998,0.00046372109092433344,0.0002594659513552721,0.000439194888194105
ACH-USD,2022-02-06,9.606020451206204e-05,0.00046926002570495465,0.0007253182016149972,0.0008521624119888493,0.001124402733643082,0.001691622257407534,0.0025703209960680137,9.606020451206204e-05,0.00046926002570495465,0.0007253182016149972,0.0008521624119888493,0.001124402733643082,0.001691622257407534
ACH-USD,2022-07-16,9.923004040668501e-05,9.572027868666563e-05,0.00010530367264941447,0.00013741224112728953,0.00013741708263037246,0.00017072097065954674,0.000543827763213442,9.923004040668501e-05,9.572027868666563e-05,0.00010530367264941447,0.00013741224112728953,0.00013741708263037246,0.00017072097065954674
ACH-USD,2022-10-11,-5.952985026970513e-06,-1.6650899362278333e-05,-2.1552473886488847e-05,-5.997588570163837e-05,-7.23954319790548e-05,-8.001694160153538e-05,0.00016547774660432532,-5.952985026970513e-06,-1.6650899362278333e-05,-2.1552473886488847e-05,-5.997588570163837e-05,-7.23954319790548e-05,-8.001694160153538e-05
ACH-USD,2023-01-13,9.497755327237068e-05,0.00010738040728167124,0.00012111446919532451,0.00014483391135723886,0.00017993927998978987,0.00018023622448007457,0.00044674534031208176,9.497755327237068e-05,0.00010738040728167124,0.00012111446919532451,0.00014483391135723886,0.00017993927998978987,0.00018023622448007457
ACH-USD,2023-01-27,9.000281151995914e-05,8.45796122877036e-05,4.206160105680798e-05,1.3079280540435867e-05,-1.2949607215345443e-05,-1.868619192114604e-07,0.00019678632581006167,9.000281151995914e-05,8.45796122877036e-05,4.206160105680798e-05,1.3079280540435867e-05,-1.2949607215345443e-05,-1.868619192114604e-07
ACH-USD,2023-02-02,0.00019678632581006167,0.00024304657058640507,0.0002859949739940209,0.00028905597796688334,0.00037159619751983065,0.0004835263268356969,0.0006473042937492483,0.00019678632581006167,0.00024304657058640507,0.0002859949739940209,0.00028905597796688334,0.00037159619751983065,0.0004835263268356969
ACH-USD,2023-02-14,-8.290365586507802e-05,-0.00016600397747687794,-0.00023084792005597754,-0.00026047643137114187,-0.0001561833049923433,4.2445919690517e-05,0.0003147742781562533,-8.290365586507802e-05,-0.00016600397747687794,-0.00023084792005597754,-0.00026047643137114187,-0.0001561833049923433,4.2445919690517e-05
ACH-USD,2023-02-18,-0.0001561833049923433,4.2445919690517e-05,0.0003147742781562533,0.00047541461759378163,0.0009968246037400895,0.0020178229672977413,0.002466564017095352,-0.0001561833049923433,4.2445919690517e-05,0.0003147742781562533,0.00047541461759378163,0.0009968246037400895,0.0020178229672977413
ACH-USD,2023-03-10,-0.001585427715488457,-0.001898925796718554,-0.0020067788006884408,-0.00200531253063929,-0.001965869290810861,-0.0016330692231557482,-0.0010295459226632442,-0.001585427715488457,-0.001898925796718554,-0.0020067788006884408,-0.00200531253063929,-0.001965869290810861,-0.0016330692231557482
ACH-USD,2024-03-11,0.0003811672431908216,0.00041723237857151227,0.0004077219257285166,0.00045562382244424167,0.0007422199457449473,0.0008495774743361665,0.0014252345337389433,0.0003811672431908216,0.00041723237857151227,0.0004077219257285166,0.00045562382244424167,0.0007422199457449473,0.0008495774743361665
ACH-USD,2025-01-24,-0.00013594701323173665,-0.00014605189647999344,-0.0001210938705672774,-0.0001251606757995407,-0.00012043694819009743,6.525825007235877e-05,0.0011769816882222324,-0.00013594701323173665,-0.00014605189647999344,-0.0001210938705672774,-0.0001251606757995407,-0.00012043694819009743,6.525825007235877e-05
ACH-USD,2025-01-28,-0.00012043694819009743,6.525825007235877e-05,0.0011769816882222324,0.0013383122765238669,0.0018128895651984384,0.0025330983070854574,0.0029127365288436225,-0.00012043694819009743,6.525825007235877e-05,0.0011769816882222324,0.0013383122765238669,0.0018128895651984384,0.0025330983070854574
ACH-USD,2025-02-15,-0.0016505969505275786,-0.0016891657686549304,-0.0016335436813605469,-0.0015941477058664649,-0.0013673060680685952,-0.0009699765545937078,-0.0002542161721524293,-0.0016505969505275786,-0.0016891657686549304,-0.0016335436813605469,-0.0015941477058664649,-0.0013673060680685952,-0.0009699765545937078
ACT-USD,2020-03-16,-0.0003146241105434536,-0.0003424540169315492,-0.0003075464444139373,-0.00029787993814245524,-0.0002514675490260278,-0.000195242977511044,-0.0001016111582450536,-0.0003146241105434536,-0.0003424540169315492,-0.0003075464444139373,-0.00029787993814245524,-0.0002514675490260278,-0.000195242977511044
ACT-USD,2020-08-23,-5.611438590591715e-05,-4.9359972461399994e-05,-4.7237639422913105e-05,-1.9240404336907067e-05,2.087051751209837e-05,7.925121813348032e-05,0.0004783319946098496,-5.611438590591715e-05,-4.9359972461399994e-05,-4.7237639422913105e-05,-1.9240404336907067e-05,2.087051751209837e-05,7.925121813348032e-05
ACT-USD,2020-09-07,-0.00043043013725530856,-0.0006633740755295008,-0.0007335374876421819,-0.0007642890072249073,-0.000782300197893673,-0.000714293918649758,-0.00044880628472168796,-0.00043043013725530856,-0.0006633740755295008,-0.0007335374876421819,-0.0007642890072249073,-0.000782300197893673,-0.000714293918649758
ACT-USD,2021-02-09,0.00013309447970967774,9.759125475561353e-05,0.0001611314718009141,0.00020672615234969244,0.00022308680159023706,0.0003384588217399837,0.0005322995305910437,0.00013309447970967774,9.759125475561353e-05,0.0001611314718009141,0.00020672615234969244,0.00022308680159023706,0.0003384588217399837
ACT-USD,2021-02-13,0.00022308680159023706,0.0003384588217399837,0.0005322995305910437,0.0006394399209666407,0.0006222401516920528,0.000492192078251709,0.000841664589323169,0.00022308680159023706,0.0003384588217399837,0.0005322995305910437,0.0006394399209666407,0.0006222401516920528,0.000492192078251709
ACT-USD,2021-03-09,-0.0004065403844745604,-0.0003259806721753038,-0.00026216890585318745,-0.00017745961178765567,-0.00010283355362623934,2.7016528657918843e-05,0.0002543641450104174,-0.0004065403844745604,-0.0003259806721753038,-0.00026216890585318745,-0.00017745961178765567,-0.00010283355362623934,2.7016528657918843e-05
ACT-USD,2021-03-16,0.000485523627575724,0.0005192451019744582,0.00044234711270332155,0.00042128492517179146,0.00038667058076701,0.0003306468131589041,0.0006717565161832575,0.000485523627575724,0.0005192451019744582,0.00044234711270332155,0.00042128492517179146,0.00038667058076701,0.0003306468131589041
ACT-USD,2021-03-29,-0.0001482104650254979,-0.00014914518130846027,-0.00011679004891569731,-6.0723663923026956e-05,1.5508555093301634e-05,0.0001537004381983796,0.0004300273716049737,-0.0001482104650254979,-0.00014914518130846027,-0.00011679004891569731,-6.0723663923026956e-05,1.5508555093301634e-05,0.0001537004381983796
ACT-USD,2021-04-02,1.5508555093301634e-05,0.0001537004381983796,0.0004300273716049737,0.0004236002422081538,0.000350872909591272,0.0004918740484637551,0.0007640668849680492,1.5508555093301634e-05,0.0001537004381983796,0.0004300273716049737,0.0004236002422081538,0.000350872909591272,0.0004918740484637551
ACT-USD,2021-05-23,-0.0010281079296125019,-0.0011569207048041236,-0.0011063832164358899,-0.001159199834520829,-0.0009590624605641182,-0.0007927979504734227,-0.0005808362483456595,-0.0010281079296125019,-0.0011569207048041236,-0.0011063832164358899,-0.001159199834520829,-0.0009590624605641182,-0.0007927979504734227
ACT-USD,2021-08-05,0.0001898787220937763,0.00017716286881900296,0.00020219267915332377,0.00021553965939992252,0.000279723572351874,0.000308780952431193,0.0007642749887358207,0.0001898787220937763,0.00017716286881900296,0.00020219267915332377,0.00021553965939992252,0.000279723572351874,0.000308780952431193
ACT-USD,2022-01-04,1.415807279120699e-05,4.7622320052317696e-05,7.055809504245624e-05,-0.00011255831135166636,-9.677356751531608e-05,-5.476082738999457e-05,-4.273972589972528e-05,1.415807279120699e-05,4.7622320052317696e-05,7.055809504245624e-05,-0.00011255831135166636,-9.677356751531608e-05,-5.476082738999457e-05
ACT-USD,2022-01-13,-1.3870527119337357e-05,-7.330371482771247e-07,1.5526200628125414e-05,-4.223666988464761e-06,-3.2415809994307244e-05,-9.081515387363297e-06,0.0001263306215284823,-1.3870527119337357e-05,-7.330371482771247e-07,1.5526200628125414e-05,-4.223666988464761e-06,-3.2415809994307244e-05,-9.081515387363297e-06
ACT-USD,2022-01-23,3.3387268166331545e-05,-2.5396104025058274e-05,-0.00010606416382408581,-0.00024141679318036714,-0.000174229782673943,-0.00013650980596000928,-9.384509522984458e-05,3.3387268166331545e-05,-2.5396104025058274e-05,-0.00010606416382408581,-0.00024141679318036714,-0.000174229782673943,-0.00013650980596000928
ACT-USD,2022-02-08,0.0001334852180446395,0.00013820843245346747,0.00014665668874342986,0.0001371344217832833,0.0001692486002517743,0.00017497448428709125,0.0002296406650123139,0.0001334852180446395,0.00013820843245346747,0.00014665668874342986,0.0001371344217832833,0.0001692486002517743,0.00017497448428709125
ACT-USD,2022-02-13,0.00017497448428709125,0.0002296406650123139,0.00021982277066958923,0.00020897667310774184,0.00022412653021156926,0.000240544339645925,0.00031135880817645075,0.00017497448428709125,0.0002296406650123139,0.00021982277066958923,0.00020897667310774184,0.00022412653021156926,0.000240544339645925
ACT-USD,2022-02-17,0.00022412653021156926,0.000240544339645925,0.00031135880817645075,0.00025376983423669534,0.0003518408381824482,0.0009066982292991558,0.0007583575886620942,0.00022412653021156926,0.000240544339645925,0.00031135880817645075,0.00025376983423669534,0.0003518408381824482,0.0009066982292991558
ACT-USD,2022-03-08,-0.0002474457080975967,-0.00024694477777339736,-0.0003185043205254165,-0.00037210434750078715,-0.000334272412791321,-0.000258605876159295,-0.00017766345827412733,-0.0002474457080975967,-0.00024694477777339736,-0.0003185043205254165,-0.00037210434750078715,-0.000334272412791321,-0.000258605876159295
ACT-USD,2024-03-10,1.843726788679814e-05,1.789405734226733e-05,1.5846317759887613e-05,1.362878967120199e-05,1.541053887160519e-05,1.3571570124309886e-05,4.48198442980704e-05,1.843726788679814e-05,1.789405734226733e-05,1.5846317759887613e-05,1.362878967120199e-05,1.541053887160519e-05,1.3571570124309886e-05
ACT-USD,2024-07-10,1.6486240458599285e-05,1.5969124767186622e-05,1.4774860147197789e-05,1.3631823603503098e-05,1.3060289347264004e-05,1.3612965749571599e-05,2.1766404875603633e-05,1.6486240458599285e-05,1.5969124767186622e-05,1.4774860147197789e-05,1.3631823603503098e-05,1.3060289347264004e-05,1.3612965749571599e-05
ACT-USD,2024-07-14,1.3060289347264004e-05,1.3612965749571599e-05,2.1766404875603633e-05,1.6848419456613403e-05,9.636700801511115e-06,5.746817853067756e-06,1.8552607221860963e-05,1.3060289347264004e-05,1.3612965749571599e-05,2.1766404875603633e-05,1.6848419456613403e-05,9.636700801511115e-06,5.746817853067756e-06
ACT-USD,2024-07-18,9.636700801511115e-06,5.746817853067756e-06,1.8552607221860963e-05,1.736916321851962e-05,6.0600102855480395e-05,8.484766632936856e-05,9.57323350543706e-05,9.636700801511115e-06,5.746817853067756e-06,1.8552607221860963e-05,1.736916321851962e-05,6.0600102855480395e-05,8.484766632936856e-05
ACT-USD,2024-08-02,-5.5874600175954115e-05,-5.2257952883335345e-05,-4.700089554485867e-05,-4.0884120053969794e-05,-3.4455958179771754e-05,-2.8346338863822367e-05,3.525439278040292e-05,-5.5874600175954115e-05,-5.2257952883335345e-05,-4.700089554485867e-05,-4.0884120053969794e-05,-3.4455958179771754e-05,-2.8346338863822367e-05
ACT-USD,2024-11-08,-1.2685566488223306e-05,-1.0814748246041205e-05,-8.703212467112983e-06,-6.53164969793395e-06,-4.357598696923078e-06,1.2902577155016616e-05,0.0001065862354194314,-1.2685566488223306e-05,-1.0814748246041205e-05,-8.703212467112983e-06,-6.53164969793395e-06,-4.357598696923078e-06,1.2902577155016616e-05
ACT-USD,2024-11-15,0.00028098815520172563,0.0002918557113681875,0.000251956866265836,0.0001743530662872838,0.00017500265412208376,0.00016370406700311007,0.00014532722567117505,0.00028098815520172563,0.0002918557113681875,0.000251956866265836,0.0001743530662872838,0.00017500265412208376,0.00016370406700311007
ACT-USD,2024-11-25,-1.0307958355371062e-05,-3.0211444586618103e-05,-4.468555533964475e-05,-4.698265822851346e-05,-5.711907869684728e-05,-4.119407945234367e-05,1.3043870648073782e-05,-1.0307958355371062e-05,-3.0211444586618103e-05,-4.468555533964475e-05,-4.698265822851346e-05,-5.711907869684728e-05,-4.119407945234367e-05
ACT-USD,2024-12-05,-2.0673311499768332e-05,-3.8651887658963646e-05,-4.360003471299119e-05,-7.754697278463887e-05,-9.012489840807343e-05,-8.091389025997897e-05,-5.0750122445241026e-05,-2.0673311499768332e-05,-3.8651887658963646e-05,-4.360003471299119e-05,-7.754697278463887e-05,-9.012489840807343e-05,-8.091389025997897e-05
ACT-USD,2025-01-02,-4.058539279945714e-05,-2.059229095023284e-05,-2.1007292752487437e-05,-2.6932672115372248e-05,-2.075124542194075e-05,-1.4724915642673719e-05,2.0724706347574764e-05,-4.058539279945714e-05,-2.059229095023284e-05,-2.1007292752487437e-05,-2.6932672115372248e-05,-2.075124542194075e-05,-1.4724915642673719e-05
ACT-USD,2025-02-07,-9.688606725012034e-06,-1.9211950781754857e-05,-4.557490564663438e-05,-7.360389230605567e-05,-4.9922079833577074e-05,-3.126884981943578e-05,-1.648255595699581e-05,-9.688606725012034e-06,-1.9211950781754857e-05,-4.557490564663438e-05,-7.360389230605567e-05,-4.9922079833577074e-05,-3.126884981943578e-05
ACT-USD,2025-02-13,-1.648255595699581e-05,-4.283174289994058e-06,-2.6950793491310667e-06,-2.213019538865898e-05,-9.702629261665991e-06,7.324608313816135e-06,2.6261729928522815e-05,-1.648255595699581e-05,-4.283174289994058e-06,-2.6950793491310667e-06,-2.213019538865898e-05,-9.702629261665991e-06,7.324608313816135e-06
ACT-USD,2025-03-11,1.3978198587257736e-05,2.6642496844579178e-05,3.32411368264468e-05,-7.779757546247298e-06,-3.2700614959109875e-05,-1.6665594966559002e-05,1.96481416391559e-06,1.3978198587257736e-05,2.6642496844579178e-05,3.32411368264468e-05,-7.779757546247298e-06,-3.2700614959109875e-05,-1.6665594966559002e-05
ACT-USD,2025-03-26,7.757503329300255e-06,6.8464055606365555e-06,5.953046724615205e-06,-1.723211208311643e-05,-8.462296364175732e-06,-2.185071569636387e-06,2.014308797477299e-06,7.757503329300255e-06,6.8464055606365555e-06,5.953046724615205e-06,-1.723211208311643e-05,-8.462296364175732e-06,-2.185071569636387e-06
ACT-USD,2025-04-23,-1.1470175557248979e-05,-7.086264068104195e-06,-3.403688069855942e-06,-4.7362089507953903e-07,2.2151777410222092e-06,1.9220998679546472e-05,3.698995298523507e-05,-1.1470175557248979e-05,-7.086264068104195e-06,-3.403688069855942e-06,-4.7362089507953903e-07,2.2151777410222092e-06,1.9220998679546472e-05
ACT-USD,2025-05-01,5.097543719057383e-05,5.120507215865611e-05,2.693882762595538e-05,1.0291536177307169e-05,2.2051787539522693e-05,5.703857668977654e-06,1.789278674751532e-05,5.097543719057383e-05,5.120507215865611e-05,2.693882762595538e-05,1.0291536177307169e-05,2.2051787539522693e-05,5.703857668977654e-06
AGI-USD,2023-05-15,-0.0027467435984553992,-0.0011380093151833331,-0.00010285081831268306,0.000313469491486168,0.0010689779043173697,0.002806610736197618,0.004981029237712622,-0.0027467435984553992,-0.0011380093151833331,-0.00010285081831268306,0.000313469491486168,0.0010689779043173697,0.002806610736197618
AGI-USD,2023-09-02,-0.00033886188395714596,-0.00021641250532807238,2.4684415898122442e-05,0.000230959910373849,0.0006324736031781634,0.001325131031326267,0.005445764065439073,-0.00033886188395714596,-0.00021641250532807238,2.4684415898122442e-05,0.000230959910373849,0.0006324736031781634,0.001325131031326267
AGI-USD,2023-10-04,-0.002146135786019794,-0.0017691341215345623,-0.001429138561149959,-0.0011931462773653164,-0.0009570070806082572,-0.0007165507019993335,0.00042153131291223014,-0.002146135786019794,-0.0017691341215345623,-0.001429138561149959,-0.0011931462773653164,-0.0009570070806082572,-0.0007165507019993335
AGI-USD,2023-11-12,0.0011689108025381644,0.0010334908713117577,0.0009463786661169657,0.0008982084745761405,0.000759605795332755,0.0006412682902223745,0.001125071871812028,0.0011689108025381644,0.0010334908713117577,0.0009463786661169657,0.0008982084745761405,0.000759605795332755,0.0006412682902223745
AGI-USD,2023-11-21,0.00199735965321054,0.0019749305626238817,0.0017126498250404523,0.0010160001595652581,0.0007250291100382982,0.0004621033400163191,0.0005933101962587728,0.00199735965321054,0.0019749305626238817,0.0017126498250404523,0.0010160001595652581,0.0007250291100382982,0.0004621033400163191
AGI-USD,2023-12-06,-0.0001519467321674582,-0.00020131304487290514,-0.00035902383741969715,-0.00045085724039644996,-0.0004988130884800923,-0.00028249064103755034,0.00030480310176149634,-0.0001519467321674582,-0.00020131304487290514,-0.00035902383741969715,-0.00045085724039644996,-0.0004988130884800923,-0.00028249064103755034
AGI-USD,2023-12-11,-0.00028249064103755034,0.00030480310176149634,0.0005342813979270042,0.0003194713962830658,0.00037132326597841964,0.00036179176099443693,0.0008953509870477539,-0.00028249064103755034,0.00030480310176149634,0.0005342813979270042,0.0003194713962830658,0.00037132326597841964,0.00036179176099443693
AGI-USD,2023-12-19,0.001484889777480498,0.0016942609319700137,0.0017262801319808084,0.0014996588595937305,0.002226625014305694,0.0022656954279143514,0.0028606731100475095,0.001484889777480498,0.0016942609319700137,0.0017262801319808084,0.0014996588595937305,0.002226625014305694,0.0022656954279143514
AGI-USD,2024-02-13,0.0010915756641365804,0.0010800456415111601,0.0009493163307821529,0.0007690501001483461,0.0009690148308989493,0.0017590728416640097,0.0032521945252619866,0.0010915756641365804,0.0010800456415111601,0.0009493163307821529,0.0007690501001483461,0.0009690148308989493,0.0017590728416640097
AGI-USD,2024-02-17,0.0009690148308989493,0.0017590728416640097,0.0032521945252619866,0.005192706432049948,0.006218875289464225,0.009363714945246668,0.011003841725973717,0.0009690148308989493,0.0017590728416640097,0.0032521945252619866,0.005192706432049948,0.006218875289464225,0.009363714945246668
AGI-USD,2024-02-21,0.006218875289464225,0.009363714945246668,0.011003841725973717,0.012564218117940154,0.014222125578066118,0.015090806968837283,0.017190924061158394,0.006218875289464225,0.009363714945246668,0.011003841725973717,0.012564218117940154,0.014222125578066118,0.015090806968837283
AGI-USD,2024-02-27,0.017190924061158394,0.01900241878035814,0.01847848289047456,0.01271372437834229,0.014390290015247928,0.012146430114308077,0.011379259924702435,0.017190924061158394,0.01900241878035814,0.01847848289047456,0.01271372437834229,0.014390290015247928,0.012146430114308077
AGI-USD,2024-03-04,0.011379259924702435,0.008253769487637716,0.0049567705226774075,0.0006619028679779385,-0.002259430974613022,-0.0026862962798017836,0.0013754432426976992,0.011379259924702435,0.008253769487637716,0.0049567705226774075,0.0006619028679779385,-0.002259430974613022,-0.0026862962798017836
AGI-USD,2024-03-08,-0.002259430974613022,-0.0026862962798017836,0.0013754432426976992,0.00912041626039383,0.026306825454182538,0.03061894373797676,0.03152890547766943,-0.002259430974613022,-0.0026862962798017836,0.0013754432426976992,0.00912041626039383,0.026306825454182538,0.03061894373797676
AGI-USD,2024-06-18,-0.008139166503110449,-0.007721243013674009,-0.009742234599933675,-0.010709826842695211,-0.009026420154864975,-0.0054202411252718755,-0.0022226394537745026,-0.008139166503110449,-0.007721243013674009,-0.009742234599933675,-0.010709826842695211,-0.009026420154864975,-0.0054202411252718755
AGI-USD,2024-09-21,0.0009572523940481878,0.001524626131079709,0.0020406549926453785,0.002478759796342084,0.0023087638569888914,0.003942877828027028,0.007451177308430907,0.0009572523940481878,0.001524626131079709,0.0020406549926453785,0.002478759796342084,0.0023087638569888914,0.003942877828027028
AGI-USD,2025-03-16,3.8762676732095186e-05,0.000500503781696247,0.0008224776559848032,0.0009319666439922391,0.0012378781295344695,0.0014736957339700485,0.0024802544576108757,3.8762676732095186e-05,0.000500503781696247,0.0008224776559848032,0.0009319666439922391,0.0012378781295344695,0.0014736957339700485
AGIX-USD,2020-08-07,0.00021794921428310954,0.0004253916551461669,0.0007180137207693669,0.0008603818772380803,0.0011322117953027006,0.0014878834323219048,0.002101834798290898,0.00021794921428310954,0.0004253916551461669,0.0007180137207693669,0.0008603818772380803,0.0011322117953027006,0.0014878834323219048
