symbol,breakout_date,peak_date,b_vtp_-3,b_vtp_-2,b_vtp_-1,b_vtp_+0,b_vtp_+1,b_vtp_+2,b_vtp_+3,p_vtp_-3,p_vtp_-2,p_vtp_-1,p_vtp_+0,p_vtp_+1,p_vtp_+2
CHZ-USD,2021-10-27,2021-10-30,19297621401.665215,19309754806.374996,19314128115.80638,19254511291.536766,19285814092.781155,19347322931.43337,20826261911.523705,19254511291.536766,19285814092.781155,19347322931.43337,20826261911.523705,20208654529.54943,20367985498.344425
CHZ-USD,2022-08-13,2022-08-22,20864142898.58882,20861095466.65174,20887725571.684258,20885522104.65921,20952622606.07966,21001789088.029327,21039943033.206833,21004676724.54209,20978928409.27737,20986609838.808186,21102572851.55656,21215321523.52437,21193477567.406944
CHZ-USD,2022-11-09,2022-11-18,21545501056.352444,21549800940.804127,21155302642.211792,20891276589.34028,21301236692.617916,21385267621.403954,21356882308.481163,21395349672.48619,21431778301.281578,21441444926.256443,21571536701.00618,21497300085.540775,21288340624.373344
CHZ-USD,2024-11-21,2024-11-30,21483989479.82554,21471823948.86126,21464586466.28611,21470253229.61338,21478522075.818466,21508992404.748844,21567910754.4647,21556514594.034946,21557549106.12063,21574798522.733105,21576406654.18489,21583086448.119987,21608455157.04285
CKB-USD,2021-02-22,2021-02-25,27657189.205029722,27609320.804704417,28368371.07147974,26698599.130333398,22941291.88899184,24674596.19961374,107157757.62401184,26698599.130333398,22941291.88899184,24674596.19961374,107157757.62401184,97965862.71990652,95489641.86263616
CKB-USD,2021-03-08,2021-03-12,95153751.20843908,95929315.97824468,96222744.6857953,95717090.5794784,100269234.04205486,106237540.61902244,123242101.74831212,100269234.04205486,106237540.61902244,123242101.74831212,126501030.53995244,125445340.2847258,124750108.9317599
CKB-USD,2021-04-24,2021-05-01,234431703.40281758,232426510.08179733,251546766.45028916,246009351.2006486,245567571.80588403,248836590.1999887,263152223.8604876,258625288.99439603,257894311.54289958,259692725.18556178,265323815.42042384,263446626.97112796,261634667.70008633
CKB-USD,2021-05-07,2021-05-10,258009008.42266867,261502405.97860157,259327925.05526856,259927750.68451577,259421158.36857784,258582776.29639453,506588135.23385274,259927750.68451577,259421158.36857784,258582776.29639453,506588135.23385274,489952399.74438816,475818079.09926546
CKB-USD,2021-05-23,2021-05-26,448713659.9137341,439287126.1893115,437313572.3593876,431357804.99098533,443976667.8575791,442402915.30294865,448760104.41753393,431357804.99098533,443976667.8575791,442402915.30294865,448760104.41753393,446830926.479563,444470914.9928483
CKB-USD,2021-11-03,2021-11-06,615863295.7685091,615243049.7214924,615482078.8461457,616649939.2145004,616334560.225921,622212152.6536275,766236261.8661591,616649939.2145004,616334560.225921,622212152.6536275,766236261.8661591,752755916.3611364,749384535.4271934
CKB-USD,2021-11-24,2021-11-27,768710046.1062306,767096441.142905,767968938.2376643,767064916.1525835,772577687.185459,769753641.9428818,809287441.9661864,767064916.1525835,772577687.185459,769753641.9428818,809287441.9661864,804288707.7422612,802370638.291935
CKB-USD,2024-02-22,2024-02-28,1185713716.139765,1179969132.3087564,1177058269.6599147,1180776739.0202653,1179940219.035392,1191143177.718066,1282579725.8487625,1282579725.8487625,1268966111.665244,1281804394.503455,1292177543.2656956,1284995455.6188521,1286159624.2122276
CKB-USD,2024-04-03,2024-04-10,1361177723.2573366,1358183381.8924522,1353471810.3174136,1354160679.4452138,1363071560.7672534,1362203464.3776329,1446386875.6557574,1476427294.9863987,1527081550.2021408,1524453646.718759,1533265108.3873591,1510964009.8695402,1487395137.7443762
CKB-USD,2024-09-10,2024-09-18,1452371649.873354,1452533600.4783769,1454765812.5213306,1454458423.23286,1454447646.8161964,1455078859.7010953,1885583076.629237,1984762494.406353,1972048468.4520626,1982788455.3400946,2036848207.6211236,2035649443.8710868,2025495689.7904897
CORE-USD,2021-05-22,2021-05-25,48537443.38171186,48547206.70961225,48539275.374313734,48539461.390632324,48684139.1417922,48711218.56637775,48718375.16774626,48539461.390632324,48684139.1417922,48711218.56637775,48718375.16774626,48715067.42790719,48705342.48390206
CORE-USD,2021-08-24,2021-09-01,48769563.171320446,48738216.49919456,48739597.434983164,48736645.41107104,48737167.78186668,48743352.266066484,49314925.78750785,49249830.396825455,49264390.75690299,49344077.82358649,49354637.3387608,49348996.591843344,49353110.988812625
CORE-USD,2021-09-11,2021-09-16,49347276.627951786,49350553.52549429,49328637.41676986,49331008.07169367,49349969.42865527,49372612.95104547,49411692.72394835,49372612.95104547,49411692.72394835,49483428.048358485,49531351.837099545,49495411.9504193,49500043.72589329
CORE-USD,2021-11-13,2021-11-18,49448854.11797726,49450782.80300314,49449985.97119611,49451479.07544677,49461969.74722317,49501268.80267555,49521465.02254136,49501268.80267555,49521465.02254136,49521605.93134688,49534306.970267266,49534127.438511886,49526695.05215059
CORE-USD,2022-01-23,2022-01-26,49591723.45463556,49538705.64035932,49532993.35116401,49534425.23584497,49663969.19202469,49643218.58913949,50463848.01921856,49534425.23584497,49663969.19202469,49643218.58913949,50463848.01921856,50411424.79783844,50393851.727683626
CORE-USD,2022-04-05,2022-04-09,50424562.8186902,50424584.91351076,50424503.1334407,50416411.38137567,50495730.159118444,50495706.0113889,50685097.13628334,50495730.159118444,50495706.0113889,50685097.13628334,50685139.81713515,50633350.70031065,50629221.229501605
CORE-USD,2023-02-08,2023-02-17,50732025.42278586,50731703.27288522,50733170.12614108,50284969.8150853,50302326.42219241,50304272.80944453,50303902.68398557,50302240.78232841,50311222.59531862,50310222.54900228,50314052.28407288,50315866.07001732,50314372.21416826
COTI-USD,2020-08-07,2020-08-16,14795789.858241884,15605615.28939864,16516402.23677054,16373641.555146374,16816879.35157657,17498351.805179063,23505613.559785582,23283063.520923857,23502767.416832063,23350975.991823185,24485882.215656143,24130189.05819234,26044591.575566553
COTI-USD,2020-12-11,2020-12-18,23399620.74805878,23528605.570694137,24405506.580910154,23795767.439036835,25148573.080268543,26411926.32154143,27200986.63286555,26583747.39181267,26155146.178350028,26733752.57974644,30016046.62685011,28944757.882264484,28243725.886530735
COTI-USD,2021-02-06,2021-02-12,33965078.31911042,34080033.00648994,37585089.60835347,36134917.90098759,36913236.89737374,49586740.03994457,66426567.47497371,66426567.47497371,63650662.340598434,73667984.61642915,75057873.8339076,71827750.41370112,70750026.60301715
COTI-USD,2021-02-16,2021-02-25,71827750.41370112,70750026.60301715,71738792.15134713,70714869.6948015,71451033.2808635,72345483.20086859,93079127.8885782,113227815.03529221,101550232.37992537,104190958.14688706,114679983.79752895,122419814.63224873,119081007.10099596
COTI-USD,2021-03-02,2021-03-08,119081007.10099596,118369493.02601638,121401172.08499758,119733661.94198471,135731600.2907667,160060874.92027473,159584415.28305382,159584415.28305382,159058658.90752667,198620371.8344068,397203132.66947377,364880965.25421154,372531138.5261181
COTI-USD,2021-04-24,2021-04-30,397354116.1776795,389176678.135845,405044669.4402026,397710905.25623614,397181206.66062486,408023575.4912775,439081820.52073276,439081820.52073276,437735215.27377987,443764222.0739771,445432054.9292271,444916542.7772875,442174424.9291922
COTI-USD,2021-05-12,2021-05-15,441691021.25945586,433719609.9125804,439211858.036077,422684513.9901327,433022424.0586612,447037912.60402787,469818838.6269967,422684513.9901327,433022424.0586612,447037912.60402787,469818838.6269967,464701680.37758756,454458473.0246915
COTI-USD,2021-05-23,2021-05-26,426373681.9108655,415482555.4318857,411403811.20327157,402374190.0785176,421513033.1934476,423137936.0786331,440290871.4755018,402374190.0785176,421513033.1934476,423137936.0786331,440290871.4755018,435765498.06196165,429069222.6735239
COTI-USD,2021-08-17,2021-08-25,454159546.0996864,454701250.2967418,453227247.3898473,454170664.614616,454970339.1383973,467420658.1605464,476830017.1252535,478917739.31471497,482212669.0199483,475736983.6361723,617331799.695566,494135056.0261009,513119784.61764973
COTI-USD,2021-09-20,2021-09-29,525719948.51094645,536865571.9106715,528678643.2170771,508909955.4516532,503086176.6902495,578104856.4304034,861843512.6757095,844485505.8098677,955189122.1679672,913983439.6599439,993152803.5886725,981923506.8236427,964229711.1126275
COTI-USD,2023-01-22,2023-01-26,1078096805.168052,1079673809.9601023,1079728782.8437257,1081764771.5206041,1082535786.0961747,1087264508.7468376,1092467195.2644203,1082535786.0961747,1087264508.7468376,1092467195.2644203,1098112083.9874806,1096474302.5243623,1096239931.4741104
COTI-USD,2024-02-06,2024-02-09,1096614721.3978934,1096531832.688145,1099811674.425963,1103067154.7973566,1102819702.8189394,1104500344.1330087,1164129612.4266675,1103067154.7973566,1102819702.8189394,1104500344.1330087,1164129612.4266675,1157610523.2898896,1156352180.0512166
COTI-USD,2024-02-21,2024-02-26,1164645760.8715053,1164233040.3806288,1163376650.458279,1162908579.674534,1164364675.847459,1185995388.1041138,1350253257.7538943,1185995388.1041138,1350253257.7538943,1422261779.9331167,1504211137.260407,1477804399.2350712,1473237335.688031
COTI-USD,2024-03-05,2024-03-08,1473338108.1565769,1471093706.2409005,1466970876.217639,1461770575.911458,1474858859.9998236,1473269453.3906355,1503609677.9550142,1461770575.911458,1474858859.9998236,1473269453.3906355,1503609677.9550142,1499477842.1843894,1501463618.6820407
COTI-USD,2024-11-19,2024-11-28,1512251054.1372757,1511219910.3174706,1512940752.7834888,1512076372.8731318,1511055147.3743668,1512129961.698904,1547757984.2128613,1553969456.3704507,1553581131.7685769,1555109648.9525573,1556078256.488819,1556989940.026719,1558212462.8740776
CPOOL-USD,2022-06-05,2022-06-08,19065584.51232276,19088849.132511485,18983355.808044087,18975332.715916935,18945662.019779544,19274917.512114752,29364062.192807607,18975332.715916935,18945662.019779544,19274917.512114752,29364062.192807607,28955927.343255438,28982563.84838878
CPOOL-USD,2022-10-02,2022-10-05,30929676.99507647,30944137.20431479,31071965.302435897,31027468.40972411,31570905.77960656,31459150.375221096,32593407.66840536,31027468.40972411,31570905.77960656,31459150.375221096,32593407.66840536,31084798.363062434,30783294.62991705
CPOOL-USD,2023-12-18,2023-12-24,31983512.237453613,32325282.242925275,32346662.67394917,32571240.447173897,32858216.59869079,32823246.081498656,33868534.667692535,33868534.667692535,33760301.58139892,33734386.655321054,34468292.89936255,34306366.69288666,34154386.523470946
CPOOL-USD,2024-02-15,2024-02-18,34448767.05384541,34433161.90365114,34692628.05470808,34568293.962498076,34771981.36747454,35085963.47692303,35236870.50016309,34568293.962498076,34771981.36747454,35085963.47692303,35236870.50016309,35144793.16764581,34965948.04599183
CPOOL-USD,2024-03-08,2024-03-13,33523450.15056028,33651706.62058727,33852076.159022875,33670585.70606083,33592388.20227308,33632472.57966345,35203857.47333576,33632472.57966345,35203857.47333576,35372469.39937743,35970537.72867369,35612029.4558122,35486901.71507246
CPOOL-USD,2024-03-18,2024-03-27,35486901.71507246,35230950.33904037,35680074.19183462,35496404.39913157,35428300.69094193,35873295.95835953,39190226.77138387,39708541.31037363,41378555.33610347,42915859.65769487,47771343.47447555,46814091.511115015,45994314.5342796
CPOOL-USD,2024-05-14,2024-05-23,44068640.34605685,44028523.72521693,43933453.659726106,43838140.22786083,44385280.766878545,44426378.4467059,44723341.57656233,45061239.265359,45294367.67541659,45285925.35933818,45341723.43036959,46404921.68466884,46242331.20553892
CPOOL-USD,2024-08-20,2024-08-25,45316504.71684028,45315085.62751038,45332122.80161365,45427297.887124896,45435563.27061304,45487353.7016701,45672628.533860154,45487353.7016701,45672628.533860154,45650939.72107352,45729728.10649336,45701011.1195876,45667685.94714683
CPOOL-USD,2024-11-04,2024-11-12,47610011.261885,47529426.558775835,47504759.234090775,47396485.04890358,47511406.645480536,48008273.26649886,48272465.83334902,48159640.389608175,47999650.172726855,48227019.05728584,48755545.469594896,48483494.279841244,48342236.77429894
CPOOL-USD,2024-12-01,2024-12-10,48603907.24699783,48606385.75787247,48902992.15724757,48804877.96527276,49371657.771860495,52228352.597087905,59142137.161495924,60454174.55251515,60509134.93148923,60188918.61557872,64314037.60091361,64722455.565914206,64183253.30301121
CPOOL-USD,2024-12-22,2024-12-25,67830756.75060442,66157430.88446438,64833908.5305432,64540270.886135556,65945804.95359469,67749426.39972779,67972369.47758423,64540270.886135556,65945804.95359469,67749426.39972779,67972369.47758423,67383286.00937001,66995792.57572791
CPOOL-USD,2025-01-12,2025-01-17,63892231.76894024,64134431.428038366,63810155.68271776,63689057.93366998,65331913.38099934,65518780.00470078,66685632.6352755,65518780.00470078,66685632.6352755,67621797.32726792,68079790.99539289,67189502.34130307,64687559.51715244
CPOOL-USD,2025-05-06,2025-05-13,68852572.18842208,68773172.60700984,68677334.37275824,68596872.49195303,68677418.15196116,69393990.92306696,71295297.40946622,72343541.9889016,72173006.832597,71857411.29083432,72428341.2262848,72011698.37919092,71693222.29152443
CRV-USD,2021-04-12,2021-04-15,1162179414.4981847,1161005078.7199316,1173307453.1346042,1166474256.5792143,1172206481.9377615,1177305136.0477915,1405994338.5629818,1166474256.5792143,1172206481.9377615,1177305136.0477915,1405994338.5629818,1378096673.126421,1368387256.298676
CRV-USD,2021-04-24,2021-05-01,1226200334.428344,1210751868.488408,1195426720.0665028,1181410213.506923,1181717708.5893185,1226391726.845804,1265049994.6777887,1258587225.2460976,1256640963.3186896,1283743752.3234856,1288434878.9618149,1281511229.763594,1279793003.3299527
CRV-USD,2021-05-23,2021-06-01,1157426377.4848351,1106024709.5972545,1073001135.8327754,1021199910.1366761,1079630681.345124,1078227630.0660305,1122295004.4253793,1108405573.806452,1101331247.6332865,1134784812.6659236,1143002854.2579594,1209026462.96919,1237195782.967417
CRV-USD,2021-09-13,2021-09-16,1300223759.461735,1310785523.3989608,1323218758.9431653,1313091710.3426337,1429919860.949668,1485384544.4436378,1505046287.3401408,1313091710.3426337,1429919860.949668,1485384544.4436378,1505046287.3401408,1457001128.217599,1467551825.2969103
CRV-USD,2021-10-22,2021-10-25,1462054864.3339832,1471893648.7019694,1466551491.7927573,1528667954.0100818,1579642494.550559,1555600343.491607,2015863355.3250732,1528667954.0100818,1579642494.550559,1555600343.491607,2015863355.3250732,1969904975.104546,1939097095.2938995
CRV-USD,2021-11-21,2021-11-25,2033127699.4897397,2017029658.0976505,2015562243.0629392,2008486745.4214206,2095379297.0337858,2287847169.1769376,2268571240.8852987,2095379297.0337858,2287847169.1769376,2268571240.8852987,2508861269.07554,2341916211.8528748,2336937603.1672926
CRV-USD,2022-07-11,2022-07-20,2147634267.4472218,2148241934.3732233,2141284874.0244555,2133385108.368478,2131925078.641567,2176817636.549336,2207143355.314959,2194395174.38157,2263941082.4020524,2243773398.782944,2226632990.4453707,2302207878.504374,2312170228.833019
CRV-USD,2022-07-25,2022-07-28,2312170228.833019,2305257577.1459823,2302901897.729199,2271558378.572672,2268735602.8815217,2301698398.6067586,2360576518.757684,2271558378.572672,2268735602.8815217,2301698398.6067586,2360576518.757684,2337360636.7972493,2323726989.464869
CRV-USD,2022-11-20,2022-11-26,2241049608.9615316,2241139360.08778,2240637191.507471,2237122959.438166,2235860570.4715505,2486204830.974751,2512745580.7814245,2512745580.7814245,2513439545.940661,2512316938.5209,2516956146.335223,2515096509.7715044,2511310827.480084
CRV-USD,2024-08-11,2024-08-20,2416549301.422577,2415447928.9753366,2416406633.580279,2414102612.786679,2473690956.584,2475634972.2031827,2484830978.5587397,2483776333.7935705,2481929530.5324135,2480587801.287137,2491810649.7858024,2495739181.1546617,2492792419.7755947
CRV-USD,2024-11-20,2024-11-29,2562035190.67582,2612226213.1089244,2655136851.7864575,2636010750.7465677,2661212887.53918,2723368730.7234845,2745495713.220425,2745361667.8735795,2761109540.0766144,2756281164.1422796,2778073689.5639305,2936767558.8552866,2923386198.104114
