symbol,breakout_date,market_level,obv_d0,cmf_d0,rvol_d0,obv_d1,cmf_d1,rvol_d1,obv_d2,cmf_d2,rvol_d2,obv_d3,cmf_d3,rvol_d3
LRC-USD,2022-02-03,8.0,31836721740,-0.0770600027220984,0.7632228748874831,32097175115.0,-0.090123724153774,0.8449549642991349,32381454691.0,-0.0823483393584989,0.6372467672884694,32592353183.0,-0.0301785267992473,0.5875631323671607
LRC-USD,2022-02-03,7.0,31836721740,-0.0770600027220984,0.7632228748874831,32097175115.0,-0.090123724153774,0.8449549642991349,32381454691.0,-0.0823483393584989,0.6372467672884694,32592353183.0,-0.0301785267992473,0.5875631323671607
LRC-USD,2022-03-16,9.0,31580588021,-0.0393555841927851,1.030507730859177,31437332977.0,-0.0130726813943718,0.936623802072008,31578999182.0,-0.058862220364923,0.5275525230012496,31498535577.0,-0.0202677045539572,0.4670327518405041
LRC-USD,2022-03-16,9.0,31580588021,-0.0393555841927851,1.030507730859177,31437332977.0,-0.0130726813943718,0.936623802072008,31578999182.0,-0.058862220364923,0.5275525230012496,31498535577.0,-0.0202677045539572,0.4670327518405041
LRC-USD,2022-03-16,9.0,31580588021,-0.0393555841927851,1.030507730859177,31437332977.0,-0.0130726813943718,0.936623802072008,31578999182.0,-0.058862220364923,0.5275525230012496,31498535577.0,-0.0202677045539572,0.4670327518405041
LRC-USD,2022-03-16,9.0,31580588021,-0.0393555841927851,1.030507730859177,31437332977.0,-0.0130726813943718,0.936623802072008,31578999182.0,-0.058862220364923,0.5275525230012496,31498535577.0,-0.0202677045539572,0.4670327518405041
LRC-USD,2022-03-20,9.0,31818554489,-0.0292282964613478,2.890877359024589,32347762668.0,0.1666682685978873,4.363754821369893,31626818776.0,-0.0710809950379351,1.178087302113812,31465321783.0,-0.1375374875393791,0.8502436770804934
LRC-USD,2022-03-20,8.0,31818554489,-0.0292282964613478,2.890877359024589,32347762668.0,0.1666682685978873,4.363754821369893,31626818776.0,-0.0710809950379351,1.178087302113812,31465321783.0,-0.1375374875393791,0.8502436770804934
LRC-USD,2022-03-20,8.0,31818554489,-0.0292282964613478,2.890877359024589,32347762668.0,0.1666682685978873,4.363754821369893,31626818776.0,-0.0710809950379351,1.178087302113812,31465321783.0,-0.1375374875393791,0.8502436770804934
LRC-USD,2022-03-20,9.0,31818554489,-0.0292282964613478,2.890877359024589,32347762668.0,0.1666682685978873,4.363754821369893,31626818776.0,-0.0710809950379351,1.178087302113812,31465321783.0,-0.1375374875393791,0.8502436770804934
LRC-USD,2022-05-12,3.0,32798826353,-0.2439886261503046,1.4542994477475213,33017751488.0,-0.2198100956678562,2.0174558822548265,33323539059.0,-0.1870624053303707,1.6020933767659984,33091736090.0,-0.2323222567271595,1.2479508649485551
LRC-USD,2022-05-12,2.0,32798826353,-0.2439886261503046,1.4542994477475213,33017751488.0,-0.2198100956678562,2.0174558822548265,33323539059.0,-0.1870624053303707,1.6020933767659984,33091736090.0,-0.2323222567271595,1.2479508649485551
LRC-USD,2022-05-12,2.0,32798826353,-0.2439886261503046,1.4542994477475213,33017751488.0,-0.2198100956678562,2.0174558822548265,33323539059.0,-0.1870624053303707,1.6020933767659984,33091736090.0,-0.2323222567271595,1.2479508649485551
LRC-USD,2022-05-12,2.0,32798826353,-0.2439886261503046,1.4542994477475213,33017751488.0,-0.2198100956678562,2.0174558822548265,33323539059.0,-0.1870624053303707,1.6020933767659984,33091736090.0,-0.2323222567271595,1.2479508649485551
LRC-USD,2022-11-01,9.0,33512063498,-0.1034159411397835,0.955742849001001,33545438620.0,-0.080588230356144,1.1464612162890808,33584981692.0,-0.1030681557478339,1.6149851577269485,33640173654.0,-0.1127757634852281,1.9071650346264373
LRC-USD,2022-11-01,9.0,33512063498,-0.1034159411397835,0.955742849001001,33545438620.0,-0.080588230356144,1.1464612162890808,33584981692.0,-0.1030681557478339,1.6149851577269485,33640173654.0,-0.1127757634852281,1.9071650346264373
LRC-USD,2022-11-01,8.0,33512063498,-0.1034159411397835,0.955742849001001,33545438620.0,-0.080588230356144,1.1464612162890808,33584981692.0,-0.1030681557478339,1.6149851577269485,33640173654.0,-0.1127757634852281,1.9071650346264373
LRC-USD,2022-11-01,9.0,33512063498,-0.1034159411397835,0.955742849001001,33545438620.0,-0.080588230356144,1.1464612162890808,33584981692.0,-0.1030681557478339,1.6149851577269485,33640173654.0,-0.1127757634852281,1.9071650346264373
LRC-USD,2023-01-30,9.0,34171749962,-0.0883665027745014,2.489767560099144,34326558085.0,0.0337343807140549,0.6937111176117808,34287953422.0,0.008503987965566,0.7920130794381208,34331957912.0,0.0481355502349614,0.8063153981138355
LRC-USD,2023-01-30,8.0,34171749962,-0.0883665027745014,2.489767560099144,34326558085.0,0.0337343807140549,0.6937111176117808,34287953422.0,0.008503987965566,0.7920130794381208,34331957912.0,0.0481355502349614,0.8063153981138355
LRC-USD,2023-01-30,7.0,34171749962,-0.0883665027745014,2.489767560099144,34326558085.0,0.0337343807140549,0.6937111176117808,34287953422.0,0.008503987965566,0.7920130794381208,34331957912.0,0.0481355502349614,0.8063153981138355
LRC-USD,2023-01-30,6.0,34171749962,-0.0883665027745014,2.489767560099144,34326558085.0,0.0337343807140549,0.6937111176117808,34287953422.0,0.008503987965566,0.7920130794381208,34331957912.0,0.0481355502349614,0.8063153981138355
LRC-USD,2023-02-09,,34423671167,-0.1551320793436106,1.982263502856899,34603140236.0,-0.0587239983329454,0.7305669316401247,34664196278.0,-0.0364995640649928,1.0896965974021895,34574947741.0,-0.1206045131126502,0.6943159280753446
LRC-USD,2024-12-01,9.0,35752354610,0.04312868396948,0.690702983477882,35792676598.0,0.0635296287247516,0.9783677329533028,35736230463.0,0.0511949526660765,0.5077892482204853,35707525590.0,-0.0053398954054667,0.7341609279130465
LRC-USD,2024-12-01,9.0,35752354610,0.04312868396948,0.690702983477882,35792676598.0,0.0635296287247516,0.9783677329533028,35736230463.0,0.0511949526660765,0.5077892482204853,35707525590.0,-0.0053398954054667,0.7341609279130465
LRC-USD,2024-12-01,9.0,35752354610,0.04312868396948,0.690702983477882,35792676598.0,0.0635296287247516,0.9783677329533028,35736230463.0,0.0511949526660765,0.5077892482204853,35707525590.0,-0.0053398954054667,0.7341609279130465
LRC-USD,2024-12-01,9.0,35752354610,0.04312868396948,0.690702983477882,35792676598.0,0.0635296287247516,0.9783677329533028,35736230463.0,0.0511949526660765,0.5077892482204853,35707525590.0,-0.0053398954054667,0.7341609279130465
LSETH-USD,2025-05-07,9.0,-6221651,0.1988679279711551,1.1497073073867727,-8378968.0,0.19120839889431,1.4337170921456543,-5746288.0,0.1523963881951457,0.9361757116095794,-7461824.0,0.0677843390368721,0.6980591824292002
