symbol,breakout_date,b_rsi_-3,b_rsi_-2,b_rsi_-1,b_rsi_+0,b_rsi_+1,b_rsi_+2,b_rsi_+3,p_rsi_-3,p_rsi_-2,p_rsi_-1,p_rsi_+0,p_rsi_+1,p_rsi_+2
ACH-USD,2022-01-07,51.3177587309363,64.91981464035145,49.260318552819605,44.789030569739985,42.07239485259468,50.83445343127237,67.89381881139312,51.3177587309363,64.91981464035145,49.260318552819605,44.789030569739985,42.07239485259468,50.83445343127237
ACH-USD,2022-02-06,29.638698885035154,48.8932370214405,57.41230961523744,49.74576461143144,61.7024883483765,67.84832400695174,73.38517281053674,29.638698885035154,48.8932370214405,57.41230961523744,49.74576461143144,61.7024883483765,67.84832400695174
ACH-USD,2022-07-16,51.538462798069254,45.60927646768309,51.063296849347516,56.22865100775281,54.1922690025216,57.136982240031905,82.80694278313771,51.538462798069254,45.60927646768309,51.063296849347516,56.22865100775281,54.1922690025216,57.136982240031905
ACH-USD,2022-10-11,40.07062977031274,40.1360466639768,40.466382048895575,35.04394521634323,18.65514275485492,21.239821142998608,68.57852326611288,40.07062977031274,40.1360466639768,40.466382048895575,35.04394521634323,18.65514275485492,21.239821142998608
ACH-USD,2023-01-13,55.199169566712044,64.26349392055752,76.21919107073114,77.06132701687798,83.47439038277578,75.82742233771222,91.14624582748336,55.199169566712044,64.26349392055752,76.21919107073114,77.06132701687798,83.47439038277578,75.82742233771222
ACH-USD,2023-01-27,60.67477423493337,62.84233548839695,59.9848406122873,59.23637935636069,57.64036982177328,60.63847901458894,55.84591426893846,60.67477423493337,62.84233548839695,59.9848406122873,59.23637935636069,57.64036982177328,60.63847901458894
ACH-USD,2023-02-02,55.84591426893846,58.40080629144106,72.14522655421848,70.25976407406795,73.91118292912267,79.10772528868965,83.83911163439937,55.84591426893846,58.40080629144106,72.14522655421848,70.25976407406795,73.91118292912267,79.10772528868965
ACH-USD,2023-02-14,64.49732243403477,62.60710987052993,53.70988189027466,58.48480457331598,62.61200611743535,67.67262733653035,69.43512415190257,64.49732243403477,62.60710987052993,53.70988189027466,58.48480457331598,62.61200611743535,67.67262733653035
ACH-USD,2023-02-18,62.61200611743535,67.67262733653035,69.43512415190257,67.44142916119532,75.3546766800514,87.06283035146744,84.2308009107961,62.61200611743535,67.67262733653035,69.43512415190257,67.44142916119532,75.3546766800514,87.06283035146744
ACH-USD,2023-03-10,31.993840106988387,16.78029763214053,17.908958939629997,23.283043915663214,19.989522572248404,30.258593904070707,42.06923103817235,31.993840106988387,16.78029763214053,17.908958939629997,23.283043915663214,19.989522572248404,30.258593904070707
ACH-USD,2024-03-11,68.84484015185296,65.79561080562108,67.44265741366692,70.8184522537058,75.76352490948082,76.93992895896304,81.60776336820145,68.84484015185296,65.79561080562108,67.44265741366692,70.8184522537058,75.76352490948082,76.93992895896304
ACH-USD,2025-01-24,42.02279123249384,42.258106260527796,44.7895052576934,40.297501826437475,41.17728587110253,52.03118361725631,76.8743185690583,42.02279123249384,42.258106260527796,44.7895052576934,40.297501826437475,41.17728587110253,52.03118361725631
ACH-USD,2025-01-28,41.17728587110253,52.03118361725631,76.8743185690583,61.406943158841685,66.02633203798342,72.17365707383797,71.4064157507345,41.17728587110253,52.03118361725631,76.8743185690583,61.406943158841685,66.02633203798342,72.17365707383797
ACH-USD,2025-02-15,38.16478543987131,23.571956786670455,21.60288834541217,10.0771217767456,22.289353291068537,23.20769519623326,45.77057958338831,38.16478543987131,23.571956786670455,21.60288834541217,10.0771217767456,22.289353291068537,23.20769519623326
ACT-USD,2020-03-16,30.7083003120472,32.69380745997995,37.144935782149034,30.23692319625451,33.15337732406023,28.891176091435142,33.04215080776308,30.7083003120472,32.69380745997995,37.144935782149034,30.23692319625451,33.15337732406023,28.891176091435142
ACT-USD,2020-08-23,54.38401638136959,57.35932372174656,51.90839444180303,66.56461244512903,69.74598724021037,73.94594470441892,96.24969672817956,54.38401638136959,57.35932372174656,51.90839444180303,66.56461244512903,69.74598724021037,73.94594470441892
ACT-USD,2020-09-07,52.61359503945987,48.71937466029147,49.57110285409563,48.24131249481525,45.966473807326125,31.046245116999486,31.832537229222694,52.61359503945987,48.71937466029147,49.57110285409563,48.24131249481525,45.966473807326125,31.046245116999486
ACT-USD,2021-02-09,66.07404023718429,63.31877927994155,72.4287061585004,73.45364627185839,79.64528545968345,83.92670101223436,86.70276117218978,66.07404023718429,63.31877927994155,72.4287061585004,73.45364627185839,79.64528545968345,83.92670101223436
ACT-USD,2021-02-13,79.64528545968345,83.92670101223436,86.70276117218978,89.90062271256127,83.08389274360593,70.2096096786554,84.79251465450862,79.64528545968345,83.92670101223436,86.70276117218978,89.90062271256127,83.08389274360593,70.2096096786554
ACT-USD,2021-03-09,34.85955854536137,32.75887306933922,38.8883986999587,55.911413807164095,44.35205978408965,61.06545544561276,76.43187653369871,34.85955854536137,32.75887306933922,38.8883986999587,55.911413807164095,44.35205978408965,61.06545544561276
ACT-USD,2021-03-16,79.32537023429427,77.038859199765,66.70584808429317,72.78342902335284,71.6660089607102,73.65531816532005,84.10307734713915,79.32537023429427,77.038859199765,66.70584808429317,72.78342902335284,71.6660089607102,73.65531816532005
ACT-USD,2021-03-29,52.77968950017834,49.26006452550128,54.05931669187485,58.6026301113652,58.413130637009715,61.477725198422235,67.14707975293103,52.77968950017834,49.26006452550128,54.05931669187485,58.6026301113652,58.413130637009715,61.477725198422235
ACT-USD,2021-04-02,58.413130637009715,61.477725198422235,67.14707975293103,48.91680235823892,58.9797047178175,64.28571357545317,75.54983849145711,58.413130637009715,61.477725198422235,67.14707975293103,48.91680235823892,58.9797047178175,64.28571357545317
ACT-USD,2021-05-23,27.521537564685772,16.15955917231453,21.17591455001694,18.478952729894573,28.841564280998355,25.86176620066057,29.157398669776526,27.521537564685772,16.15955917231453,21.17591455001694,18.478952729894573,28.841564280998355,25.86176620066057
ACT-USD,2021-08-05,73.76208137248878,83.0045279909537,83.75788432214708,83.90166447322267,87.57593217742786,87.66023864948615,95.52212551886335,73.76208137248878,83.0045279909537,83.75788432214708,83.90166447322267,87.57593217742786,87.66023864948615
ACT-USD,2022-01-04,47.7302556597668,48.05812486020942,51.796319629367346,39.098869302155634,45.50492020761898,44.85692056058141,44.10646275067918,47.7302556597668,48.05812486020942,51.796319629367346,39.098869302155634,45.50492020761898,44.85692056058141
ACT-USD,2022-01-13,42.23830310942959,48.3016828490087,45.23508376818794,47.82450181224779,44.43773178660357,41.27409647256604,52.57635616966902,42.23830310942959,48.3016828490087,45.23508376818794,47.82450181224779,44.43773178660357,41.27409647256604
ACT-USD,2022-01-23,42.568296926729474,42.385124715930104,37.9348423248959,30.763865875473797,45.990951765218846,43.824625791844134,44.112895981364694,42.568296926729474,42.385124715930104,37.9348423248959,30.763865875473797,45.990951765218846,43.824625791844134
ACT-USD,2022-02-08,59.12621506630775,77.88601710140006,62.58766052625882,65.40857311882752,71.26332291111859,78.87466540398256,80.51585086219565,59.12621506630775,77.88601710140006,62.58766052625882,65.40857311882752,71.26332291111859,78.87466540398256
ACT-USD,2022-02-13,78.87466540398256,80.51585086219565,68.65712723136771,71.35015677089743,75.00600122139377,75.5581614098744,83.80496293319041,78.87466540398256,80.51585086219565,68.65712723136771,71.35015677089743,75.00600122139377,75.5581614098744
ACT-USD,2022-02-17,75.00600122139377,75.5581614098744,83.80496293319041,65.83200891707892,74.56646865397045,87.38087868405515,61.30485157842248,75.00600122139377,75.5581614098744,83.80496293319041,65.83200891707892,74.56646865397045,87.38087868405515
ACT-USD,2022-03-08,26.295239858352545,39.86794175968054,29.317518162297418,36.494390007406594,45.318714812799655,55.23408677868807,53.024950201540705,26.295239858352545,39.86794175968054,29.317518162297418,36.494390007406594,45.318714812799655,55.23408677868807
ACT-USD,2024-03-10,76.89134508727592,79.41177248765433,78.93297596523985,79.21728351614675,79.41177248765158,75.67568104642103,84.45455070766684,76.89134508727592,79.41177248765433,78.93297596523985,79.21728351614675,79.41177248765158,75.67568104642103
ACT-USD,2024-07-10,44.334275868686305,45.58404506433979,44.13012763615053,44.44444536574093,45.05021705319885,46.45892330254205,58.193550456164246,44.334275868686305,45.58404506433979,44.13012763615053,44.44444536574093,45.05021705319885,46.45892330254205
ACT-USD,2024-07-14,45.05021705319885,46.45892330254205,58.193550456164246,46.12756320867658,44.55445592105313,45.44456546369662,56.05658659279599,45.05021705319885,46.45892330254205,58.193550456164246,46.12756320867658,44.55445592105313,45.44456546369662
ACT-USD,2024-07-18,44.55445592105313,45.44456546369662,56.05658659279599,47.210658505510466,74.07624616111235,71.07329818500072,74.8449343551222,44.55445592105313,45.44456546369662,56.05658659279599,47.210658505510466,74.07624616111235,71.07329818500072
ACT-USD,2024-08-02,48.50299412581874,44.98400694185964,46.85039356892402,32.655410654369675,32.655410654369675,32.60536403209852,63.01615773594621,48.50299412581874,44.98400694185964,46.85039356892402,32.655410654369675,32.655410654369675,32.60536403209852
ACT-USD,2024-11-08,33.42617377245615,33.14763086673234,33.14762549222715,33.055553399714356,33.055553399714356,49.68684516370618,86.46827823117472,33.42617377245615,33.14763086673234,33.14762549222715,33.055553399714356,33.055553399714356,49.68684516370618
ACT-USD,2024-11-15,93.44752628191677,70.66200686237711,65.84291372583624,59.146446865874005,64.87646166233051,64.8668644791529,64.87725590310424,93.44752628191677,70.66200686237711,65.84291372583624,59.146446865874005,64.87646166233051,64.8668644791529
ACT-USD,2024-11-25,58.206322494161405,59.41780836546567,58.20105866663226,50.91715813392259,30.99297991122259,47.06174168040403,61.0967876905677,58.206322494161405,59.41780836546567,58.20105866663226,50.91715813392259,30.99297991122259,47.06174168040403
ACT-USD,2024-12-05,48.530416646884724,49.89463747687348,55.740143263852595,47.16627683441015,54.443310349731675,54.431671104920675,58.22014011169631,48.530416646884724,49.89463747687348,55.740143263852595,47.16627683441015,54.443310349731675,54.431671104920675
ACT-USD,2025-01-02,34.77827019873287,40.77572924298222,36.656229356048165,34.719863471879165,39.618642082115635,52.79502991269646,52.68817317648128,34.77827019873287,40.77572924298222,36.656229356048165,34.719863471879165,39.618642082115635,52.79502991269646
ACT-USD,2025-02-07,40.91826204715023,40.85642036994827,34.77701322392089,31.455401477316286,43.95393722123243,49.4960407059674,42.523554071434994,40.91826204715023,40.85642036994827,34.77701322392089,31.455401477316286,43.95393722123243,49.4960407059674
ACT-USD,2025-02-13,42.523554071434994,49.90503251392585,37.57317468631345,31.787481687909803,41.02064546791902,40.97465731228883,49.978568202217865,42.523554071434994,49.90503251392585,37.57317468631345,31.787481687909803,41.02064546791902,40.97465731228883
ACT-USD,2025-03-11,58.983050914342215,70.57387213588764,65.3032496795677,33.38139627561432,33.47763179290958,50.18949477451431,50.24337663597051,58.983050914342215,70.57387213588764,65.3032496795677,33.38139627561432,33.47763179290958,50.18949477451431
ACT-USD,2025-03-26,43.52651240131676,43.93846337685926,75.87672400707062,55.22850762623759,50.89210022793301,45.778613046026074,45.778613046026074,43.52651240131676,43.93846337685926,75.87672400707062,55.22850762623759,50.89210022793301,45.778613046026074
ACT-USD,2025-04-23,34.7479915254503,35.92492360433934,36.4130266293898,35.59780253291659,36.21619784826614,60.601006341624355,67.03910905191333,34.7479915254503,35.92492360433934,36.4130266293898,35.59780253291659,36.21619784826614,60.601006341624355
ACT-USD,2025-05-01,67.22222653390055,66.94560886848521,50.79365079365206,50.529665066694236,64.04927262828551,54.16666792985108,60.338028117282455,67.22222653390055,66.94560886848521,50.79365079365206,50.529665066694236,64.04927262828551,54.16666792985108
AGI-USD,2023-05-15,10.943689663212297,22.166767161017717,18.07514276474339,19.007172923573222,19.645287668097566,30.337795522871048,38.348374887107525,10.943689663212297,22.166767161017717,18.07514276474339,19.007172923573222,19.645287668097566,30.337795522871048
AGI-USD,2023-09-02,6.85421447971747,9.15308917922647,33.55498406733308,38.13325301941945,58.813626950916614,82.21853388658371,97.23418799682253,6.85421447971747,9.15308917922647,33.55498406733308,38.13325301941945,58.813626950916614,82.21853388658371
AGI-USD,2023-10-04,2.3245343247227623,6.234895863826125,6.259956084632279,6.677427524522926,6.772006440830921,6.893386006646153,42.57135432399608,2.3245343247227623,6.234895863826125,6.259956084632279,6.677427524522926,6.772006440830921,6.893386006646153
AGI-USD,2023-11-12,66.81478653061114,66.43601391168347,60.48680129908014,65.4380531299501,56.28665236283372,63.11138250757898,80.92150396832895,66.81478653061114,66.43601391168347,60.48680129908014,65.4380531299501,56.28665236283372,63.11138250757898
AGI-USD,2023-11-21,75.91721613332888,76.31873632945792,70.03574529479859,54.979527660885765,60.702686677933436,61.71330942070146,66.87166707374443,75.91721613332888,76.31873632945792,70.03574529479859,54.979527660885765,60.702686677933436,61.71330942070146
AGI-USD,2023-12-06,45.0625740024936,47.392839641328365,57.44235486747559,50.373570307806396,51.51703706589763,47.11098575415964,65.95935569622668,45.0625740024936,47.392839641328365,57.44235486747559,50.373570307806396,51.51703706589763,47.11098575415964
AGI-USD,2023-12-11,47.11098575415964,65.95935569622668,67.31574870040177,60.05062766229411,62.0350101639855,63.711694386363035,72.95520153735592,47.11098575415964,65.95935569622668,67.31574870040177,60.05062766229411,62.0350101639855,63.711694386363035
AGI-USD,2023-12-19,72.10078957762536,72.77657206152412,74.15128398034506,74.07824069446453,80.94153796916177,75.67406035306479,78.4132058729632,72.10078957762536,72.77657206152412,74.15128398034506,74.07824069446453,80.94153796916177,75.67406035306479
AGI-USD,2024-02-13,73.18927109406748,85.40235153241909,80.15555630831159,78.40680305083677,82.81236004036836,91.16720897019493,94.21536539620296,73.18927109406748,85.40235153241909,80.15555630831159,78.40680305083677,82.81236004036836,91.16720897019493
AGI-USD,2024-02-17,82.81236004036836,91.16720897019493,94.21536539620296,95.746787998101,95.77523776237749,97.68665732351168,97.62846680084701,82.81236004036836,91.16720897019493,94.21536539620296,95.746787998101,95.77523776237749,97.68665732351168
AGI-USD,2024-02-21,95.77523776237749,97.68665732351168,97.62846680084701,98.7237733108867,98.91315111216454,98.9759038137583,99.17449305313481,95.77523776237749,97.68665732351168,97.62846680084701,98.7237733108867,98.91315111216454,98.9759038137583
AGI-USD,2024-02-27,99.17449305313481,99.39974281975022,97.17786337330338,75.93012327906145,81.70710149084351,74.46247310770676,75.01187441975044,99.17449305313481,99.39974281975022,97.17786337330338,75.93012327906145,81.70710149084351,74.46247310770676
AGI-USD,2024-03-04,75.01187441975044,69.45358235048806,68.18261101696585,60.74208079516815,60.798588647227575,61.59053094017425,65.68146707727337,75.01187441975044,69.45358235048806,68.18261101696585,60.74208079516815,60.798588647227575,61.59053094017425
AGI-USD,2024-03-08,60.798588647227575,61.59053094017425,65.68146707727337,70.60308996615055,77.5361470834177,69.52044335338732,70.33462169931107,60.798588647227575,61.59053094017425,65.68146707727337,70.60308996615055,77.5361470834177,69.52044335338732
AGI-USD,2024-06-18,20.908369143774166,21.425862128151508,10.231018029778326,9.444858384329294,19.658704377155672,30.779517449095195,36.43765387924836,20.908369143774166,21.425862128151508,10.231018029778326,9.444858384329294,19.658704377155672,30.779517449095195
AGI-USD,2024-09-21,54.278446045279956,64.52017568707538,70.49603342871677,71.09468374887007,64.24534753567326,73.7638147818234,82.02166649043433,54.278446045279956,64.52017568707538,70.49603342871677,71.09468374887007,64.24534753567326,73.7638147818234
AGI-USD,2025-03-16,19.343787278977118,26.901655076044904,25.758990422263594,16.837317803916463,33.748429178300086,37.3674400200416,59.98320683301488,19.343787278977118,26.901655076044904,25.758990422263594,16.837317803916463,33.748429178300086,37.3674400200416
AGIX-USD,2020-08-07,63.84531516992176,66.63561146796394,71.69604493174394,71.19346277770389,79.09363598714953,85.50486131338558,96.64441127608836,63.84531516992176,66.63561146796394,71.69604493174394,71.19346277770389,79.09363598714953,85.50486131338558
AGIX-USD,2020-08-19,87.43521122595418,83.11544408740426,75.26572897154101,75.20336709785329,79.07046568483102,78.80064033749677,81.31188042187472,87.43521122595418,83.11544408740426,75.26572897154101,75.20336709785329,79.07046568483102,78.80064033749677
AGIX-USD,2021-01-01,46.17940610510849,39.27841808425753,47.354794547818464,47.75851976751407,45.387055860238924,64.05488886572724,77.52920857031805,46.17940610510849,39.27841808425753,47.354794547818464,47.75851976751407,45.387055860238924,64.05488886572724
AGIX-USD,2021-01-21,58.323985309960285,54.520932806807124,46.849378688207786,41.57833410424644,47.21649583199142,47.31673086728238,55.64814606667093,58.323985309960285,54.520932806807124,46.849378688207786,41.57833410424644,47.21649583199142,47.31673086728238
AGIX-USD,2021-01-31,53.313542796710664,52.323505614350545,50.23070385845128,41.84994053060461,50.306749583696046,55.984970301163266,63.624289131338514,53.313542796710664,52.323505614350545,50.23070385845128,41.84994053060461,50.306749583696046,55.984970301163266
AGIX-USD,2021-02-06,63.624289131338514,64.77445587458459,66.30466369245343,59.18228702823313,57.96121433198127,68.11442742800001,72.97484091709069,63.624289131338514,64.77445587458459,66.30466369245343,59.18228702823313,57.96121433198127,68.11442742800001
AGIX-USD,2021-02-10,57.96121433198127,68.11442742800001,72.97484091709069,71.3810931834166,76.70220823030783,79.7094979065094,86.95635898334712,57.96121433198127,68.11442742800001,72.97484091709069,71.3810931834166,76.70220823030783,79.7094979065094
AGIX-USD,2021-02-23,65.30950782217316,65.77558367811534,57.814341977477866,51.266347316542834,56.318621125570495,50.666491087725625,50.874193937456,65.30950782217316,65.77558367811534,57.814341977477866,51.266347316542834,56.318621125570495,50.666491087725625
AGIX-USD,2021-03-24,69.69083614459066,64.54666451619357,61.50247579099038,53.24833726472446,56.23595042027808,60.522730932949614,64.95924973867906,69.69083614459066,64.54666451619357,61.50247579099038,53.24833726472446,56.23595042027808,60.522730932949614
AGIX-USD,2021-05-23,36.268078360539924,32.70190964379992,32.95538467201246,29.102504921201444,39.177603777093466,36.59443401882335,49.478773428166654,36.268078360539924,32.70190964379992,32.95538467201246,29.102504921201444,39.177603777093466,36.59443401882335
AGIX-USD,2021-05-28,36.59443401882335,49.478773428166654,46.28275670824873,30.525194954524224,42.833933074019825,44.46728934494478,49.97607768739967,36.59443401882335,49.478773428166654,46.28275670824873,30.525194954524224,42.833933074019825,44.46728934494478
AGIX-USD,2021-08-26,69.63330377014944,62.73934397505258,65.65749729561063,56.36993613395016,52.22140361738693,62.721591432548564,73.15479183846882,69.63330377014944,62.73934397505258,65.65749729561063,56.36993613395016,52.22140361738693,62.721591432548564
AGIX-USD,2021-08-30,52.22140361738693,62.721591432548564,73.15479183846882,69.47173995872278,74.58398920722489,79.41603139589965,80.26712279057367,52.22140361738693,62.721591432548564,73.15479183846882,69.47173995872278,74.58398920722489,79.41603139589965
AGIX-USD,2021-09-20,38.143919010018536,39.987171635346556,23.057771354203425,23.33503865506519,26.917060138903494,40.708122500655385,40.1561469449697,38.143919010018536,39.987171635346556,23.057771354203425,23.33503865506519,26.917060138903494,40.708122500655385
AGIX-USD,2022-03-21,39.702588261364035,41.39224813525949,47.023749753292044,52.889427401849716,65.60409849025137,75.15164523306665,84.15879147206431,39.702588261364035,41.39224813525949,47.023749753292044,52.889427401849716,65.60409849025137,75.15164523306665
AGIX-USD,2022-09-13,57.93175472486858,66.7597831952065,68.00762976518861,67.62747803538937,68.0728721412265,73.09309075190902,82.12234158701582,57.93175472486858,66.7597831952065,68.00762976518861,67.62747803538937,68.0728721412265,73.09309075190902
AGIX-USD,2022-10-10,41.8076588415636,42.11894763454703,37.67310791427637,33.72258272442026,25.35305539519392,59.24203286182556,82.99806224614566,41.8076588415636,42.11894763454703,37.67310791427637,33.72258272442026,25.35305539519392,59.24203286182556
AGIX-USD,2023-01-05,53.76169093531335,46.992565976813424,48.30370204373064,42.952573372873665,56.48850687613467,64.18236443575955,69.45500038813778,53.76169093531335,46.992565976813424,48.30370204373064,42.952573372873665,56.48850687613467,64.18236443575955
AGIX-USD,2023-01-09,56.48850687613467,64.18236443575955,69.45500038813778,72.36517860306236,85.38098610675824,81.91246219406084,85.6006420018338,56.48850687613467,64.18236443575955,69.45500038813778,72.36517860306236,85.38098610675824,81.91246219406084
AGIX-USD,2023-01-31,58.14451772863146,52.972502977966684,50.04696908412643,43.754926972632354,49.19350857141506,46.445938748263075,58.610818130767925,58.14451772863146,52.972502977966684,50.04696908412643,43.754926972632354,49.19350857141506,46.445938748263075
AGIX-USD,2023-02-04,49.19350857141506,46.445938748263075,58.610818130767925,71.25759723362454,86.91815658758553,81.84794040510003,90.40498959661335,49.19350857141506,46.445938748263075,58.610818130767925,71.25759723362454,86.91815658758553,81.84794040510003
AGIX-USD,2023-02-26,51.15935383316304,50.60664789457273,47.82594054827086,52.50941232593926,58.58976809273575,54.85538270014983,59.368396586830855,51.15935383316304,50.60664789457273,47.82594054827086,52.50941232593926,58.58976809273575,54.85538270014983
AGIX-USD,2023-03-11,45.71165764533208,42.255145344100235,37.194458232708364,38.960397380859156,45.95876708253199,43.95267103653936,49.21794861773816,45.71165764533208,42.255145344100235,37.194458232708364,38.960397380859156,45.95876708253199,43.95267103653936
AGIX-USD,2024-02-14,69.85514562593141,70.08856700381483,68.88771918257832,81.23118629683238,82.49058135476022,89.19143777189872,92.81904109718648,69.85514562593141,70.08856700381483,68.88771918257832,81.23118629683238,82.49058135476022,89.19143777189872
AGIX-USD,2024-02-18,82.49058135476022,89.19143777189872,92.81904109718648,90.80112325577836,92.84732488903637,94.26219032840048,95.77683391714368,82.49058135476022,89.19143777189872,92.81904109718648,90.80112325577836,92.84732488903637,94.26219032840048
AGIX-USD,2024-02-27,93.95278347020036,94.72974906164058,89.0086771897686,80.34418171464752,82.28866201172087,77.56274617631345,81.47947068131947,93.95278347020036,94.72974906164058,89.0086771897686,80.34418171464752,82.28866201172087,77.56274617631345
AGIX-USD,2024-03-04,81.47947068131947,80.57682992332988,78.15314159294768,72.20695013169734,65.25323242797579,70.75527945798581,73.39325587448191,81.47947068131947,80.57682992332988,78.15314159294768,72.20695013169734,65.25323242797579,70.75527945798581
AGIX-USD,2024-06-18,17.343274362494412,19.261927365275753,14.462870049284462,11.946296439043039,27.058501416368216,32.95454921552293,39.27991735102735,17.343274362494412,19.261927365275753,14.462870049284462,11.946296439043039,27.058501416368216,32.95454921552293
