symbol,breakout_date,peak_date,b_ema5_pct_-3,b_ema10_pct_-3,b_ema50_pct_-3,b_ema100_pct_-3,b_ema200_pct_-3,b_ema5_pct_-2,b_ema10_pct_-2,b_ema50_pct_-2,b_ema100_pct_-2,b_ema200_pct_-2,b_ema5_pct_-1,b_ema10_pct_-1,b_ema50_pct_-1,b_ema100_pct_-1,b_ema200_pct_-1,b_ema5_pct_+0,b_ema10_pct_+0,b_ema50_pct_+0,b_ema100_pct_+0,b_ema200_pct_+0,b_ema5_pct_+1,b_ema10_pct_+1,b_ema50_pct_+1,b_ema100_pct_+1,b_ema200_pct_+1,b_ema5_pct_+2,b_ema10_pct_+2,b_ema50_pct_+2,b_ema100_pct_+2,b_ema200_pct_+2,b_ema5_pct_+3,b_ema10_pct_+3,b_ema50_pct_+3,b_ema100_pct_+3,b_ema200_pct_+3,p_ema5_pct_-3,p_ema10_pct_-3,p_ema50_pct_-3,p_ema100_pct_-3,p_ema200_pct_-3,p_ema5_pct_-2,p_ema10_pct_-2,p_ema50_pct_-2,p_ema100_pct_-2,p_ema200_pct_-2,p_ema5_pct_-1,p_ema10_pct_-1,p_ema50_pct_-1,p_ema100_pct_-1,p_ema200_pct_-1,p_ema5_pct_+0,p_ema10_pct_+0,p_ema50_pct_+0,p_ema100_pct_+0,p_ema200_pct_+0,p_ema5_pct_+1,p_ema10_pct_+1,p_ema50_pct_+1,p_ema100_pct_+1,p_ema200_pct_+1,p_ema5_pct_+2,p_ema10_pct_+2,p_ema50_pct_+2,p_ema100_pct_+2,p_ema200_pct_+2
1INCH-USD,2021-10-24,2021-10-27,-0.06872861118212346,-0.1298387854975292,-0.2429109672855026,-0.25422962076064737,-0.2330546286280487,-0.028006258756618642,-0.08580508531307718,-0.21251514432117885,-0.22822208307895656,-0.20895010271846598,-0.01942676459891347,-0.07107672085189626,-0.20506383931861943,-0.2245853302505432,-0.20778462151941024,0.023264195355506615,-0.01604866413720468,-0.15471023952543675,-0.17803131848840614,-0.1622656442778016,-0.024036968855123866,-0.05980034209003121,-0.19572380545137888,-0.2212127210402064,-0.20873213221417716,-0.0007483518520053366,-0.03086638536273101,-0.16990544903230317,-0.19890935917391697,-0.1882620312717191,-0.20270964195389723,-0.26594212100448245,-0.4053309419081796,-0.4333210694523481,-0.43033465584319586,0.023264195355506615,-0.01604866413720468,-0.15471023952543675,-0.17803131848840614,-0.1622656442778016,-0.024036968855123866,-0.05980034209003121,-0.19572380545137888,-0.2212127210402064,-0.20873213221417716,-0.0007483518520053366,-0.03086638536273101,-0.16990544903230317,-0.19890935917391697,-0.1882620312717191,-0.20270964195389723,-0.26594212100448245,-0.4053309419081796,-0.4333210694523481,-0.43033465584319586,-0.08086784305750386,-0.1562650684055402,-0.33109766073451496,-0.36802507953962754,-0.36846541620574963,-0.0406656481462758,-0.11293003608961419,-0.30422047912494465,-0.34734624423908644,-0.3512827161817467
ACH-USD,2021-08-19,2021-08-23,0.09649651868212229,0.07250230379935879,-0.489654670294229,-0.6825537063078669,-0.7802219630198995,0.14576340329039383,0.1570728756707459,-0.4158300687415761,-0.6343748613919785,-0.7482191251746827,-0.009996591790975506,-0.0043136264799780435,-0.4782717333255908,-0.6720968075765704,-0.7757491964597233,0.005463646557598968,0.011440525037331064,-0.45030479418649466,-0.6528818068836473,-0.763950523575153,-0.07407281781409834,-0.08658433969632849,-0.49387785828721154,-0.6794012122861097,-0.7834441526806105,-0.13000927733534692,-0.168456461179346,-0.538025393499363,-0.7069939053342321,-0.8036529424626404,-0.14277183634277268,-0.20363415977989147,-0.559857817435827,-0.7207733782445168,-0.8144587857401497,-0.07407281781409834,-0.08658433969632849,-0.49387785828721154,-0.6794012122861097,-0.7834441526806105,-0.13000927733534692,-0.168456461179346,-0.538025393499363,-0.7069939053342321,-0.8036529424626404,-0.14277183634277268,-0.20363415977989147,-0.559857817435827,-0.7207733782445168,-0.8144587857401497,-0.1753811088824679,-0.25804867254952957,-0.5972480645059487,-0.7449101876761576,-0.8321337133897261,0.014546425902286754,-0.06595951495589938,-0.4812888469284613,-0.6703648567931481,-0.7841093910483832,-0.026325555285704596,-0.09466897589357581,-0.4889579441106336,-0.6742990272098428,-0.7876912335165124
ACH-USD,2021-10-31,2021-11-08,-0.0342614700697973,-0.009711029852888766,0.09377446877342793,0.00860186626180703,-0.22463053461960292,-0.07184421579430296,-0.06961457526809493,0.010111744900172814,-0.06681561615910445,-0.2808235597584817,0.016325364209131756,0.022049262624822045,0.11044227744904914,0.029443735796955955,-0.20412948002255527,-0.11541897108001363,-0.13784036198868685,-0.09276942643581419,-0.15923854818219105,-0.3489808360035987,-0.10876533869831233,-0.15083968550053256,-0.13616288825269152,-0.2005516781159789,-0.38028568834444926,-0.07227478326959612,-0.12313897710205644,-0.13049428381013045,-0.1962698386554596,-0.37625862444998,-0.20652032348213162,-0.2844188216774253,-0.3392484146027654,-0.3940707066039197,-0.530609072015416,0.01993606226998535,-0.06145231771573529,-0.17158940081697152,-0.245958646348937,-0.4160773222489869,-0.03712833046009702,-0.10721937554593085,-0.22387839584520777,-0.2958933894990485,-0.45480446084770754,0.014261859125802594,-0.04332945963920268,-0.16977780845197207,-0.24808754420046863,-0.4174730247157211,-0.10919668238706702,-0.1728621849913308,-0.30315237800026057,-0.37256165981184836,-0.5145659635400199,-0.03765620385381265,-0.10138675866920895,-0.25164587154572227,-0.3287913865554476,-0.4810066623587383,0.00296867291768786,-0.05078143560314049,-0.21031586874287506,-0.2934922203110394,-0.45373693533343884
ACH-USD,2022-01-07,2022-01-10,0.012400220441811624,0.00891582736787204,0.08768262955619836,0.09455006803339285,-0.049287256236305366,-0.046375866808542096,-0.05953589712279732,-0.00036150690386535804,0.00581765923083021,-0.12500076367635632,0.027105136862900118,0.02151540827046173,0.08730802434224251,0.09568176682284558,-0.04469379675520199,0.05604218769853918,0.06395201541548981,0.14181630140536972,0.15334495264851725,0.008200320732567722,0.02842455209271703,0.0412742035655786,0.12232910384627373,0.13595781298905907,-0.004551987361742926,-0.0316729133054376,-0.029134206770161878,0.037914202902996165,0.05105278285405362,-0.07727445269609035,-0.15602050424566136,-0.18983665674203884,-0.17196668102228993,-0.16525433552878957,-0.26741504606921124,0.05604218769853918,0.06395201541548981,0.14181630140536972,0.15334495264851725,0.008200320732567722,0.02842455209271703,0.0412742035655786,0.12232910384627373,0.13595781298905907,-0.004551987361742926,-0.0316729133054376,-0.029134206770161878,0.037914202902996165,0.05105278285405362,-0.07727445269609035,-0.15602050424566136,-0.18983665674203884,-0.17196668102228993,-0.16525433552878957,-0.26741504606921124,0.04086589301916724,0.015361562604093432,0.03962910915432735,0.048703447482324906,-0.07799521568595476,0.07581096787073256,0.07071305286134914,0.10798553227105895,0.1196846869157882,-0.013329818404679448
ACH-USD,2022-02-06,2022-02-09,0.035913893328056626,0.08258015758564502,0.4697082548674733,0.6461358613467886,0.5755614277263403,-0.051937467767276424,-0.029755105077817545,0.29613812916236637,0.45605495237887794,0.3984435934718302,-0.03285701986984804,-0.02212455125632316,0.2880082709592999,0.45101641339287324,0.3983518098498799,-0.009691185736399327,-0.002946279847266888,0.3001553107325584,0.46902719796347386,0.42061301821065217,-0.05190933551999318,-0.05856824980754928,0.2023917841242043,0.360614289652158,0.3196059570115738,-0.11707642914441194,-0.1484220385935541,0.043721148067996894,0.1794581609630507,0.14595902057931137,-0.1685735632230088,-0.22858800951925515,-0.11221159784635816,-0.0018912989196166353,-0.029975586543755157,-0.009691185736399327,-0.002946279847266888,0.3001553107325584,0.46902719796347386,0.42061301821065217,-0.05190933551999318,-0.05856824980754928,0.2023917841242043,0.360614289652158,0.3196059570115738,-0.11707642914441194,-0.1484220385935541,0.043721148067996894,0.1794581609630507,0.14595902057931137,-0.1685735632230088,-0.22858800951925515,-0.11221159784635816,-0.0018912989196166353,-0.029975586543755157,-0.028702268059760696,-0.09174126154314347,0.020961921060036536,0.1458464333204088,0.11530977094478408,0.020822273401238715,-0.02920542394683683,0.08066958159104909,0.21226477657263365,0.18229981275842672
ACH-USD,2022-07-16,2022-07-19,0.01050635462026676,0.02147193649408018,0.22228614814901676,0.7328791765393766,1.539049363717524,-0.0012589348341486392,0.007316735754445553,0.19916455858117654,0.6975323142770358,1.492901634325095,-0.011268282569728017,-0.006922698363804325,0.17330799882900322,0.65765750243789,1.4393885806654034,-0.029750752045692743,-0.03307676338446038,0.12847888006160346,0.5898159549433957,1.3435850844933166,-0.006033741791734017,-0.01018438694043418,0.1465722854273493,0.6113832904523591,1.3797186432282265,-0.033438225683012815,-0.04428305226384199,0.0919223540797493,0.5291615286852546,1.2614020902106309,-0.21651187880933534,-0.27191775740714713,-0.22789029375410608,0.06690810821495445,0.5740279533536871,-0.029750752045692743,-0.03307676338446038,0.12847888006160346,0.5898159549433957,1.3435850844933166,-0.006033741791734017,-0.01018438694043418,0.1465722854273493,0.6113832904523591,1.3797186432282265,-0.033438225683012815,-0.04428305226384199,0.0919223540797493,0.5291615286852546,1.2614020902106309,-0.21651187880933534,-0.27191775740714713,-0.22789029375410608,0.06690810821495445,0.5740279533536871,-0.10474779332374155,-0.1773224678540687,-0.1627209436005069,0.1448557995081087,0.6864439327987236,-0.02830815998730098,-0.09825231784149409,-0.1003719529460376,0.2200613868663017,0.7957774563480198
ACH-USD,2023-01-27,2023-02-05,0.027325181563745627,0.007033209603185336,-0.10402325182807046,-0.05119391589956139,0.2568088970558755,-0.030463070867899438,-0.0528089514547965,-0.16113036145319326,-0.11628359283540744,0.16581151464093552,0.006263658347199019,-0.011347406877541726,-0.12167723814980266,-0.07836996375702053,0.21161234523356737,-0.0014758586471924767,-0.016098942811944076,-0.12401498751223475,-0.08442876747758017,0.199400873671077,4.2845139233589373e-05,-0.011930212751528228,-0.11785351816230973,-0.08137269508413508,0.19924833699710734,-0.03110927440946707,-0.04751817607751879,-0.15281654410838014,-0.12181602904308707,0.14181248530738644,-0.15577531877576897,-0.20179757351066682,-0.31698815935192376,-0.2993591614453066,-0.09592768174295567,-0.04353929990991814,-0.10131402919268627,-0.26381600219035534,-0.2623485439880432,-0.06652257994940182,-0.09482632069134155,-0.15877002657377368,-0.32646023173739475,-0.3317667539051362,-0.16123063588417264,-0.11206723990009493,-0.18561949460606497,-0.3660432771134259,-0.3782199665510976,-0.22684979475327885,-0.1370646532806858,-0.22205590553641058,-0.4158472808501873,-0.4349282762972141,-0.3052214470908457,-0.05644593888567383,-0.1430350879422411,-0.3654618606542707,-0.3926851932238844,-0.26041858129765527,-0.056736173527831286,-0.13832464885174264,-0.3696468937479176,-0.40298979938547014,-0.2800669516024936
ACH-USD,2023-02-14,2023-02-22,0.015119605437035279,0.0033221097016849542,-0.22040043584567579,-0.27481730498729146,-0.147047002604243,0.018048544386697108,0.01238432994506218,-0.20293735700902799,-0.2610053170563402,-0.13564011444235255,0.016030067797186794,0.015011610244725573,-0.19046824706058993,-0.25157022904736615,-0.1292498280368949,0.0013205846868940883,0.0007989563739063768,-0.1937537585874002,-0.256732649322076,-0.13988428383950377,-0.07189780617638035,-0.08861847375875756,-0.2706081687239019,-0.3310776850319904,-0.23133200948624794,-0.11555030977205144,-0.15399721137224998,-0.33658173312106826,-0.3961772860596732,-0.3121982286620979,-0.14439477136383377,-0.20507464144563864,-0.39620090656380846,-0.45594849248701913,-0.386886199528622,-0.21320571758416162,-0.3068461535556414,-0.5149482741637256,-0.5741783687952579,-0.532714624017166,-0.29149525370333185,-0.41254322807969973,-0.6274548061027998,-0.6816588348586381,-0.6591480413080658,-0.18306849883379075,-0.32607556831362183,-0.5943146658250749,-0.6607208972343442,-0.6445434638475376,-0.1744383957834607,-0.3198332726841365,-0.608504805387129,-0.6796297706890901,-0.671984889404966,-0.11577137326802349,-0.2611550804790962,-0.584285879527887,-0.6658745516979837,-0.664991118394806,0.02999832235623157,-0.10376151344935008,-0.4887524087550651,-0.5931418016424475,-0.5980696564303246
ACH-USD,2023-03-10,2023-03-19,0.042241625932065055,0.07891541629838048,-0.1885848715602869,-0.3677932522570775,-0.43006951767546286,0.1572020251424569,0.2285081624686127,-0.036405786325829,-0.24542400061882078,-0.3209979434234016,0.09307766244630467,0.17168647127421952,-0.04904721115207146,-0.25180403686682196,-0.3280197820205066,0.06397671836868504,0.14300307423686978,-0.04471031465772476,-0.24488056065665423,-0.32299849918092083,0.0598396374554597,0.13966430107544578,-0.02071578515078252,-0.2220954082850136,-0.3035424322407593,-0.046825793796113103,-0.00017282052480993684,-0.13538145275412217,-0.3112821992113137,-0.385150575647939,-0.12675284271365894,-0.12312839320902368,-0.25496445012638014,-0.40661200504284856,-0.47283701029963704,-0.03615244979903698,-0.06897958265296059,-0.23277473893559913,-0.38898936023719627,-0.46470218447604045,-0.12092521634442349,-0.17121965624836902,-0.33472043220243664,-0.4715323291860969,-0.539935936902194,-0.034449716442953075,-0.08667085610921374,-0.27124082557904705,-0.4213884728429174,-0.49868171537330663,-0.07718511348645225,-0.13385474349327148,-0.31957987280171224,-0.4608153137962422,-0.5355254096117386,0.017397099367288255,-0.030204330721129966,-0.23388156682623357,-0.3925400585786058,-0.47873039474354706,-0.015618814954790701,-0.056552350295053136,-0.254246370308643,-0.4086599827872978,-0.4946758803246174
ACH-USD,2024-03-11,2024-03-14,-0.05271355266017508,-0.09816805034911674,-0.2696654576700717,-0.33130824408272314,-0.3682483256089985,-0.045887393370316366,-0.09287362264075968,-0.27102926350144263,-0.3358997975629292,-0.375226102605558,-0.034128304113252114,-0.08011426280609432,-0.26429494241616447,-0.3328677309783174,-0.37493181533485154,-0.05109087672759049,-0.09867144424452118,-0.28503907235330395,-0.3550553844596978,-0.3984366759134291,-0.10997840882666249,-0.16923119684795462,-0.3562973907258296,-0.4238904879672045,-0.46594624248237226,-0.07153796894737689,-0.13642166649855936,-0.34046859959737447,-0.4138016303806709,-0.4597229159532198,-0.16322508345638093,-0.2434996027452254,-0.4453924283456915,-0.5128562247142968,-0.5549891440962653,-0.05109087672759049,-0.09867144424452118,-0.28503907235330395,-0.3550553844596978,-0.3984366759134291,-0.10997840882666249,-0.16923119684795462,-0.3562973907258296,-0.4238904879672045,-0.46594624248237226,-0.07153796894737689,-0.13642166649855936,-0.34046859959737447,-0.4138016303806709,-0.4597229159532198,-0.16322508345638093,-0.2434996027452254,-0.4453924283456915,-0.5128562247142968,-0.5549891440962653,-0.08483592084511228,-0.17261937336782712,-0.4050195975573844,-0.4821740436953737,-0.530527127929812,0.054338029892759064,-0.01818997453023494,-0.2852320519423802,-0.3803682391522407,-0.44076453739249255
