symbol,breakout_date,peak_date,b_bbw_-3,b_bbw_-2,b_bbw_-1,b_bbw_+0,b_bbw_+1,b_bbw_+2,b_bbw_+3,p_bbw_-3,p_bbw_-2,p_bbw_-1,p_bbw_+0,p_bbw_+1,p_bbw_+2
KDA-USD,2021-08-17,2021-08-20,0.5547805568659548,0.5787463308485584,0.6132858866968084,0.6878108352441545,0.7187662910477535,0.6995300112621584,0.680295792311283,0.6878108352441545,0.7187662910477535,0.6995300112621584,0.680295792311283,0.7904295714409667,0.8034584145295505
KDA-USD,2021-09-16,2021-09-18,0.7927802779898199,0.8043894873334554,0.8937122022034054,0.9657703475118543,0.9365367133514433,0.8364377528524585,0.8901898342868831,0.8937122022034054,0.9657703475118543,0.9365367133514433,0.8364377528524585,0.8901898342868831,1.030569337951048
KDA-USD,2021-10-15,2021-10-24,0.380499338889276,0.41241360263498444,0.4534801514555867,0.4879314251061822,0.49690388680092706,0.47358050970205445,0.43853824060908586,0.5935417094835026,0.6370743886728694,0.6492921007346149,0.7258611817491528,0.9197460703473085,0.9681472988391793
KDA-USD,2021-12-23,2021-12-26,0.8075873788307902,0.589077103051676,0.4178448898775204,0.2758093383689144,0.2629375543904708,0.281648077791112,0.3471145710366892,0.2758093383689144,0.2629375543904708,0.281648077791112,0.3471145710366892,0.4151269805452431,0.48121062079874916
KDA-USD,2022-02-05,2022-02-09,0.9909838506836924,0.9139951468652432,0.6910280204285001,0.5520895451762466,0.4265832570506469,0.3474772155120432,0.3970829139196619,0.4265832570506469,0.3474772155120432,0.3970829139196619,0.48568348842841297,0.6033972127950219,0.6647364255401267
KDA-USD,2022-05-11,2022-05-15,0.8973331105840091,1.1449212379188187,1.276749676275304,2.0647827822157026,2.427607383325184,1.9271138878913074,1.2957564125382877,2.427607383325184,1.9271138878913074,1.2957564125382877,1.0853460063624614,1.1763012175183296,1.0851702661455283
KDA-USD,2023-12-21,2023-12-27,0.30827035629570315,0.29380127543919643,0.26193631639011766,0.23544242864316073,0.22964279469603022,0.21944604138533802,0.3766738964318831,0.3766738964318831,0.5167934028615881,0.6474178837592455,0.6856308064006775,0.8448125925353943,0.8359157356833987
KDA-USD,2024-09-15,2024-09-18,0.17596827423105066,0.1730472966248613,0.13577730832325285,0.12932160812527208,0.13343054353811082,0.12938136020620508,0.22653622698958908,0.12932160812527208,0.13343054353811082,0.12938136020620508,0.22653622698958908,0.2866329484704151,0.3221199299264575
KDA-USD,2024-11-24,2024-12-03,0.41748319700664716,0.40719022362572477,0.4050529280001222,0.42063436549139016,0.447333260241311,0.4907185329972627,0.5226771552088029,0.7236474689582776,0.7639338213678079,0.7776401316218515,0.6681260073798865,0.7670117590012251,0.7895868375831278
KDA-USD,2025-01-14,2025-01-17,0.3991130753257318,0.449753643430836,0.4836299823195255,0.4497617837217931,0.4205900485689015,0.40373266997025153,0.34635623852395275,0.4497617837217931,0.4205900485689015,0.40373266997025153,0.34635623852395275,0.3816837916834222,0.4477608751927398
KOGE-USD,2025-02-06,2025-02-15,0.26099632469344647,0.31812777665145187,0.37458242260096225,0.408312204026568,0.43433818274254044,0.42733004669242025,0.3468804039248008,0.37874154649135144,0.40667883105559455,0.42481088776758824,0.45628010666239094,0.4928519131689292,0.5230867835643783
KSM-USD,2020-07-20,2020-07-23,0.4005300287701096,0.35268905473169787,0.31046463099236465,0.3123951915460984,0.3386904514232517,0.32441263856275526,0.40605885779355166,0.3123951915460984,0.3386904514232517,0.32441263856275526,0.40605885779355166,0.5149445263835826,0.579530587653786
KSM-USD,2020-08-19,2020-08-25,0.45610574755986266,0.4655429045964517,0.45914166282966834,0.46813872892015534,0.3896414430155754,0.3864852829971229,0.3882017710349667,0.3882017710349667,0.44261395919080476,0.47054462330920144,0.5996124619468962,0.8127080351611108,1.0036980530954405
KSM-USD,2021-01-11,2021-01-18,0.537703559803106,0.5359223268067779,0.5086072445245864,0.5483965039232643,0.5169255802286769,0.4198781239673779,0.3945537812147871,0.3913219489770654,0.3894971550348803,0.4532664455561999,0.4967934750333901,0.5593821132087936,0.5805397221747024
KSM-USD,2021-02-14,2021-02-22,0.3647827779227216,0.40849910583083404,0.4569937105735839,0.5023461529078412,0.5151462297352924,0.5657989581711502,0.6254159286384028,0.7782135196539032,0.8033216223058464,0.8120244222850316,0.7270456884153049,0.8431340161740758,0.828056376777987
KSM-USD,2021-03-08,2021-03-17,0.3906027292141175,0.28281583442629527,0.23233946292737812,0.2102261465095469,0.24397918358971887,0.30123706119655774,0.3625104819460004,0.48723849505659206,0.49480172737222444,0.507491881930723,0.5000535556102568,0.5075369114353244,0.5296939753098603
KSM-USD,2021-04-24,2021-05-03,0.36484680714952306,0.41822723562162806,0.4963770774407121,0.6439071265243259,0.6558039361249491,0.5222966989516241,0.5187714300762112,0.4647488965383463,0.44336629010181716,0.4475795322915863,0.43549915624569374,0.45177774650367203,0.37811585905437595
KSM-USD,2021-05-11,2021-05-14,0.36143921363701037,0.36594750155568495,0.40250510126836886,0.374735701288211,0.3654383698027949,0.3492711768234957,0.3653654007836305,0.374735701288211,0.3654383698027949,0.3492711768234957,0.3653654007836305,0.3947019424136396,0.42171874078695637
KSM-USD,2021-05-23,2021-06-01,0.7303054392820749,0.897063165332494,1.0407179973372136,1.3920540056023933,1.072213831539694,1.208519451972601,1.1561193440164252,1.4743897099875396,1.4399888775024363,1.2054692216000542,1.2134524080910158,0.9697677035270513,0.8625672907950598
KSM-USD,2021-08-29,2021-09-03,0.5253254250934,0.4574168849167503,0.40729062567640284,0.3581577876134482,0.3167482069595594,0.3097918941242685,0.3487617047099529,0.3097918941242685,0.3487617047099529,0.38210968453901095,0.41087093137941355,0.4331316453663162,0.45060222381019127
KSM-USD,2023-12-20,2023-12-25,0.32020910046926304,0.30095753472216974,0.27993510916967496,0.26142143994928474,0.2521330686494985,0.26781758014793616,0.3141865977265307,0.26781758014793616,0.3141865977265307,0.42978945117136286,0.5432932963663551,0.658258985079214,0.7431380456422035
KSM-USD,2025-05-07,2025-05-12,0.3764513543197957,0.35290829408444196,0.31779521481378353,0.2757603936148964,0.22077530639001017,0.2250522003580043,0.26153817190037115,0.2250522003580043,0.26153817190037115,0.2904407312453021,0.34140824585077273,0.4091702439438559,0.46540054015403215
KUB-USD,2022-08-31,2022-09-03,1.0038785767349463,1.1031066780786334,1.3793744912311354,1.4533880897965727,1.561525423665911,1.1596204236504717,1.0622149438688346,1.4533880897965727,1.561525423665911,1.1596204236504717,1.0622149438688346,1.0258916182238036,1.0239723873762767
KUB-USD,2022-11-03,2022-11-06,0.0720406965034037,0.0677525955568239,0.16417476566541436,0.1934455108147499,0.20381450342847326,0.21710327617241823,0.3263270500159751,0.1934455108147499,0.20381450342847326,0.21710327617241823,0.3263270500159751,0.41737624541954754,0.5009035320946629
KUB-USD,2023-12-09,2023-12-12,0.20882006792588442,0.23600431456022106,0.2839191787962212,0.3337515000448086,0.3840391581113857,0.4207002202366865,0.45695012341197,0.3337515000448086,0.3840391581113857,0.4207002202366865,0.45695012341197,0.5617186279770775,0.6233279739970355
KUB-USD,2024-10-04,2024-10-07,0.12040430719279328,0.09593088863189919,0.13782309931900133,0.14395272170875087,0.13603535016010726,0.16481701101396412,0.2555758842840074,0.14395272170875087,0.13603535016010726,0.16481701101396412,0.2555758842840074,0.3136662750116779,0.34695228256756827
LAYER-USD,2021-03-11,2021-03-20,0.6577202347209795,0.6467863491996135,0.6928227001146623,0.6792325748165781,0.7160893764299,0.4995271199301306,0.512497640095127,0.6683011649607709,0.6424451175108833,0.6311536531915817,0.6741524312229635,0.7930479996270754,0.6765745028152983
LAYER-USD,2021-04-07,2021-04-15,0.5148740127115939,0.49513381594965317,0.45241906274480553,0.5060106670074126,0.40280291748304775,0.3581486256169293,0.3011478640457009,0.6236548119470291,0.698634414637315,0.7953667153118175,0.8319956667074185,0.9999893259392486,0.9973921915118701
