symbol,breakout_date,b_vs_-3,b_vs_-2,b_vs_-1,b_vs_+0,b_vs_+1,b_vs_+2,b_vs_+3,p_vs_-3,p_vs_-2,p_vs_-1,p_vs_+0,p_vs_+1,p_vs_+2
ACT-USD,2021-04-02,0.9925396638756153,1.4132467205413919,1.4429433470898687,0.7306521787749863,0.6836902730416353,1.1605779621761976,1.6017425543738615,0.9925396638756153,1.4132467205413919,1.4429433470898687,0.7306521787749863,0.6836902730416353,1.1605779621761976
ACT-USD,2021-05-23,0.9524159900029489,0.852795526506097,0.8078047614199886,0.7954545435317038,1.6713043256044298,0.8064211089441709,0.7672432732989893,0.9524159900029489,0.852795526506097,0.8078047614199886,0.7954545435317038,1.6713043256044298,0.8064211089441709
ACT-USD,2021-08-05,0.7373766653732576,0.8551331285583623,1.5082036001514152,1.126555811258348,1.3921997141487115,0.8587160591122888,1.7384365482350606,0.7373766653732576,0.8551331285583623,1.5082036001514152,1.126555811258348,1.3921997141487115,0.8587160591122888
ACT-USD,2022-01-04,0.7156365779791618,1.0592738405554865,1.0996717078141647,1.675911402264684,1.0698408835340187,0.6448766671801707,0.8272377470991743,0.7156365779791618,1.0592738405554865,1.0996717078141647,1.675911402264684,1.0698408835340187,0.6448766671801707
ACT-USD,2022-01-13,0.9677630376074167,0.8401411580185597,0.7444139827553858,1.3714980604903373,0.5452176669097942,1.6798015015380996,2.4767774889056513,0.9677630376074167,0.8401411580185597,0.7444139827553858,1.3714980604903373,0.5452176669097942,1.6798015015380996
ACT-USD,2022-01-23,0.8937161165351309,1.652399079563339,1.0063740595350137,0.49063619808825787,1.0761422787234969,0.9428323868586055,0.5480665732072247,0.8937161165351309,1.652399079563339,1.0063740595350137,0.49063619808825787,1.0761422787234969,0.9428323868586055
ACT-USD,2022-02-08,0.8092605300080555,0.9720625692564366,0.5695086853418714,1.3465903405921693,0.8278404174598314,1.160277667604437,2.4260695884602375,0.8092605300080555,0.9720625692564366,0.5695086853418714,1.3465903405921693,0.8278404174598314,1.160277667604437
ACT-USD,2022-02-13,1.160277667604437,2.4260695884602375,0.7136693018759382,0.24563566202837986,0.6913817256630719,0.8410951200773662,1.9755543868924437,1.160277667604437,2.4260695884602375,0.7136693018759382,0.24563566202837986,0.6913817256630719,0.8410951200773662
ACT-USD,2022-02-17,0.6913817256630719,0.8410951200773662,1.9755543868924437,1.2362413638463587,0.6371605269651879,2.0801219963920623,0.6380210196792564,0.6913817256630719,0.8410951200773662,1.9755543868924437,1.2362413638463587,0.6371605269651879,2.0801219963920623
ACT-USD,2022-03-08,0.8113285923461719,0.7237664131592799,1.4555362260016216,1.295423113587017,0.7606101524343217,0.6828923904903125,1.7361551875878225,0.8113285923461719,0.7237664131592799,1.4555362260016216,1.295423113587017,0.7606101524343217,0.6828923904903125
ACT-USD,2024-03-10,0.9979613550581693,1.298949804530163,0.9266741463447904,0.9362841595248984,1.0199921407987806,1.0119704384649932,1.213749165944855,0.9979613550581693,1.298949804530163,0.9266741463447904,0.9362841595248984,1.0199921407987806,1.0119704384649932
ACT-USD,2024-07-10,0.548268238761975,0.6427843803056027,0.10778443113772454,0.9626639757820384,0.9699248120300752,0.2828096118299445,0.922360248447205,0.548268238761975,0.6427843803056027,0.10778443113772454,0.9626639757820384,0.9699248120300752,0.2828096118299445
ACT-USD,2024-07-14,0.9699248120300752,0.2828096118299445,0.922360248447205,1.8431876606683806,1.3322368421052633,1.5715622076707203,0.25468577728776187,0.9699248120300752,0.2828096118299445,0.922360248447205,1.8431876606683806,1.3322368421052633,1.5715622076707203
ACT-USD,2024-07-18,1.3322368421052633,1.5715622076707203,0.25468577728776187,0.5310077519379846,0.5019455252918288,0.0,0.3673469387755102,1.3322368421052633,1.5715622076707203,0.25468577728776187,0.5310077519379846,0.5019455252918288,0.0
ACT-USD,2024-08-02,0.002244389027431421,0.0,1.2,0.0,0.0,3.0,1.125,0.002244389027431421,0.0,1.2,0.0,0.0,3.0
ACT-USD,2024-11-08,0.0,2.6666666666666665,1.4,0.0,0.8999999999999999,2.5,2.9713983050847457,0.0,2.6666666666666665,1.4,0.0,0.8999999999999999,2.5
ACT-USD,2024-11-15,1.2811550151975684,0.12803273896521486,0.1171003717472119,0.7282608695652174,1.2352941176470587,0.33707865168539325,1.3010204081632655,1.2811550151975684,0.12803273896521486,0.1171003717472119,0.7282608695652174,1.2352941176470587,0.33707865168539325
ACT-USD,2024-11-25,0.6164383561643836,0.8219178082191781,0.5862068965517241,1.6320000000000001,1.375796178343949,2.1063829787234045,0.1623529411764706,0.6164383561643836,0.8219178082191781,0.5862068965517241,1.6320000000000001,1.375796178343949,2.1063829787234045
ACT-USD,2024-12-05,1.7029816513761467,0.8967828418230563,0.5212888377445339,0.17380352644836272,1.2885245901639344,2.0414937759336103,0.10714285714285715,1.7029816513761467,0.8967828418230563,0.5212888377445339,0.17380352644836272,1.2885245901639344,2.0414937759336103
ACT-USD,2025-01-02,2.7789473684210524,0.5575221238938054,0.20512820512820512,0.5142857142857143,2.8864864864864868,0.0,1.282958199356913,2.7789473684210524,0.5575221238938054,0.20512820512820512,0.5142857142857143,2.8864864864864868,0.0
ACT-USD,2025-02-07,0.4714285714285715,2.1538461538461537,0.0,1.090909090909091,0.0,0.09090909090909091,0.0,0.4714285714285715,2.1538461538461537,0.0,1.090909090909091,0.0,0.09090909090909091
ACT-USD,2025-02-13,0.0,0.0,3.0,0.6923076923076924,0.21428571428571427,2.6,0.0,0.0,0.0,3.0,0.6923076923076924,0.21428571428571427,2.6
ACT-USD,2025-03-11,0.0,,3.0,2.869565217391304,0.0,0.0,3.0,0.0,,3.0,2.869565217391304,0.0,0.0
ACT-USD,2025-03-26,,,,,,,,,,,,,
ACT-USD,2025-04-23,0.7894736842105263,0.0,0.0,,,3.0,0.0,0.7894736842105263,0.0,0.0,,,3.0
ACT-USD,2025-05-01,,,3.0,0.0,0.0,,3.0,,,3.0,0.0,0.0,
AGI-USD,2023-05-15,0.935823738398213,1.6570755670766588,0.6943081141945553,0.6817087447264374,1.04271497941103,1.1317923565121952,1.257879680359438,0.935823738398213,1.6570755670766588,0.6943081141945553,0.6817087447264374,1.04271497941103,1.1317923565121952
AGI-USD,2023-09-02,1.135220873209513,0.8851416821802424,1.2153676849249018,1.020173289421372,0.8577515474154518,1.2197881534221429,2.9048140972478875,1.135220873209513,0.8851416821802424,1.2153676849249018,1.020173289421372,0.8577515474154518,1.2197881534221429
AGI-USD,2023-10-04,0.6872100111014156,0.9817166905755577,1.2259572518921338,1.2267198335441545,1.0821235876928674,0.656676406456165,2.4193440964283877,0.6872100111014156,0.9817166905755577,1.2259572518921338,1.2267198335441545,1.0821235876928674,0.656676406456165
AGI-USD,2023-11-12,0.3234793881480772,0.30576866876478725,0.8395799644703579,0.9283267148633944,1.0543419536243364,1.2901849782859707,2.9813888093447454,0.3234793881480772,0.30576866876478725,0.8395799644703579,0.9283267148633944,1.0543419536243364,1.2901849782859707
AGI-USD,2023-11-21,0.4511000996521106,0.8639992208581907,0.5538935996470221,0.6240718775743234,0.8090431999906779,0.31868508514658794,0.6046682215549679,0.4511000996521106,0.8639992208581907,0.5538935996470221,0.6240718775743234,0.8090431999906779,0.31868508514658794
AGI-USD,2023-12-06,0.8277290169628954,1.1589160372080352,1.0271714698340897,0.8986369235726555,0.8268162476242695,1.0609583208383448,2.058530308798297,0.8277290169628954,1.1589160372080352,1.0271714698340897,0.8986369235726555,0.8268162476242695,1.0609583208383448
AGI-USD,2023-12-11,1.0609583208383448,2.058530308798297,1.0898273428600285,0.6975608045362838,0.8075235921262631,0.7616746589532771,1.5173977240761123,1.0609583208383448,2.058530308798297,1.0898273428600285,0.6975608045362838,0.8075235921262631,0.7616746589532771
AGI-USD,2023-12-19,1.3246873804780277,0.5033719858534844,0.5079083385481152,0.9842870954617158,1.9463046729563866,0.5865502339563197,0.8243062758426006,1.3246873804780277,0.5033719858534844,0.5079083385481152,0.9842870954617158,1.9463046729563866,0.5865502339563197
AGI-USD,2024-02-13,0.7846443048858619,0.6135614161075921,0.9782606778900329,0.9115341133966679,1.0051141562474788,2.1266882166149106,1.9806339521260188,0.7846443048858619,0.6135614161075921,0.9782606778900329,0.9115341133966679,1.0051141562474788,2.1266882166149106
AGI-USD,2024-02-17,1.0051141562474788,2.1266882166149106,1.9806339521260188,1.545449937260985,0.7459497934811302,1.3856318511175296,1.4205168922229912,1.0051141562474788,2.1266882166149106,1.9806339521260188,1.545449937260985,0.7459497934811302,1.3856318511175296
AGI-USD,2024-02-21,0.7459497934811302,1.3856318511175296,1.4205168922229912,0.7177667624206125,1.0984706327326124,0.9984588053504261,0.8395684024818425,0.7459497934811302,1.3856318511175296,1.4205168922229912,0.7177667624206125,1.0984706327326124,0.9984588053504261
AGI-USD,2024-02-27,0.8395684024818425,1.36761415801698,0.8936411921723504,1.0164994520027304,1.367210649620891,0.6240786217432152,0.7622782928783924,0.8395684024818425,1.36761415801698,0.8936411921723504,1.0164994520027304,1.367210649620891,0.6240786217432152
AGI-USD,2024-03-04,0.7622782928783924,0.7487798937494841,0.8447215487527144,0.8873189739968683,1.2146724379560745,0.9328144610044706,1.4445253168204955,0.7622782928783924,0.7487798937494841,0.8447215487527144,0.8873189739968683,1.2146724379560745,0.9328144610044706
AGI-USD,2024-03-08,1.2146724379560745,0.9328144610044706,1.4445253168204955,1.1832685382377797,1.5228097211885074,1.440839108330249,0.7749614687598398,1.2146724379560745,0.9328144610044706,1.4445253168204955,1.1832685382377797,1.5228097211885074,1.440839108330249
AGI-USD,2024-06-18,0.4953751903629038,0.9497486817508675,1.901448456580098,1.3394806013128508,1.0377001953850704,1.321728514449251,0.9246508648828647,0.4953751903629038,0.9497486817508675,1.901448456580098,1.3394806013128508,1.0377001953850704,1.321728514449251
AGI-USD,2024-09-21,1.0392586736422094,1.4484985908320744,0.9409653833229095,0.7099866275687532,1.0099314273449538,2.210661920842098,1.7330554599631216,1.0392586736422094,1.4484985908320744,0.9409653833229095,0.7099866275687532,1.0099314273449538,2.210661920842098
AGI-USD,2025-03-16,0.6672401467871278,1.062979593704428,0.792173316791037,1.0205971053823155,1.7150459249493675,1.1467121762348418,1.9372264958927086,0.6672401467871278,1.062979593704428,0.792173316791037,1.0205971053823155,1.7150459249493675,1.1467121762348418
AGIX-USD,2020-08-07,1.1792781061713147,1.753564311090535,1.1298024768536703,0.6957508889956752,0.9602057202770655,1.6334811444194812,1.4306169198186738,1.1792781061713147,1.753564311090535,1.1298024768536703,0.6957508889956752,0.9602057202770655,1.6334811444194812
AGIX-USD,2020-08-19,1.4307502071393712,1.1057857208212458,1.4097844040469696,0.987632707614478,1.198243986700902,1.1092595334204653,1.7093838545726767,1.4307502071393712,1.1057857208212458,1.4097844040469696,0.987632707614478,1.198243986700902,1.1092595334204653
AGIX-USD,2021-01-01,1.0838838642362385,0.7514332821223817,0.5587294985373428,2.3449269025343438,0.8263172310155972,0.7818696623736102,1.4483778067767628,1.0838838642362385,0.7514332821223817,0.5587294985373428,2.3449269025343438,0.8263172310155972,0.7818696623736102
AGIX-USD,2021-01-21,1.0408951715629915,0.7945988384105048,0.7882720618230115,1.03547943985066,1.0251840184118348,1.127378032733112,1.3367591845893412,1.0408951715629915,0.7945988384105048,0.7882720618230115,1.03547943985066,1.0251840184118348,1.127378032733112
AGIX-USD,2021-01-31,1.776652862244109,1.7132049128619327,0.7058289757927234,0.8297777145854696,1.646712981967616,0.7832098779913499,1.1203469693724566,1.776652862244109,1.7132049128619327,0.7058289757927234,0.8297777145854696,1.646712981967616,0.7832098779913499
AGIX-USD,2021-02-06,1.1203469693724566,1.103317083019614,0.6326821268184226,0.6835238739515602,1.059294286195752,1.3258625168363851,1.5763542455634914,1.1203469693724566,1.103317083019614,0.6326821268184226,0.6835238739515602,1.059294286195752,1.3258625168363851
AGIX-USD,2021-02-10,1.059294286195752,1.3258625168363851,1.5763542455634914,1.2313339704966524,1.3480456636217375,1.0202175203722124,1.841624661848968,1.059294286195752,1.3258625168363851,1.5763542455634914,1.2313339704966524,1.3480456636217375,1.0202175203722124
AGIX-USD,2021-02-23,0.9466397191751225,0.7707953890395256,1.023006106605156,1.0161352277569515,0.9047942717746847,1.0235651311215068,1.0493449272580881,0.9466397191751225,0.7707953890395256,1.023006106605156,1.0161352277569515,0.9047942717746847,1.0235651311215068
AGIX-USD,2021-03-24,0.7403971325531974,1.1666631561123126,1.1178945894442236,0.8951163624777191,1.416992112120221,1.2596422190408676,0.9494834702647166,0.7403971325531974,1.1666631561123126,1.1178945894442236,0.8951163624777191,1.416992112120221,1.2596422190408676
AGIX-USD,2021-05-23,0.6197788633993639,0.8508463943782519,0.490533665740358,0.9965089692322083,1.3044784594426593,0.7692854394847521,1.4917072518847339,0.6197788633993639,0.8508463943782519,0.490533665740358,0.9965089692322083,1.3044784594426593,0.7692854394847521
AGIX-USD,2021-05-28,0.7692854394847521,1.4917072518847339,0.7034763639095635,0.1182443480682133,0.001444418173336279,0.003925336261323085,1.1104746317512275,0.7692854394847521,1.4917072518847339,0.7034763639095635,0.1182443480682133,0.001444418173336279,0.003925336261323085
AGIX-USD,2021-08-26,1.083141726920088,0.9793100711652906,0.9749006161786599,1.2230681941937345,1.0759942176458657,1.3619438622190343,1.3473501572637177,1.083141726920088,0.9793100711652906,0.9749006161786599,1.2230681941937345,1.0759942176458657,1.3619438622190343
AGIX-USD,2021-08-30,1.0759942176458657,1.3619438622190343,1.3473501572637177,0.8417178290916879,0.8318838810164443,1.2805285436773992,1.5162832913242004,1.0759942176458657,1.3619438622190343,1.3473501572637177,0.8417178290916879,0.8318838810164443,1.2805285436773992
AGIX-USD,2021-09-20,0.945256214708495,1.0339283823698824,1.308429776154075,1.1225061292403606,0.803475333776725,1.0951612402306607,1.2061934534241634,0.945256214708495,1.0339283823698824,1.308429776154075,1.1225061292403606,0.803475333776725,1.0951612402306607
AGIX-USD,2022-03-21,0.7018402498841687,1.168587222689229,1.6632506542805272,0.8397779694071495,1.0997923936281788,1.0258785904617211,1.3965305523036606,0.7018402498841687,1.168587222689229,1.6632506542805272,0.8397779694071495,1.0997923936281788,1.0258785904617211
AGIX-USD,2022-09-13,0.5703065342779116,1.1638018093502442,1.4521357479403068,1.3803976729576926,0.5538014785628855,1.2424916697132073,1.6906429760587331,0.5703065342779116,1.1638018093502442,1.4521357479403068,1.3803976729576926,0.5538014785628855,1.2424916697132073
AGIX-USD,2022-10-10,1.1163567127810945,1.139472451870038,0.3825564990745472,1.02362601393854,1.2314369794609834,2.726399889497458,2.3178150529289816,1.1163567127810945,1.139472451870038,0.3825564990745472,1.02362601393854,1.2314369794609834,2.726399889497458
AGIX-USD,2023-01-05,0.7123694282141855,1.1450294450238234,1.5376120991012454,0.8648956684953216,2.338449144504762,1.2532524035007957,1.9174432943302755,0.7123694282141855,1.1450294450238234,1.5376120991012454,0.8648956684953216,2.338449144504762,1.2532524035007957
AGIX-USD,2023-01-09,2.338449144504762,1.2532524035007957,1.9174432943302755,0.62834974150929,1.4677464491097925,1.5203248415873323,0.709052502517442,2.338449144504762,1.2532524035007957,1.9174432943302755,0.62834974150929,1.4677464491097925,1.5203248415873323
AGIX-USD,2023-01-31,1.5071141338593395,0.6264171496335287,0.6778277209959919,0.9550181022601754,1.1569138720191046,1.419225647588729,1.9025864335119076,1.5071141338593395,0.6264171496335287,0.6778277209959919,0.9550181022601754,1.1569138720191046,1.419225647588729
AGIX-USD,2023-02-04,1.1569138720191046,1.419225647588729,1.9025864335119076,1.4681722159664818,1.5374070907917718,0.937944945329047,1.24436504624615,1.1569138720191046,1.419225647588729,1.9025864335119076,1.4681722159664818,1.5374070907917718,0.937944945329047
