symbol,breakout_date,b_vs_-3,b_vs_-2,b_vs_-1,b_vs_+0,b_vs_+1,b_vs_+2,b_vs_+3,p_vs_-3,p_vs_-2,p_vs_-1,p_vs_+0,p_vs_+1,p_vs_+2
1INCH-USD,2020-12-29,,0.5207636105382295,0.6617988225271556,0.9377153238641733,1.2445429717122027,1.0809982665370657,0.5733361416749924,,0.5207636105382295,0.6617988225271556,0.9377153238641733,1.2445429717122027,1.0809982665370657
1INCH-USD,2021-01-03,1.0809982665370657,0.5733361416749924,0.5316530023529757,1.0665099158488542,1.0569163389491318,1.1109912595201066,1.302543688327143,1.0809982665370657,0.5733361416749924,0.5316530023529757,1.0665099158488542,1.0569163389491318,1.1109912595201066
1INCH-USD,2021-01-14,1.01223138742225,0.7249320890623541,0.9778480593797673,1.0633682193303853,1.4169383750467612,1.4882434307143302,1.4096203718791929,1.01223138742225,0.7249320890623541,0.9778480593797673,1.0633682193303853,1.4169383750467612,1.4882434307143302
1INCH-USD,2021-01-21,0.7758326183304074,0.7438909057119869,0.8484623185073217,0.8884098250203393,1.1972484115933444,1.1099936331341274,1.3332397905016502,0.7758326183304074,0.7438909057119869,0.8484623185073217,0.8884098250203393,1.1972484115933444,1.1099936331341274
1INCH-USD,2021-01-25,1.1972484115933444,1.1099936331341274,1.3332397905016502,1.3048319810426228,0.9741136848069224,0.9653902464365683,1.2679249275304827,1.1972484115933444,1.1099936331341274,1.3332397905016502,1.3048319810426228,0.9741136848069224,0.9653902464365683
1INCH-USD,2021-01-29,0.9741136848069224,0.9653902464365683,1.2679249275304827,1.020822065571235,1.4909735103486697,1.4491633776303787,0.8630381811951144,0.9741136848069224,0.9653902464365683,1.2679249275304827,1.020822065571235,1.4909735103486697,1.4491633776303787
1INCH-USD,2021-04-24,1.0551091527383392,1.048471279322071,1.1636019697300115,0.5649996715307074,0.5387313975356703,1.184513654086484,1.4755212948919325,1.0551091527383392,1.048471279322071,1.1636019697300115,0.5649996715307074,0.5387313975356703,1.184513654086484
1INCH-USD,2021-05-23,0.841617416921632,0.6753320931847203,0.7118686574669547,1.0702924555347497,1.0468486740402965,0.8283293913396931,1.12060114819135,0.841617416921632,0.6753320931847203,0.7118686574669547,1.0702924555347497,1.0468486740402965,0.8283293913396931
1INCH-USD,2021-06-12,1.2370482454473029,0.808976718838993,0.6582505171507721,0.8654167993727054,1.0912614869292896,1.0378495072391953,1.5850859417982015,1.2370482454473029,0.808976718838993,0.6582505171507721,0.8654167993727054,1.0912614869292896,1.0378495072391953
1INCH-USD,2021-10-24,1.083656947361012,0.9136628271246859,0.8742818775552983,0.9448751629167822,0.4523423545893506,0.6096276064104112,2.782747054827407,1.083656947361012,0.9136628271246859,0.8742818775552983,0.9448751629167822,0.4523423545893506,0.6096276064104112
ACH-USD,2020-11-08,0.896115219075549,1.1156836141530453,1.1121678712786096,0.7502556150643088,0.9768969811482802,1.038988405107012,1.8609839696055819,0.896115219075549,1.1156836141530453,1.1121678712786096,0.7502556150643088,0.9768969811482802,1.038988405107012
ACH-USD,2020-12-04,1.1344303434930905,0.9472237807775783,0.7082920332686583,0.8861057461664467,0.9819191951273738,1.0980973775903173,0.8374220523246708,1.1344303434930905,0.9472237807775783,0.7082920332686583,0.8861057461664467,0.9819191951273738,1.0980973775903173
ACH-USD,2021-01-15,0.6899997262865293,0.8922428701164823,1.1536786919038016,0.9210433894888849,0.915350895463323,1.2039717481150487,1.9915506645050312,0.6899997262865293,0.8922428701164823,1.1536786919038016,0.9210433894888849,0.915350895463323,1.2039717481150487
ACH-USD,2021-01-25,0.5588335583599692,1.1184925229261613,1.0381830830181926,1.6538514897366072,0.6847427927639023,1.2762026823518697,1.9114510257690087,0.5588335583599692,1.1184925229261613,1.0381830830181926,1.6538514897366072,0.6847427927639023,1.2762026823518697
ACH-USD,2021-02-09,1.1436276881584329,0.2860316562067917,1.1575459234180696,1.4961431652404977,0.8959964640515554,0.8223179512456382,1.842923305971446,1.1436276881584329,0.2860316562067917,1.1575459234180696,1.4961431652404977,0.8959964640515554,0.8223179512456382
ACH-USD,2021-03-10,1.2950260558302278,0.8300391376036731,1.002735360016122,1.3045728756131407,0.9050541521984378,0.927375115263233,2.130581535587401,1.2950260558302278,0.8300391376036731,1.002735360016122,1.3045728756131407,0.9050541521984378,0.927375115263233
ACH-USD,2021-03-26,1.015436987590505,0.6428699821187618,0.947814509964625,0.7788795181252235,0.8741724869265968,0.9134201184064354,1.7104749025548849,1.015436987590505,0.6428699821187618,0.947814509964625,0.7788795181252235,0.8741724869265968,0.9134201184064354
ACH-USD,2021-05-07,1.3620448280621134,1.3227301049951472,0.9204709880313565,1.0268232993353172,1.1595457549468657,0.7738608019575532,2.675381420342114,1.3620448280621134,1.3227301049951472,0.9204709880313565,1.0268232993353172,1.1595457549468657,0.7738608019575532
ACH-USD,2021-06-22,1.0430490505603216,1.581081229841151,1.05050741964092,0.8309329172948801,0.47003724991187273,0.6623705223776419,2.5331612193458244,1.0430490505603216,1.581081229841151,1.05050741964092,0.8309329172948801,0.47003724991187273,0.6623705223776419
ACH-USD,2021-07-25,0.7273390517392027,0.6303383561690191,1.0156208913899292,1.4802195647023213,1.1915623242150877,0.8605723481649167,2.336177423983283,0.7273390517392027,0.6303383561690191,1.0156208913899292,1.4802195647023213,1.1915623242150877,0.8605723481649167
ACH-USD,2021-07-30,0.8605723481649167,2.336177423983283,2.6008657436959686,0.35369231389354705,0.81878317189605,0.9400595960894353,1.8244430292391087,0.8605723481649167,2.336177423983283,2.6008657436959686,0.35369231389354705,0.81878317189605,0.9400595960894353
ACH-USD,2021-08-03,0.81878317189605,0.9400595960894353,1.8244430292391087,2.114803307962681,1.331588310338013,1.2646956597560624,1.8395269146561026,0.81878317189605,0.9400595960894353,1.8244430292391087,2.114803307962681,1.331588310338013,1.2646956597560624
ACH-USD,2021-08-19,0.9989191935349927,0.9859775391085362,1.3846000315318225,0.9410614016866161,0.9394887172122907,1.3379824772819315,1.2314506716569742,0.9989191935349927,0.9859775391085362,1.3846000315318225,0.9410614016866161,0.9394887172122907,1.3379824772819315
ACH-USD,2021-10-31,1.7179848743954214,0.7411728231154991,0.6500696444221022,1.9037982987717,1.139140164369576,0.7042574203937385,1.366842259483952,1.7179848743954214,0.7411728231154991,0.6500696444221022,1.9037982987717,1.139140164369576,0.7042574203937385
ACH-USD,2022-01-07,0.9596394597188505,1.8003488827978142,1.0167946836203308,0.41774316934650835,0.9949711114191399,0.9539011528721716,2.6837942752892228,0.9596394597188505,1.8003488827978142,1.0167946836203308,0.41774316934650835,0.9949711114191399,0.9539011528721716
ACH-USD,2022-02-06,0.9772643562400252,1.078297143508669,1.018400857372276,0.90543910481167,1.7136779443700674,1.9857485721703234,1.6511784568379166,0.9772643562400252,1.078297143508669,1.018400857372276,0.90543910481167,1.7136779443700674,1.9857485721703234
ACH-USD,2022-07-16,1.5246422767631393,1.1567556938932166,0.8844198701548556,0.9751780158689918,1.127929005481197,0.8999565768567821,2.4028181492710416,1.5246422767631393,1.1567556938932166,0.8844198701548556,0.9751780158689918,1.127929005481197,0.8999565768567821
ACH-USD,2022-10-11,0.6139156012593692,0.6828562089489519,1.355794654429246,0.7419154323402056,0.7681475549463155,1.3789613425564393,2.7978207534625943,0.6139156012593692,0.6828562089489519,1.355794654429246,0.7419154323402056,0.7681475549463155,1.3789613425564393
ACH-USD,2023-01-13,0.8512261199800294,0.9931688475849295,1.4356645911761317,0.8822245074959733,0.9748433210283146,0.870068501873923,2.751196721187152,0.8512261199800294,0.9931688475849295,1.4356645911761317,0.8822245074959733,0.9748433210283146,0.870068501873923
ACH-USD,2023-01-27,1.021029921413778,1.8617838833856373,0.5884636034186619,0.47775056436165164,0.8032016483692381,1.7861347974852728,2.217718926906926,1.021029921413778,1.8617838833856373,0.5884636034186619,0.47775056436165164,0.8032016483692381,1.7861347974852728
ACH-USD,2023-02-02,2.217718926906926,1.6049012586117228,0.39459924515854783,0.5132342934403772,1.1725047221062708,1.20364092632385,1.522777147695039,2.217718926906926,1.6049012586117228,0.39459924515854783,0.5132342934403772,1.1725047221062708,1.20364092632385
ACH-USD,2023-02-14,0.559838509846983,1.5007717405609264,0.9880903102250259,0.6766488984054965,1.347086605696748,2.4588345295284606,0.8474357561047907,0.559838509846983,1.5007717405609264,0.9880903102250259,0.6766488984054965,1.347086605696748,2.4588345295284606
ACH-USD,2023-02-18,1.347086605696748,2.4588345295284606,0.8474357561047907,0.43505970742938055,1.6160021531065936,2.114503584678448,0.8993667540339123,1.347086605696748,2.4588345295284606,0.8474357561047907,0.43505970742938055,1.6160021531065936,2.114503584678448
ACH-USD,2023-03-10,1.03300911680511,1.172649140051145,1.2370475032191863,1.0194452486117063,0.7946958778315318,0.9076360980602745,1.9756191294191987,1.03300911680511,1.172649140051145,1.2370475032191863,1.0194452486117063,0.7946958778315318,0.9076360980602745
ACH-USD,2024-03-11,0.8389288401058382,0.39937269419383253,0.7718133813022275,1.4506471960574139,1.3945902580565832,1.2485319970650348,1.3408877538710058,0.8389288401058382,0.39937269419383253,0.7718133813022275,1.4506471960574139,1.3945902580565832,1.2485319970650348
ACH-USD,2025-01-24,0.6534828501541474,0.5277376404841303,1.174877303591475,1.0403049235596622,0.7160814627660986,1.8554920004209068,2.83736219419489,0.6534828501541474,0.5277376404841303,1.174877303591475,1.0403049235596622,0.7160814627660986,1.8554920004209068
ACH-USD,2025-01-28,0.7160814627660986,1.8554920004209068,2.83736219419489,0.6570441762629103,0.7567574677481437,1.0931046705238234,0.8799088921671882,0.7160814627660986,1.8554920004209068,2.83736219419489,0.6570441762629103,0.7567574677481437,1.0931046705238234
ACH-USD,2025-02-15,0.9451276569241577,0.8139383449535376,0.8224620457132927,0.7861785169998841,2.126893955040224,1.3638941781410394,1.605578372334602,0.9451276569241577,0.8139383449535376,0.8224620457132927,0.7861785169998841,2.126893955040224,1.3638941781410394
ACT-USD,2020-03-16,1.0760640084776547,0.63777268769239,0.8520321021397943,1.0336490916512715,1.8865565050304842,1.9929687441519264,0.5995379983143182,1.0760640084776547,0.63777268769239,0.8520321021397943,1.0336490916512715,1.8865565050304842,1.9929687441519264
ACT-USD,2020-08-23,0.7696179322278708,1.0954208920174235,1.2587613745403057,0.8197552313895192,1.3007826321314275,0.8137545707971106,0.9926175508303104,0.7696179322278708,1.0954208920174235,1.2587613745403057,0.8197552313895192,1.3007826321314275,0.8137545707971106
ACT-USD,2020-09-07,0.8259970299938736,0.7215916101904839,0.8876903494209809,0.934993551789511,0.7997339949226472,1.1664056439054118,1.829816585399712,0.8259970299938736,0.7215916101904839,0.8876903494209809,0.934993551789511,0.7997339949226472,1.1664056439054118
ACT-USD,2021-02-09,0.7867901736420431,0.9153377831872014,1.4524250316127842,1.0377431546396105,0.9718039879694582,1.3327632038021768,1.382628530667681,0.7867901736420431,0.9153377831872014,1.4524250316127842,1.0377431546396105,0.9718039879694582,1.3327632038021768
ACT-USD,2021-02-13,0.9718039879694582,1.3327632038021768,1.382628530667681,1.101435809011728,0.8772049389944634,0.927985678873295,2.1224064398508133,0.9718039879694582,1.3327632038021768,1.382628530667681,1.101435809011728,0.8772049389944634,0.927985678873295
ACT-USD,2021-03-09,0.8518650464220973,1.0649459235723224,1.0746483203432904,1.1404312001067938,1.561265390146894,1.2270701361257097,1.3495461103972899,0.8518650464220973,1.0649459235723224,1.0746483203432904,1.1404312001067938,1.561265390146894,1.2270701361257097
ACT-USD,2021-03-16,1.2071191549816211,0.6895972035640474,0.6960191224681753,1.0467874059353537,0.7881529982654659,0.8836230719024619,2.304069027555717,1.2071191549816211,0.6895972035640474,0.6960191224681753,1.0467874059353537,0.7881529982654659,0.8836230719024619
ACT-USD,2021-03-29,0.9655735997415101,0.9339205894202709,1.2168412277726,1.0379441378052765,0.9925396638756153,1.4132467205413919,1.4429433470898687,0.9655735997415101,0.9339205894202709,1.2168412277726,1.0379441378052765,0.9925396638756153,1.4132467205413919
