symbol,breakout_date,market_level,macd_d0,macd_d1,macd_d2,macd_d3,macd_signal_d0,macd_signal_d1,macd_signal_d2,macd_signal_d3
DEEP-USD,2020-08-16,8.0,-3.067486501842241e-05,-3.4577970640105554e-05,-3.9260435375207945e-05,-4.252772189391226e-05,-3.0443718088961123e-05,-3.03859313565958e-05,-2.933792153571836e-05,-2.685729307584596e-05
DEEP-USD,2020-08-28,7.0,0.0001704384167664,0.0002096267820326,0.0002522180840745,0.0003007732662292,0.0002357536319612,0.0002520824357599,0.0002626963491917,0.000265315915471
DEEP-USD,2020-08-28,6.0,0.0001704384167664,0.0002096267820326,0.0002522180840745,0.0003007732662292,0.0002357536319612,0.0002520824357599,0.0002626963491917,0.000265315915471
DEEP-USD,2020-08-28,5.0,0.0001704384167664,0.0002096267820326,0.0002522180840745,0.0003007732662292,0.0002357536319612,0.0002520824357599,0.0002626963491917,0.000265315915471
DEEP-USD,2020-08-28,2.0,0.0001704384167664,0.0002096267820326,0.0002522180840745,0.0003007732662292,0.0002357536319612,0.0002520824357599,0.0002626963491917,0.000265315915471
DEEP-USD,2020-09-08,4.0,9.708809217564684e-05,0.000127200620682,0.0001629704145634,0.0001957679303863,0.0001719939819934,0.0001907204544478,0.0002066004128893,0.0002175079124708
DEEP-USD,2020-09-08,3.0,9.708809217564684e-05,0.000127200620682,0.0001629704145634,0.0001957679303863,0.0001719939819934,0.0001907204544478,0.0002066004128893,0.0002175079124708
DEEP-USD,2020-09-08,2.0,9.708809217564684e-05,0.000127200620682,0.0001629704145634,0.0001957679303863,0.0001719939819934,0.0001907204544478,0.0002066004128893,0.0002175079124708
DEEP-USD,2020-09-08,2.0,9.708809217564684e-05,0.000127200620682,0.0001629704145634,0.0001957679303863,0.0001719939819934,0.0001907204544478,0.0002066004128893,0.0002175079124708
DEEP-USD,2020-11-17,9.0,-2.032525163668422e-06,-5.196238446853255e-06,-6.205979337404696e-06,-5.368145739443686e-06,-7.0411858523392455e-06,-8.29335102450695e-06,-9.067629168920374e-06,-9.783041626799292e-06
DEEP-USD,2020-11-17,9.0,-2.032525163668422e-06,-5.196238446853255e-06,-6.205979337404696e-06,-5.368145739443686e-06,-7.0411858523392455e-06,-8.29335102450695e-06,-9.067629168920374e-06,-9.783041626799292e-06
DEEP-USD,2020-11-17,8.0,-2.032525163668422e-06,-5.196238446853255e-06,-6.205979337404696e-06,-5.368145739443686e-06,-7.0411858523392455e-06,-8.29335102450695e-06,-9.067629168920374e-06,-9.783041626799292e-06
DEEP-USD,2020-11-17,7.0,-2.032525163668422e-06,-5.196238446853255e-06,-6.205979337404696e-06,-5.368145739443686e-06,-7.0411858523392455e-06,-8.29335102450695e-06,-9.067629168920374e-06,-9.783041626799292e-06
DEEP-USD,2020-11-21,,3.839330853898598e-05,2.3073357551079863e-05,3.330096330356192e-07,-1.2058822415769938e-06,8.405472082342895e-06,9.08512968182122e-07,-4.632698177542314e-06,-5.874125130186796e-06
DEEP-USD,2020-12-16,7.0,6.526135781770239e-06,1.0122341247866223e-05,1.4259716207830644e-05,1.780582459931198e-05,1.8845537155261704e-05,2.192538749863457e-05,2.4876149061326657e-05,2.7530257274700657e-05
DEEP-USD,2020-12-16,7.0,6.526135781770239e-06,1.0122341247866223e-05,1.4259716207830644e-05,1.780582459931198e-05,1.8845537155261704e-05,2.192538749863457e-05,2.4876149061326657e-05,2.7530257274700657e-05
DEEP-USD,2020-12-16,7.0,6.526135781770239e-06,1.0122341247866223e-05,1.4259716207830644e-05,1.780582459931198e-05,1.8845537155261704e-05,2.192538749863457e-05,2.4876149061326657e-05,2.7530257274700657e-05
DEEP-USD,2020-12-16,6.0,6.526135781770239e-06,1.0122341247866223e-05,1.4259716207830644e-05,1.780582459931198e-05,1.8845537155261704e-05,2.192538749863457e-05,2.4876149061326657e-05,2.7530257274700657e-05
DEEP-USD,2021-01-07,6.0,-0.0001059508518901,-0.0001074387619805,-0.0001077751306854,-0.0001039895490623,-8.89181817766308e-05,-8.466001424825567e-05,-7.896532731517028e-05,-7.176287647260338e-05
DEEP-USD,2021-01-07,7.0,-0.0001059508518901,-0.0001074387619805,-0.0001077751306854,-0.0001039895490623,-8.89181817766308e-05,-8.466001424825567e-05,-7.896532731517028e-05,-7.176287647260338e-05
DEEP-USD,2021-01-07,9.0,-0.0001059508518901,-0.0001074387619805,-0.0001077751306854,-0.0001039895490623,-8.89181817766308e-05,-8.466001424825567e-05,-7.896532731517028e-05,-7.176287647260338e-05
DEEP-USD,2021-01-07,9.0,-0.0001059508518901,-0.0001074387619805,-0.0001077751306854,-0.0001039895490623,-8.89181817766308e-05,-8.466001424825567e-05,-7.896532731517028e-05,-7.176287647260338e-05
DEEP-USD,2021-01-16,7.0,1.752145639382762e-06,-4.797799972264391e-06,-1.3189945146828408e-05,-2.3811333361646657e-05,-3.527025832611373e-05,-4.452585931748785e-05,-5.4457874153793714e-05,-6.477485640553503e-05
DEEP-USD,2021-01-16,7.0,1.752145639382762e-06,-4.797799972264391e-06,-1.3189945146828408e-05,-2.3811333361646657e-05,-3.527025832611373e-05,-4.452585931748785e-05,-5.4457874153793714e-05,-6.477485640553503e-05
DEEP-USD,2021-01-16,7.0,1.752145639382762e-06,-4.797799972264391e-06,-1.3189945146828408e-05,-2.3811333361646657e-05,-3.527025832611373e-05,-4.452585931748785e-05,-5.4457874153793714e-05,-6.477485640553503e-05
DEEP-USD,2021-01-16,7.0,1.752145639382762e-06,-4.797799972264391e-06,-1.3189945146828408e-05,-2.3811333361646657e-05,-3.527025832611373e-05,-4.452585931748785e-05,-5.4457874153793714e-05,-6.477485640553503e-05
DEEP-USD,2021-02-05,8.0,0.0001084402685339,0.0001849998311363,0.0002870522209246,0.0002786310522526,0.0002273451932527,0.0002570714244324,0.0002750893227565,0.0002720985982144
DEEP-USD,2021-02-05,8.0,0.0001084402685339,0.0001849998311363,0.0002870522209246,0.0002786310522526,0.0002273451932527,0.0002570714244324,0.0002750893227565,0.0002720985982144
DEEP-USD,2021-02-05,9.0,0.0001084402685339,0.0001849998311363,0.0002870522209246,0.0002786310522526,0.0002273451932527,0.0002570714244324,0.0002750893227565,0.0002720985982144
DEEP-USD,2021-02-05,9.0,0.0001084402685339,0.0001849998311363,0.0002870522209246,0.0002786310522526,0.0002273451932527,0.0002570714244324,0.0002750893227565,0.0002720985982144
DEEP-USD,2021-02-09,9.0,-7.266880537563393e-05,-1.309585696447472e-05,-1.93044839624356e-06,4.482875666300896e-05,8.083486025447332e-05,0.000119210776662,0.0001522874350686,0.0001908419059348
DEEP-USD,2021-02-09,8.0,-7.266880537563393e-05,-1.309585696447472e-05,-1.93044839624356e-06,4.482875666300896e-05,8.083486025447332e-05,0.000119210776662,0.0001522874350686,0.0001908419059348
DEEP-USD,2021-02-09,8.0,-7.266880537563393e-05,-1.309585696447472e-05,-1.93044839624356e-06,4.482875666300896e-05,8.083486025447332e-05,0.000119210776662,0.0001522874350686,0.0001908419059348
DEEP-USD,2021-02-09,8.0,-7.266880537563393e-05,-1.309585696447472e-05,-1.93044839624356e-06,4.482875666300896e-05,8.083486025447332e-05,0.000119210776662,0.0001522874350686,0.0001908419059348
DEEP-USD,2021-02-13,9.0,-0.0001170868327837,-0.0001129441466842,-0.0001056064730097,-9.266847764085151e-05,-3.138535192167264e-05,-9.959981706153378e-06,1.5786059538371606e-05,4.613419267540836e-05
DEEP-USD,2021-02-13,8.0,-0.0001170868327837,-0.0001129441466842,-0.0001056064730097,-9.266847764085151e-05,-3.138535192167264e-05,-9.959981706153378e-06,1.5786059538371606e-05,4.613419267540836e-05
DEEP-USD,2021-02-13,8.0,-0.0001170868327837,-0.0001129441466842,-0.0001056064730097,-9.266847764085151e-05,-3.138535192167264e-05,-9.959981706153378e-06,1.5786059538371606e-05,4.613419267540836e-05
DEEP-USD,2021-02-13,8.0,-0.0001170868327837,-0.0001129441466842,-0.0001056064730097,-9.266847764085151e-05,-3.138535192167264e-05,-9.959981706153378e-06,1.5786059538371606e-05,4.613419267540836e-05
DEEP-USD,2021-02-17,,0.0008734049997579,0.0006137256992801,0.0001366117237451,-0.0001053571814269,0.0002667193969505,0.0001150479962487,-9.621429509145852e-06,-4.617971782272903e-05
DEEP-USD,2021-02-24,,0.0012306317111847,0.0014937983595454,0.0015085194703314,0.0014777741354191,0.0011552050548812,0.0011363483908053,0.0010469858986203,0.0009316025056925
DEEP-USD,2021-02-28,,0.0006689323301479,0.000812565615217,0.0010473038555617,0.0011348671483805,0.0009872342444497,0.0010668097230252,0.0011303707499772,0.0011511374735811
DEEP-USD,2021-03-11,7.0,0.0001192588076061,0.0001676214227498,0.0002198861156652,0.0002904219862955,0.0003549002590452,0.000413810621905,0.0004753579216938,0.000539225873201
DEEP-USD,2021-03-11,7.0,0.0001192588076061,0.0001676214227498,0.0002198861156652,0.0002904219862955,0.0003549002590452,0.000413810621905,0.0004753579216938,0.000539225873201
DEEP-USD,2021-03-11,7.0,0.0001192588076061,0.0001676214227498,0.0002198861156652,0.0002904219862955,0.0003549002590452,0.000413810621905,0.0004753579216938,0.000539225873201
DEEP-USD,2021-03-11,7.0,0.0001192588076061,0.0001676214227498,0.0002198861156652,0.0002904219862955,0.0003549002590452,0.000413810621905,0.0004753579216938,0.000539225873201
DEEP-USD,2021-03-23,8.0,0.0001844294407046,0.0005802075885191,0.000603674132066,0.0006543725207708,0.0004815494145286,0.0005558294079845,0.0005497348628509,0.0005362500455471
DEEP-USD,2021-03-23,7.0,0.0001844294407046,0.0005802075885191,0.000603674132066,0.0006543725207708,0.0004815494145286,0.0005558294079845,0.0005497348628509,0.0005362500455471
DEEP-USD,2021-03-23,7.0,0.0001844294407046,0.0005802075885191,0.000603674132066,0.0006543725207708,0.0004815494145286,0.0005558294079845,0.0005497348628509,0.0005362500455471
DEEP-USD,2021-03-23,6.0,0.0001844294407046,0.0005802075885191,0.000603674132066,0.0006543725207708,0.0004815494145286,0.0005558294079845,0.0005497348628509,0.0005362500455471
DEEP-USD,2021-03-27,,0.0001487235976749,8.811973136539988e-05,3.2598155957379825e-05,1.4000074146182371e-05,0.0002466926882994,0.0002711849609556,0.0003169512683531,0.0003880395464521
DEEP-USD,2021-03-31,9.0,0.0004537508426319,0.0005974028523787,0.0005325891724338,0.0003323565668647,0.0003895846765529,0.0003735431350331,0.0003175782056968,0.0002638254640125
DEEP-USD,2021-03-31,9.0,0.0004537508426319,0.0005974028523787,0.0005325891724338,0.0003323565668647,0.0003895846765529,0.0003735431350331,0.0003175782056968,0.0002638254640125
DEEP-USD,2021-03-31,9.0,0.0004537508426319,0.0005974028523787,0.0005325891724338,0.0003323565668647,0.0003895846765529,0.0003735431350331,0.0003175782056968,0.0002638254640125
DEEP-USD,2021-03-31,8.0,0.0004537508426319,0.0005974028523787,0.0005325891724338,0.0003323565668647,0.0003895846765529,0.0003735431350331,0.0003175782056968,0.0002638254640125
DEEP-USD,2021-04-07,9.0,0.0005390188108547,0.0006916229487783,0.0006224067684925,0.0005746958353362,0.0005204542845626,0.0005158131529895,0.0004718607040423,0.0004342241879298
DEEP-USD,2021-04-07,8.0,0.0005390188108547,0.0006916229487783,0.0006224067684925,0.0005746958353362,0.0005204542845626,0.0005158131529895,0.0004718607040423,0.0004342241879298
DEEP-USD,2021-04-07,8.0,0.0005390188108547,0.0006916229487783,0.0006224067684925,0.0005746958353362,0.0005204542845626,0.0005158131529895,0.0004718607040423,0.0004342241879298
DEEP-USD,2021-04-07,8.0,0.0005390188108547,0.0006916229487783,0.0006224067684925,0.0005746958353362,0.0005204542845626,0.0005158131529895,0.0004718607040423,0.0004342241879298
DEEP-USD,2021-04-13,7.0,-2.2091112380800103e-05,0.0001879948776125,0.0004052465136843,0.0003963386755146,0.0003090930912638,0.000391889142175,0.0004428627083156,0.0004522667569734
DEEP-USD,2021-04-13,8.0,-2.2091112380800103e-05,0.0001879948776125,0.0004052465136843,0.0003963386755146,0.0003090930912638,0.000391889142175,0.0004428627083156,0.0004522667569734
DEEP-USD,2021-04-13,9.0,-2.2091112380800103e-05,0.0001879948776125,0.0004052465136843,0.0003963386755146,0.0003090930912638,0.000391889142175,0.0004428627083156,0.0004522667569734
DEEP-USD,2021-04-13,9.0,-2.2091112380800103e-05,0.0001879948776125,0.0004052465136843,0.0003963386755146,0.0003090930912638,0.000391889142175,0.0004428627083156,0.0004522667569734
DEEP-USD,2021-04-21,4.0,-0.0005006381540442,-0.0003101691233276,-0.0002551898011359,-0.0001774352689282,-0.0001982616882396,-0.0001226675717885,-7.579218390372414e-05,-3.094277959566844e-05
DEEP-USD,2021-04-21,5.0,-0.0005006381540442,-0.0003101691233276,-0.0002551898011359,-0.0001774352689282,-0.0001982616882396,-0.0001226675717885,-7.579218390372414e-05,-3.094277959566844e-05
DEEP-USD,2021-04-21,6.0,-0.0005006381540442,-0.0003101691233276,-0.0002551898011359,-0.0001774352689282,-0.0001982616882396,-0.0001226675717885,-7.579218390372414e-05,-3.094277959566844e-05
DEEP-USD,2021-04-21,6.0,-0.0005006381540442,-0.0003101691233276,-0.0002551898011359,-0.0001774352689282,-0.0001982616882396,-0.0001226675717885,-7.579218390372414e-05,-3.094277959566844e-05
DEEP-USD,2021-05-31,4.0,-0.0006681181020663,-0.0006379619451722,-0.0006087231905074,-0.0005973715624913,-0.0005801274823994,-0.0005581298274826,-0.0005381717980603,-0.0005205339499485
DEEP-USD,2021-05-31,3.0,-0.0006681181020663,-0.0006379619451722,-0.0006087231905074,-0.0005973715624913,-0.0005801274823994,-0.0005581298274826,-0.0005381717980603,-0.0005205339499485
DEEP-USD,2021-05-31,4.0,-0.0006681181020663,-0.0006379619451722,-0.0006087231905074,-0.0005973715624913,-0.0005801274823994,-0.0005581298274826,-0.0005381717980603,-0.0005205339499485
DEEP-USD,2021-05-31,6.0,-0.0006681181020663,-0.0006379619451722,-0.0006087231905074,-0.0005973715624913,-0.0005801274823994,-0.0005581298274826,-0.0005381717980603,-0.0005205339499485
DEEP-USD,2021-06-09,1.0,-0.000360624172509,-0.0004035232246563,-0.0004511867704973,-0.0004933437094563,-0.0004875509453652,-0.0005192826385793,-0.0005482224920601,-0.0005724814224508
DEEP-USD,2021-06-09,2.0,-0.000360624172509,-0.0004035232246563,-0.0004511867704973,-0.0004933437094563,-0.0004875509453652,-0.0005192826385793,-0.0005482224920601,-0.0005724814224508
DEEP-USD,2021-06-09,3.0,-0.000360624172509,-0.0004035232246563,-0.0004511867704973,-0.0004933437094563,-0.0004875509453652,-0.0005192826385793,-0.0005482224920601,-0.0005724814224508
DEEP-USD,2021-06-09,4.0,-0.000360624172509,-0.0004035232246563,-0.0004511867704973,-0.0004933437094563,-0.0004875509453652,-0.0005192826385793,-0.0005482224920601,-0.0005724814224508
DEEP-USD,2021-06-19,1.0,-0.0002406280526652,-0.0001729108496648,-0.0001444440055445,-0.0001099798727712,-0.0001904391449126,-0.0001778919179744,-0.0001791371850518,-0.0001878104799286
DEEP-USD,2021-06-19,2.0,-0.0002406280526652,-0.0001729108496648,-0.0001444440055445,-0.0001099798727712,-0.0001904391449126,-0.0001778919179744,-0.0001791371850518,-0.0001878104799286
DEEP-USD,2021-06-19,2.0,-0.0002406280526652,-0.0001729108496648,-0.0001444440055445,-0.0001099798727712,-0.0001904391449126,-0.0001778919179744,-0.0001791371850518,-0.0001878104799286
DEEP-USD,2021-06-19,1.0,-0.0002406280526652,-0.0001729108496648,-0.0001444440055445,-0.0001099798727712,-0.0001904391449126,-0.0001778919179744,-0.0001791371850518,-0.0001878104799286
DEEP-USD,2021-07-03,4.0,-0.0002269597160972,-0.0002161674002716,-0.0002001645923922,-0.0001870095240204,-0.0001987056049312,-0.0001916420771396,-0.0001855107463567,-0.0001818472848478
DEEP-USD,2021-07-03,3.0,-0.0002269597160972,-0.0002161674002716,-0.0002001645923922,-0.0001870095240204,-0.0001987056049312,-0.0001916420771396,-0.0001855107463567,-0.0001818472848478
DEEP-USD,2021-07-03,5.0,-0.0002269597160972,-0.0002161674002716,-0.0002001645923922,-0.0001870095240204,-0.0001987056049312,-0.0001916420771396,-0.0001855107463567,-0.0001818472848478
DEEP-USD,2021-07-03,6.0,-0.0002269597160972,-0.0002161674002716,-0.0002001645923922,-0.0001870095240204,-0.0001987056049312,-0.0001916420771396,-0.0001855107463567,-0.0001818472848478
DEEP-USD,2021-07-22,7.0,-2.9768343625870275e-05,-3.756733181695484e-05,-4.697524282714716e-05,-5.392170247917375e-05,-6.121070599918039e-05,-6.907129659250791e-05,-7.694728778639616e-05,-8.444029902620841e-05
DEEP-USD,2021-07-22,8.0,-2.9768343625870275e-05,-3.756733181695484e-05,-4.697524282714716e-05,-5.392170247917375e-05,-6.121070599918039e-05,-6.907129659250791e-05,-7.694728778639616e-05,-8.444029902620841e-05
DEEP-USD,2021-07-22,9.0,-2.9768343625870275e-05,-3.756733181695484e-05,-4.697524282714716e-05,-5.392170247917375e-05,-6.121070599918039e-05,-6.907129659250791e-05,-7.694728778639616e-05,-8.444029902620841e-05
DEEP-USD,2021-07-22,8.0,-2.9768343625870275e-05,-3.756733181695484e-05,-4.697524282714716e-05,-5.392170247917375e-05,-6.121070599918039e-05,-6.907129659250791e-05,-7.694728778639616e-05,-8.444029902620841e-05
DEEP-USD,2021-08-06,9.0,0.0001142317578782,0.0001385842871844,0.0001506475631418,0.0001645661734737,0.0001560389159884,0.0001664907055159,0.0001734673100988,0.000179172246838
DEEP-USD,2021-08-06,8.0,0.0001142317578782,0.0001385842871844,0.0001506475631418,0.0001645661734737,0.0001560389159884,0.0001664907055159,0.0001734673100988,0.000179172246838
DEEP-USD,2021-08-06,9.0,0.0001142317578782,0.0001385842871844,0.0001506475631418,0.0001645661734737,0.0001560389159884,0.0001664907055159,0.0001734673100988,0.000179172246838
DEEP-USD,2021-08-06,9.0,0.0001142317578782,0.0001385842871844,0.0001506475631418,0.0001645661734737,0.0001560389159884,0.0001664907055159,0.0001734673100988,0.000179172246838
DEEP-USD,2021-08-11,,0.0001591485425622,0.0001976085664854,0.0001478086943944,0.0001242487202712,0.0001560979158521,0.0001553352591746,0.0001447669323468,0.0001440064918349
DEEP-USD,2021-08-17,9.0,0.0001178822672606,0.0001329403162712,0.0001422843538934,0.0001518356962578,0.0001477827111846,0.0001552578221656,0.0001608371986391,0.0001654754098256
DEEP-USD,2021-08-17,9.0,0.0001178822672606,0.0001329403162712,0.0001422843538934,0.0001518356962578,0.0001477827111846,0.0001552578221656,0.0001608371986391,0.0001654754098256
DEEP-USD,2021-08-17,8.0,0.0001178822672606,0.0001329403162712,0.0001422843538934,0.0001518356962578,0.0001477827111846,0.0001552578221656,0.0001608371986391,0.0001654754098256
DEEP-USD,2021-08-17,8.0,0.0001178822672606,0.0001329403162712,0.0001422843538934,0.0001518356962578,0.0001477827111846,0.0001552578221656,0.0001608371986391,0.0001654754098256
DEEP-USD,2021-08-22,8.0,0.0004117863901435,0.0004876433880592,0.0003380988069126,8.549318934048542e-05,0.0002679337850901,0.0002319706338268,0.0001680524452687,0.0001255408548577
DEEP-USD,2021-08-22,9.0,0.0004117863901435,0.0004876433880592,0.0003380988069126,8.549318934048542e-05,0.0002679337850901,0.0002319706338268,0.0001680524452687,0.0001255408548577
DEEP-USD,2021-08-22,9.0,0.0004117863901435,0.0004876433880592,0.0003380988069126,8.549318934048542e-05,0.0002679337850901,0.0002319706338268,0.0001680524452687,0.0001255408548577
DEEP-USD,2021-08-22,9.0,0.0004117863901435,0.0004876433880592,0.0003380988069126,8.549318934048542e-05,0.0002679337850901,0.0002319706338268,0.0001680524452687,0.0001255408548577
DEEP-USD,2021-09-02,4.0,-4.4239741300073146e-05,-1.3038870710371795e-05,2.727987539940255e-05,0.0001186644692965,0.000137008758496,0.000182320883445,0.0002311608219838,0.0002821310586299
DEEP-USD,2021-09-02,5.0,-4.4239741300073146e-05,-1.3038870710371795e-05,2.727987539940255e-05,0.0001186644692965,0.000137008758496,0.000182320883445,0.0002311608219838,0.0002821310586299
DEEP-USD,2021-09-02,6.0,-4.4239741300073146e-05,-1.3038870710371795e-05,2.727987539940255e-05,0.0001186644692965,0.000137008758496,0.000182320883445,0.0002311608219838,0.0002821310586299
DEEP-USD,2021-09-02,9.0,-4.4239741300073146e-05,-1.3038870710371795e-05,2.727987539940255e-05,0.0001186644692965,0.000137008758496,0.000182320883445,0.0002311608219838,0.0002821310586299
DEEP-USD,2021-09-06,4.0,0.0001411863839467,1.826946775939243e-05,-5.641021317443666e-05,-7.831175892812452e-05,7.20395477102507e-05,5.475283865112293e-05,6.387368137405556e-05,9.39446550111786e-05
DEEP-USD,2021-09-06,5.0,0.0001411863839467,1.826946775939243e-05,-5.641021317443666e-05,-7.831175892812452e-05,7.20395477102507e-05,5.475283865112293e-05,6.387368137405556e-05,9.39446550111786e-05
DEEP-USD,2021-09-06,6.0,0.0001411863839467,1.826946775939243e-05,-5.641021317443666e-05,-7.831175892812452e-05,7.20395477102507e-05,5.475283865112293e-05,6.387368137405556e-05,9.39446550111786e-05
DEEP-USD,2021-09-06,9.0,0.0001411863839467,1.826946775939243e-05,-5.641021317443666e-05,-7.831175892812452e-05,7.20395477102507e-05,5.475283865112293e-05,6.387368137405556e-05,9.39446550111786e-05
DEEP-USD,2021-09-25,1.0,0.0002135471062375,0.0002529615957209,0.000293276647523,0.0003369038317029,0.000352792285287,0.0003876035800494,0.0004212640761315,0.0004532609332836
DEEP-USD,2021-09-25,2.0,0.0002135471062375,0.0002529615957209,0.000293276647523,0.0003369038317029,0.000352792285287,0.0003876035800494,0.0004212640761315,0.0004532609332836
DEEP-USD,2021-09-25,5.0,0.0002135471062375,0.0002529615957209,0.000293276647523,0.0003369038317029,0.000352792285287,0.0003876035800494,0.0004212640761315,0.0004532609332836
DEEP-USD,2021-09-25,5.0,0.0002135471062375,0.0002529615957209,0.000293276647523,0.0003369038317029,0.000352792285287,0.0003876035800494,0.0004212640761315,0.0004532609332836
DEEP-USD,2021-10-13,6.0,-3.756935987414556e-05,-2.7531208953825503e-05,-1.41147862801538e-05,3.825643769139395e-06,2.7896034717912453e-05,4.426238336592695e-05,6.221078144586506e-05,8.129217337736977e-05
DEEP-USD,2021-10-13,6.0,-3.756935987414556e-05,-2.7531208953825503e-05,-1.41147862801538e-05,3.825643769139395e-06,2.7896034717912453e-05,4.426238336592695e-05,6.221078144586506e-05,8.129217337736977e-05
DEEP-USD,2021-10-13,6.0,-3.756935987414556e-05,-2.7531208953825503e-05,-1.41147862801538e-05,3.825643769139395e-06,2.7896034717912453e-05,4.426238336592695e-05,6.221078144586506e-05,8.129217337736977e-05
DEEP-USD,2021-10-13,7.0,-3.756935987414556e-05,-2.7531208953825503e-05,-1.41147862801538e-05,3.825643769139395e-06,2.7896034717912453e-05,4.426238336592695e-05,6.221078144586506e-05,8.129217337736977e-05
DEEP-USD,2021-11-02,8.0,-0.000342673541132,-0.0002483913062149,-0.0001654726570905,-0.0001405187004047,-0.0001592844347156,-0.0001134371581115,-7.969862108570996e-05,-5.825511208448916e-05
DEEP-USD,2021-11-02,9.0,-0.000342673541132,-0.0002483913062149,-0.0001654726570905,-0.0001405187004047,-0.0001592844347156,-0.0001134371581115,-7.969862108570996e-05,-5.825511208448916e-05
DEEP-USD,2021-11-02,9.0,-0.000342673541132,-0.0002483913062149,-0.0001654726570905,-0.0001405187004047,-0.0001592844347156,-0.0001134371581115,-7.969862108570996e-05,-5.825511208448916e-05
DEEP-USD,2021-11-02,8.0,-0.000342673541132,-0.0002483913062149,-0.0001654726570905,-0.0001405187004047,-0.0001592844347156,-0.0001134371581115,-7.969862108570996e-05,-5.825511208448916e-05
DEEP-USD,2021-11-17,5.0,-0.0003183789040181,-0.0002939310614054,-0.0002668004465779,-0.0002173966490261,-0.0002644051930233,-0.0002509117652747,-0.000240156941242,-0.000233496064908
DEEP-USD,2021-11-17,4.0,-0.0003183789040181,-0.0002939310614054,-0.0002668004465779,-0.0002173966490261,-0.0002644051930233,-0.0002509117652747,-0.000240156941242,-0.000233496064908
DEEP-USD,2021-11-17,5.0,-0.0003183789040181,-0.0002939310614054,-0.0002668004465779,-0.0002173966490261,-0.0002644051930233,-0.0002509117652747,-0.000240156941242,-0.000233496064908
DEEP-USD,2021-11-17,5.0,-0.0003183789040181,-0.0002939310614054,-0.0002668004465779,-0.0002173966490261,-0.0002644051930233,-0.0002509117652747,-0.000240156941242,-0.000233496064908
DEEP-USD,2021-12-18,7.0,-0.0001918421846403,-0.0001732973465636,-0.000155964902779,-0.0001414501654133,-0.0001523640123515,-0.0001424944692792,-0.0001347937499581,-0.0001295009617529
DEEP-USD,2021-12-18,6.0,-0.0001918421846403,-0.0001732973465636,-0.000155964902779,-0.0001414501654133,-0.0001523640123515,-0.0001424944692792,-0.0001347937499581,-0.0001295009617529
DEEP-USD,2021-12-18,6.0,-0.0001918421846403,-0.0001732973465636,-0.000155964902779,-0.0001414501654133,-0.0001523640123515,-0.0001424944692792,-0.0001347937499581,-0.0001295009617529
DEEP-USD,2021-12-18,5.0,-0.0001918421846403,-0.0001732973465636,-0.000155964902779,-0.0001414501654133,-0.0001523640123515,-0.0001424944692792,-0.0001347937499581,-0.0001295009617529
DEEP-USD,2021-12-28,3.0,-0.0001344738298149,-0.000134858701169,-0.0001326756231624,-0.0001278575755762,-0.0001346349114767,-0.0001346751818921,-0.0001346293020729,-0.0001351177218005
DEEP-USD,2021-12-28,4.0,-0.0001344738298149,-0.000134858701169,-0.0001326756231624,-0.0001278575755762,-0.0001346349114767,-0.0001346751818921,-0.0001346293020729,-0.0001351177218005
DEEP-USD,2021-12-28,5.0,-0.0001344738298149,-0.000134858701169,-0.0001326756231624,-0.0001278575755762,-0.0001346349114767,-0.0001346751818921,-0.0001346293020729,-0.0001351177218005
DEEP-USD,2021-12-28,6.0,-0.0001344738298149,-0.000134858701169,-0.0001326756231624,-0.0001278575755762,-0.0001346349114767,-0.0001346751818921,-0.0001346293020729,-0.0001351177218005
DEEP-USD,2022-03-08,2.0,-7.355082550508521e-05,-7.823046172250668e-05,-7.828003802529799e-05,-7.822287439842581e-05,-8.851234260137996e-05,-9.225272187545364e-05,-9.575828691369036e-05,-0.0001001278491357
DEEP-USD,2022-03-08,3.0,-7.355082550508521e-05,-7.823046172250668e-05,-7.828003802529799e-05,-7.822287439842581e-05,-8.851234260137996e-05,-9.225272187545364e-05,-9.575828691369036e-05,-0.0001001278491357
DEEP-USD,2022-03-08,3.0,-7.355082550508521e-05,-7.823046172250668e-05,-7.828003802529799e-05,-7.822287439842581e-05,-8.851234260137996e-05,-9.225272187545364e-05,-9.575828691369036e-05,-0.0001001278491357
DEEP-USD,2022-03-08,2.0,-7.355082550508521e-05,-7.823046172250668e-05,-7.828003802529799e-05,-7.822287439842581e-05,-8.851234260137996e-05,-9.225272187545364e-05,-9.575828691369036e-05,-0.0001001278491357
DEEP-USD,2022-04-01,9.0,-0.0001039269403458,-0.0001150082216758,-0.000127479119349,-0.0001347204611288,-0.0001270758630491,-0.0001328630937249,-0.0001373268117372,-0.0001397887348342
DEEP-USD,2022-04-01,9.0,-0.0001039269403458,-0.0001150082216758,-0.000127479119349,-0.0001347204611288,-0.0001270758630491,-0.0001328630937249,-0.0001373268117372,-0.0001397887348342
DEEP-USD,2022-04-01,9.0,-0.0001039269403458,-0.0001150082216758,-0.000127479119349,-0.0001347204611288,-0.0001270758630491,-0.0001328630937249,-0.0001373268117372,-0.0001397887348342
DEEP-USD,2022-04-01,9.0,-0.0001039269403458,-0.0001150082216758,-0.000127479119349,-0.0001347204611288,-0.0001270758630491,-0.0001328630937249,-0.0001373268117372,-0.0001397887348342
