symbol,breakout_date,peak_date,b_vs_-3,b_vs_-2,b_vs_-1,b_vs_+0,b_vs_+1,b_vs_+2,b_vs_+3,p_vs_-3,p_vs_-2,p_vs_-1,p_vs_+0,p_vs_+1,p_vs_+2
AGI-USD,2025-03-16,2025-03-25,-24.968685097561494,-6.839939890941249,-39.33828744986376,-17.025375285103262,91.38483160739916,61.99548632036696,345.15697227619313,48.52752320133826,-13.428977972800539,12.495775496962924,-50.47146738878248,104.9871150948996,150.00721366001443
AGIX-USD,2020-08-19,2020-08-23,-1.836299407059705,-16.365875218461547,45.00775522286862,6.936414510684652,54.990976023054316,38.916780330654824,203.46228982222826,54.990976023054316,38.916780330654824,203.46228982222826,152.19361319128097,9.614541847064451,-14.756353871498895
AGIX-USD,2021-01-31,2021-02-09,67.33049595351524,169.25893059470138,23.597416155432693,42.78031958613655,175.80966699416925,33.4148994851903,107.52852536784042,-24.93466834338365,-10.208547897719134,23.033843013967314,100.90317143955173,89.14363539313194,155.55270563630316
AGIX-USD,2021-02-23,2021-03-01,-37.170563456199886,-57.77454833049309,-46.72287504743547,-50.72372977155681,-54.52039532009591,-47.93913779183355,-44.360726004673744,-44.360726004673744,-7.570060499663011,-52.30659809065499,-25.019910165275327,-30.33648178707047,-49.06745246254338
AGIX-USD,2021-03-24,2021-04-01,-51.53709474116258,-31.380367246970064,-29.983332175803724,-39.197525536142464,19.134350267533517,26.555687815134622,9.60463308994781,-9.414514652279705,-24.146639086673805,1.4978657958973018,99.58045028965412,67.00740162658063,-23.129943658117725
AGIX-USD,2021-08-26,2021-09-04,5.8782428251864305,-2.8542126968391535,-2.924711579954997,31.165065449483563,25.24079070931171,93.04671607454793,125.5558117962467,84.58542900834357,167.03955160599625,65.6437242471111,17.732124283891793,52.72476197322167,42.2941485570212
AGIX-USD,2021-09-20,2021-09-25,-34.887390347472525,-26.303429637307552,11.423846280883376,15.035228231930642,-11.716792193405912,21.024332863900487,39.7242775911071,21.024332863900487,39.7242775911071,14.706755343844268,-6.3638933078196125,0.8137929979645797,-13.374907916181344
AGIX-USD,2022-03-21,2022-03-26,-44.41189880031132,-5.127703476350498,77.51456444642567,4.817979084308455,63.16764480187849,36.36828010014852,131.57720041662463,36.36828010014852,131.57720041662463,231.88211794694018,57.339736701935195,38.252957053468876,14.486870262163198
AGIX-USD,2022-09-13,2022-09-16,-1.925314117519239,38.43349284747044,120.15201340128816,155.51380848368203,-2.1312645745504177,115.5432918705181,213.49261317739266,155.51380848368203,-2.1312645745504177,115.5432918705181,213.49261317739266,110.74159153540926,-2.4326485254643537
AGIX-USD,2023-01-09,2023-01-18,399.8937521107267,217.69775082532198,588.9567070995787,104.43836190404797,409.9863682146302,353.90544555263375,112.44218366546792,89.15759319380147,59.02380087682819,114.7540114299249,28.88240044636552,17.24424047687563,18.56022652289777
AGIX-USD,2023-01-31,2023-02-07,-15.423694379827102,-63.648968965705556,-60.23373991283888,-57.55903738128107,-39.58335321905525,2.2158138723490595,174.56076165942727,211.613265198532,336.4790353200954,165.7898450882441,252.22369419143712,197.25784088517534,102.10771150175755
AGIX-USD,2023-02-26,2023-03-01,-36.16983564154469,47.98931932188679,-8.074800312738617,-48.47116932172565,9.882222410030206,175.20602449555588,63.1810431494044,-48.47116932172565,9.882222410030206,175.20602449555588,63.1810431494044,-3.7088923010320185,20.504942264364413
