market_level,metric,offset,yellow_thresh,green_thresh
8,MACD_SIGNAL,d0,2.278342123788516e-05,0.0168225650089221
8,MACD_SIGNAL,d1,2.102286472331496e-05,0.0155453316340637
8,MACD_SIGNAL,d2,6.733697615741486e-07,0.0131464144951736
8,MACD_SIGNAL,d3,-5.7295249768215335e-08,0.012356123261438
8,OBV,d0,1434512.0,871884115.0
8,OBV,d1,2091311.0,855643877.0
8,OBV,d2,1586653.0,850737715.0
8,OBV,d3,1735822.0,851575614.0
8,RNG,d0,0.3694600193062949,0.6429907474399773
8,RNG,d1,0.3541666224551202,0.5986718946381355
8,RNG,d2,0.3548667071423838,0.6064552891318887
8,RNG,d3,0.3479173610590675,0.5917676795528731
8,RSI,d0,50.153232969979776,63.07564862874992
8,RSI,d1,51.973336819592674,65.52974427222331
8,RSI,d2,51.768763288831785,64.26496238907725
8,RSI,d3,50.41172530804645,63.117148657988686
8,RVOL,d0,0.7983622896109361,1.2484201556930603
8,RVOL,d1,0.7674377854626945,1.3273714073071488
8,RVOL,d2,0.7896239358225817,1.2846061016897667
8,RVOL,d3,0.7130081096563294,1.261907303062202
8,STD,d0,0.0037818446144007,0.0848851510672554
8,STD,d1,0.0038653525682885,0.0861885830456729
8,STD,d2,0.0036658362151681,0.0824176669586088
8,STD,d3,0.0036371201980995,0.080344314526712
9,ADX,d0,27.70114834621401,42.19455081224662
9,ADX,d1,26.84594663835628,42.1034657010215
9,ADX,d2,25.67071021334369,41.21513506141885
9,ADX,d3,25.280824655933863,40.6890933966676
9,ATR,d0,0.0037050180483591,0.0773273725793585
9,ATR,d1,0.0035990888656576,0.0777979995692702
9,ATR,d2,0.0036208193719087,0.0763108378875582
9,ATR,d3,0.0036936255593437,0.0748970616405657
9,BBW,d0,0.4411864103044383,0.7099379716045503
9,BBW,d1,0.4345218918284381,0.6709004785097697
9,BBW,d2,0.4156325734595252,0.6681979157034451
9,BBW,d3,0.4085696825369964,0.6851819705785969
9,CMF,d0,-0.0392244256957958,0.124913515457416
9,CMF,d1,-0.0367446666856528,0.1345995861921472
9,CMF,d2,-0.0500532632138399,0.1145053876391804
9,CMF,d3,-0.0520597447290985,0.1047982157593264
9,EMA100_PCT,d0,-1.9921726635792136,42.42730743371334
9,EMA100_PCT,d1,4.185553143988697,47.61709693166646
9,EMA100_PCT,d2,1.595326099164902,44.91341683986615
9,EMA100_PCT,d3,-0.5930079831513632,39.15729315211839
9,EMA10_PCT,d0,1.0235240193788273,9.167857737692955
9,EMA10_PCT,d1,3.506860051136804,12.821430649257149
9,EMA10_PCT,d2,2.180584702580004,10.71285735553587
9,EMA10_PCT,d3,1.0818627814980593,9.503938688457358
9,EMA200_PCT,d0,-9.161741719354158,53.0069255012449
9,EMA200_PCT,d1,-0.5552879285254935,60.6994560874526
9,EMA200_PCT,d2,-3.2830061924697413,52.84718409776164
9,EMA200_PCT,d3,-7.2698311515459535,45.42050865448446
9,EMA50_PCT,d0,4.277599571885284,30.63623884574454
9,EMA50_PCT,d1,8.732653070067581,36.953961584445096
9,EMA50_PCT,d2,6.852190402030356,31.790891736388968
9,EMA50_PCT,d3,3.118050693901828,29.31074006842605
9,EMA5_PCT,d0,-0.515696279225382,3.821589350928864
9,EMA5_PCT,d1,1.5904382712619165,6.670370837472907
9,EMA5_PCT,d2,1.032114042953108,6.020082116439124
9,EMA5_PCT,d3,0.2430853884061532,5.148278901180456
9,MACD,d0,0.0001895944587262,0.0229444475016102
9,MACD,d1,0.000189664246125,0.0216257795300176
9,MACD,d2,8.138865687168546e-05,0.0178790888756473
9,MACD,d3,5.4688218294239024e-05,0.0137641620085603
9,MACD_SIGNAL,d0,9.031514641296288e-05,0.0174638057097836
9,MACD_SIGNAL,d1,6.902598271972275e-05,0.0160849415642477
9,MACD_SIGNAL,d2,4.429812444362077e-05,0.0143527759099635
9,MACD_SIGNAL,d3,3.253110307308793e-05,0.0123425834243561
9,OBV,d0,727570.0,856326075.5400007
9,OBV,d1,845364.0,845161342.0
9,OBV,d2,783377.0,867723961.6400002
9,OBV,d3,723410.0,829616026.0
9,RNG,d0,0.3685180334241003,0.6099235397418764
9,RNG,d1,0.3569482500588706,0.5795052039339612
9,RNG,d2,0.3430235431186982,0.5746720418557784
9,RNG,d3,0.3406779532166607,0.5780402785674019
9,RSI,d0,52.51831187650758,65.57629557829836
9,RSI,d1,55.29196898674174,66.61056782999296
9,RSI,d2,53.56787096786273,65.03351075830054
9,RSI,d3,51.8661551983765,63.21956996372838
9,RVOL,d0,0.7959076255480194,1.2541681322546605
9,RVOL,d1,0.7943513581376238,1.354120389094013
9,RVOL,d2,0.7968612601034316,1.3356192502454205
9,RVOL,d3,0.7162182815012633,1.1708153132590382
9,STD,d0,0.0037718413322841,0.0794763280609581
9,STD,d1,0.0035930185536714,0.0776400518736799
9,STD,d2,0.0033189236676454,0.0770752334240984
9,STD,d3,0.0031961127212398,0.0746188778366496
