symbol,breakout_date,b_rng_-3,b_rng_-2,b_rng_-1,b_rng_+0,b_rng_+1,b_rng_+2,b_rng_+3,p_rng_-3,p_rng_-2,p_rng_-1,p_rng_+0,p_rng_+1,p_rng_+2
ACH-USD,2022-01-07,12.879767262668025,23.5961943745346,25.74972742070134,27.177679289878913,26.832686857647953,24.851490329309485,42.3704802671569,12.879767262668025,23.5961943745346,25.74972742070134,27.177679289878913,26.832686857647953,24.851490329309485
ACH-USD,2022-02-06,50.400732929360046,28.43001677346266,23.967125744433236,24.421126378355524,28.9898326878507,47.03059772853611,45.493824831723,50.400732929360046,28.43001677346266,23.967125744433236,24.421126378355524,28.9898326878507,47.03059772853611
ACH-USD,2022-07-16,22.965259823604526,20.139236814116625,19.823791759367197,19.154976375930065,19.56364526304203,18.695186814798745,58.31452434773379,22.965259823604526,20.139236814116625,19.823791759367197,19.154976375930065,19.56364526304203,18.695186814798745
ACH-USD,2022-10-11,29.556563181977747,29.564589205560686,29.66125012063374,34.43396691599325,20.930452496630817,20.482854086715857,50.69247704301628,29.556563181977747,29.564589205560686,29.66125012063374,34.43396691599325,20.930452496630817,20.482854086715857
ACH-USD,2023-01-13,11.222882609789728,11.076812609995962,12.291541223215573,13.256804387675405,19.522687647690372,19.371155581239503,54.272930154697384,11.222882609789728,11.076812609995962,12.291541223215573,13.256804387675405,19.522687647690372,19.371155581239503
ACH-USD,2023-01-27,66.76743531130748,60.75816488593663,60.926372424547644,56.282272322467335,56.060610157416136,51.92873263849106,43.12491789287413,66.76743531130748,60.75816488593663,60.926372424547644,56.282272322467335,56.060610157416136,51.92873263849106
ACH-USD,2023-02-02,43.12491789287413,57.94324436223647,54.5877063062107,54.43136330445922,48.814420113130176,45.722919637711186,60.12789343585619,43.12491789287413,57.94324436223647,54.5877063062107,54.43136330445922,48.814420113130176,45.722919637711186
ACH-USD,2023-02-14,69.07397968151248,68.55705407337896,57.84620912547019,57.046338675863765,44.92573781487271,60.089190806371526,51.55119702909298,69.07397968151248,68.55705407337896,57.84620912547019,57.046338675863765,44.92573781487271,60.089190806371526
ACH-USD,2023-02-18,44.92573781487271,60.089190806371526,51.55119702909298,50.79594561460528,53.71428780058961,70.84809113280319,83.99386396142737,44.92573781487271,60.089190806371526,51.55119702909298,50.79594561460528,53.71428780058961,70.84809113280319
ACH-USD,2023-03-10,72.24511903765632,100.39159455404521,79.55326244186855,76.10351974403194,77.94769270613375,68.38086278960212,51.056549613539936,72.24511903765632,100.39159455404521,79.55326244186855,76.10351974403194,77.94769270613375,68.38086278960212
ACH-USD,2024-03-11,41.10397217356128,40.40461158367514,40.17995361316528,38.41163395273536,42.769841148645774,52.775888535033225,56.64608533447102,41.10397217356128,40.40461158367514,40.17995361316528,38.41163395273536,42.769841148645774,52.775888535033225
ACH-USD,2025-01-24,28.969399845701016,29.85525308502869,29.568973528352966,30.40761512233259,30.656037210735327,27.198497846921896,66.14806953409095,28.969399845701016,29.85525308502869,29.568973528352966,30.40761512233259,30.656037210735327,27.198497846921896
ACH-USD,2025-01-28,30.656037210735327,27.198497846921896,66.14806953409095,82.38023700423936,67.37537892919832,64.03863693272436,62.63973819693745,30.656037210735327,27.198497846921896,66.14806953409095,82.38023700423936,67.37537892919832,64.03863693272436
ACH-USD,2025-02-15,120.0781186728476,128.00527685712697,127.63936794542106,118.28495725143432,82.13898694210657,67.35368292293984,45.654337665740236,120.0781186728476,128.00527685712697,127.63936794542106,118.28495725143432,82.13898694210657,67.35368292293984
ACT-USD,2020-03-16,167.3629318478306,163.56677129853028,143.97305068107949,165.15889108092475,151.81579101514433,146.83126314154126,125.76848582514972,167.3629318478306,163.56677129853028,143.97305068107949,165.15889108092475,151.81579101514433,146.83126314154126
ACT-USD,2020-08-23,31.150224078486655,30.880116999797256,30.984226160573503,29.630779769292257,27.789452317458306,16.799095880677577,54.46488940651189,31.150224078486655,30.880116999797256,30.984226160573503,29.630779769292257,27.789452317458306,16.799095880677577
ACT-USD,2020-09-07,181.4636060399494,225.04653091560962,206.10988597310092,212.41131417126144,224.41473339265997,207.87310334178892,94.25026302254327,181.4636060399494,225.04653091560962,206.10988597310092,212.41131417126144,224.41473339265997,207.87310334178892
ACT-USD,2021-02-09,43.572131747419625,44.34456981966108,37.444655473975,37.558876397401896,40.86043511343327,46.9176935706941,54.83224767863911,43.572131747419625,44.34456981966108,37.444655473975,37.558876397401896,40.86043511343327,46.9176935706941
ACT-USD,2021-02-13,40.86043511343327,46.9176935706941,54.83224767863911,55.41798142553805,55.67706913564761,56.16946471002942,80.64336649231664,40.86043511343327,46.9176935706941,54.83224767863911,55.41798142553805,55.67706913564761,56.16946471002942
ACT-USD,2021-03-09,66.7086869670655,62.27822638768461,62.52013858221017,59.72486998866167,42.5509226704029,38.397947218175055,50.60942412946611,66.7086869670655,62.27822638768461,62.52013858221017,59.72486998866167,42.5509226704029,38.397947218175055
ACT-USD,2021-03-16,51.78015986557549,52.11184109451971,54.40577884572575,51.232989024675106,50.937835840421606,51.38879535311736,61.81817595006413,51.78015986557549,52.11184109451971,54.40577884572575,51.232989024675106,50.937835840421606,51.38879535311736
ACT-USD,2021-03-29,61.343012778219254,60.97666913860597,58.89562707614174,56.73109886356846,51.78492312613414,47.57103504282591,46.93378971433842,61.343012778219254,60.97666913860597,58.89562707614174,56.73109886356846,51.78492312613414,47.57103504282591
ACT-USD,2021-04-02,51.78492312613414,47.57103504282591,46.93378971433842,52.100392049838554,53.4576214182627,45.67193316439485,57.34028331781419,51.78492312613414,47.57103504282591,46.93378971433842,52.100392049838554,53.4576214182627,45.67193316439485
ACT-USD,2021-05-23,223.50889728386616,275.1607693040031,252.6348755442382,340.8814139855321,266.54401424857724,277.8910755198203,146.69887020510993,223.50889728386616,275.1607693040031,252.6348755442382,340.8814139855321,266.54401424857724,277.8910755198203
ACT-USD,2021-08-05,35.34689313697655,34.91257462601522,26.975416642136732,27.344589957854303,44.915423122515804,42.884748857823965,88.8202315144891,35.34689313697655,34.91257462601522,26.975416642136732,27.344589957854303,44.915423122515804,42.884748857823965
ACT-USD,2022-01-04,51.00030821932471,51.27649767958475,51.08679188723034,114.35280258518304,73.3295683689015,68.5191717158372,72.6323675230955,51.00030821932471,51.27649767958475,51.08679188723034,114.35280258518304,73.3295683689015,68.5191717158372
ACT-USD,2022-01-13,67.65393907531728,65.23863434721969,64.40363998395584,71.16212409114333,75.94051207465427,67.66712143740082,74.0048823838922,67.65393907531728,65.23863434721969,64.40363998395584,71.16212409114333,75.94051207465427,67.66712143740082
ACT-USD,2022-01-23,91.78487887432819,111.84540939752034,165.52675109228738,293.1241252734238,147.80181112890452,157.70661306033796,153.03467718636512,91.78487887432819,111.84540939752034,165.52675109228738,293.1241252734238,147.80181112890452,157.70661306033796
ACT-USD,2022-02-08,59.63399746716986,58.357349683813595,30.855096912222074,34.31211450869602,37.86267599399127,34.86575973179012,139.4877477081695,59.63399746716986,58.357349683813595,30.855096912222074,34.31211450869602,37.86267599399127,34.86575973179012
ACT-USD,2022-02-13,34.86575973179012,139.4877477081695,151.69173826779405,149.01796825655092,137.0330403146385,130.85200983572207,110.43762908602899,34.86575973179012,139.4877477081695,151.69173826779405,149.01796825655092,137.0330403146385,130.85200983572207
ACT-USD,2022-02-17,137.0330403146385,130.85200983572207,110.43762908602899,127.32199408737094,93.05247406640295,72.66709442076066,123.87205748179335,137.0330403146385,130.85200983572207,110.43762908602899,127.32199408737094,93.05247406640295,72.66709442076066
ACT-USD,2022-03-08,150.98685266648945,101.80989220868744,91.73380712829497,56.198909692797514,45.97001146769525,42.331870875099945,40.43608368576055,150.98685266648945,101.80989220868744,91.73380712829497,56.198909692797514,45.97001146769525,42.331870875099945
ACT-USD,2024-03-10,29.091993206187666,44.06085667236752,42.28972210466009,41.5990730480533,34.94176522044767,34.434492361072806,53.57450189583438,29.091993206187666,44.06085667236752,42.28972210466009,41.5990730480533,34.94176522044767,34.434492361072806
ACT-USD,2024-07-10,96.19451105443027,94.79167538267579,97.43041224362182,98.69849055916755,98.27214394466452,95.38784820492123,148.6666662786298,96.19451105443027,94.79167538267579,97.43041224362182,98.69849055916755,98.27214394466452,95.38784820492123
ACT-USD,2024-07-14,98.27214394466452,95.38784820492123,148.6666662786298,197.78271402834568,228.13299750540276,223.00001564333215,140.47244637264507,98.27214394466452,95.38784820492123,148.6666662786298,197.78271402834568,228.13299750540276,223.00001564333215
ACT-USD,2024-07-18,228.13299750540276,223.00001564333215,140.47244637264507,176.70683151046353,69.26298425702896,69.26298425702896,69.26298425702896,228.13299750540276,223.00001564333215,140.47244637264507,176.70683151046353,69.26298425702896,69.26298425702896
ACT-USD,2024-08-02,332.4138044889495,332.4138044889495,332.4138044889495,332.0689742726675,332.0689742726675,336.7132972452649,90.84033594331996,332.4138044889495,332.4138044889495,332.4138044889495,332.0689742726675,332.0689742726675,336.7132972452649
ACT-USD,2024-11-08,28.725963716336402,29.121538509057746,29.156624968236464,29.191794026049877,29.191794026049877,22.680411021375843,165.09073711485462,28.725963716336402,29.121538509057746,29.156624968236464,29.191794026049877,29.191794026049877,22.680411021375843
ACT-USD,2024-11-15,91.67838369901564,132.08374857812916,157.32098288245626,206.38521148210276,137.5659427487248,137.61434774199262,137.51757179579585,91.67838369901564,132.08374857812916,157.32098288245626,206.38521148210276,137.5659427487248,137.61434774199262
ACT-USD,2024-11-25,183.44277029159423,165.09073711485462,155.08651884100036,104.65303609585347,105.061164936907,56.57122177366631,48.26682242062268,183.44277029159423,165.09073711485462,155.08651884100036,104.65303609585347,105.061164936907,56.57122177366631
ACT-USD,2024-12-05,61.031310276554976,61.00883907776265,58.48923727374893,55.12278168933944,52.459682041593055,47.79087350155077,42.26636476774596,61.031310276554976,61.00883907776265,58.48923727374893,55.12278168933944,52.459682041593055,47.79087350155077
ACT-USD,2025-01-02,39.99046259944071,32.52251981079312,36.15306563280384,38.98123047937161,48.284559698097006,42.381433459130875,38.138015615532034,39.99046259944071,32.52251981079312,36.15306563280384,38.98123047937161,48.284559698097006,42.381433459130875
ACT-USD,2025-02-07,27.235777606711775,29.756707951867696,65.68471209175978,103.02439054308296,66.20689549466422,66.16541216274817,66.00000218278781,27.235777606711775,29.756707951867696,65.68471209175978,103.02439054308296,66.20689549466422,66.16541216274817
ACT-USD,2025-02-13,66.00000218278781,65.46807477487442,70.63545323951033,91.58716079398891,70.39999993791307,65.28465491861526,40.95898515432455,66.00000218278781,65.46807477487442,70.63545323951033,91.58716079398891,70.39999993791307,65.28465491861526
ACT-USD,2025-03-11,23.59249423892738,27.00348103454791,27.373323249882503,67.53875885918148,67.4733771782203,46.590906438028256,43.29192153607108,23.59249423892738,27.00348103454791,27.373323249882503,67.53875885918148,67.4733771782203,46.590906438028256
ACT-USD,2025-03-26,46.097880802254124,45.32894641609555,38.77550551186952,50.34246834759881,30.191165926671985,30.131577647371145,30.131577647371145,46.097880802254124,45.32894641609555,38.77550551186952,50.34246834759881,30.191165926671985,30.131577647371145
ACT-USD,2025-04-23,39.197269101236586,39.09710495714202,39.130436077120386,39.23077129731541,39.130436077120386,32.66903960590304,30.86014338270976,39.197269101236586,39.09710495714202,39.130436077120386,39.23077129731541,39.130436077120386,32.66903960590304
ACT-USD,2025-05-01,31.237722833944844,31.258193319617863,40.82840667580427,40.89754929489019,31.640622276248468,41.116747919367825,24.187251855771922,31.237722833944844,31.258193319617863,40.82840667580427,40.89754929489019,31.640622276248468,41.116747919367825
AGI-USD,2023-05-15,95.03018772397242,80.54674644183768,80.86668878582911,78.51794331830433,74.81626227926635,62.06287898904642,52.920048465784895,95.03018772397242,80.54674644183768,80.86668878582911,78.51794331830433,74.81626227926635,62.06287898904642
AGI-USD,2023-09-02,27.392602225008247,20.453330244159442,13.512576103159011,11.75486401230063,17.813540718723175,26.39774645570419,81.74632455268689,27.392602225008247,20.453330244159442,13.512576103159011,11.75486401230063,17.813540718723175,26.39774645570419
AGI-USD,2023-10-04,91.32526564190354,80.95173502597171,79.65080533945395,79.32705152220153,81.51034919368293,81.74642078135913,51.67545823339607,91.32526564190354,80.95173502597171,79.65080533945395,79.32705152220153,81.51034919368293,81.74642078135913
AGI-USD,2023-11-12,44.52905255164523,43.30275155521776,36.035830036414566,34.79900318792732,37.25292614518373,37.40612947704297,49.12837405999299,44.52905255164523,43.30275155521776,36.035830036414566,34.79900318792732,37.25292614518373,37.40612947704297
AGI-USD,2023-11-21,76.50297496035742,68.02414527780418,72.77899736186625,94.422601400849,82.22051667918605,83.50596927367124,69.17374144355314,76.50297496035742,68.02414527780418,72.77899736186625,94.422601400849,82.22051667918605,83.50596927367124
AGI-USD,2023-12-06,37.31462879375048,38.231915535525665,40.96843101789911,32.92131849784394,32.37170570136231,22.224819018478467,35.47644585935132,37.31462879375048,38.231915535525665,40.96843101789911,32.92131849784394,32.37170570136231,22.224819018478467
AGI-USD,2023-12-11,22.224819018478467,35.47644585935132,41.86613064464445,48.625574732560935,43.6518008141914,43.73980774810503,49.11288468572017,22.224819018478467,35.47644585935132,41.86613064464445,48.625574732560935,43.6518008141914,43.73980774810503
AGI-USD,2023-12-19,66.3539737089407,66.08807859934713,65.65594347087169,68.34285532373613,62.07390993300633,65.11534884593357,62.451468117889085,66.3539737089407,66.08807859934713,65.65594347087169,68.34285532373613,62.07390993300633,65.11534884593357
AGI-USD,2024-02-13,32.71803926981961,32.88616018118601,31.654363089293955,31.942165039240372,27.24492853308611,43.097385528356526,51.54826199574023,32.71803926981961,32.88616018118601,31.654363089293955,31.942165039240372,27.24492853308611,43.097385528356526
AGI-USD,2024-02-17,27.24492853308611,43.097385528356526,51.54826199574023,64.15169670114317,69.318243195809,76.3658120128783,84.18888711738386,27.24492853308611,43.097385528356526,51.54826199574023,64.15169670114317,69.318243195809,76.3658120128783
AGI-USD,2024-02-21,69.318243195809,76.3658120128783,84.18888711738386,73.8959663720334,85.55025580924986,80.94665958712422,78.69715337824371,69.318243195809,76.3658120128783,84.18888711738386,73.8959663720334,85.55025580924986,80.94665958712422
AGI-USD,2024-02-27,78.69715337824371,89.77178760990832,91.52598144930876,119.29115984780888,90.46383648026732,98.00606344169657,83.0470616447803,78.69715337824371,89.77178760990832,91.52598144930876,119.29115984780888,90.46383648026732,98.00606344169657
AGI-USD,2024-03-04,83.0470616447803,84.75177663263143,84.35539187829363,84.7558210601906,80.98214042113364,61.83686450865709,53.830328321644245,83.0470616447803,84.75177663263143,84.35539187829363,84.7558210601906,80.98214042113364,61.83686450865709
AGI-USD,2024-03-08,80.98214042113364,61.83686450865709,53.830328321644245,57.81547191850379,73.91719250460869,86.23905222798848,85.2542634024713,80.98214042113364,61.83686450865709,53.830328321644245,57.81547191850379,73.91719250460869,86.23905222798848
AGI-USD,2024-06-18,48.98917246549223,55.297691038225075,85.90527206328773,101.81304028845119,87.93442471232225,72.74578757692224,60.627980611982075,48.98917246549223,55.297691038225075,85.90527206328773,101.81304028845119,87.93442471232225,72.74578757692224
AGI-USD,2024-09-21,19.255942785228886,22.746866632528533,20.423645594198007,19.61816573253875,20.88197248236955,33.830636073150934,47.631560009514594,19.255942785228886,22.746866632528533,20.423645594198007,19.61816573253875,20.88197248236955,33.830636073150934
AGI-USD,2025-03-16,62.505349819502136,59.22354174984395,60.08626488600622,63.06096378920388,34.836149027817925,33.92729265964628,41.67116758729995,62.505349819502136,59.22354174984395,60.08626488600622,63.06096378920388,34.836149027817925,33.92729265964628
AGIX-USD,2020-08-07,25.85899991966045,43.105558818801036,42.61517171238592,44.79152244627577,44.8290160778118,56.71724683033212,60.981295599460644,25.85899991966045,43.105558818801036,42.61517171238592,44.79152244627577,44.8290160778118,56.71724683033212
AGIX-USD,2020-08-19,63.187741869670184,62.17911168471789,64.40611295229408,57.160374807327386,55.27651739971163,55.816371746791354,68.25493399730125,63.187741869670184,62.17911168471789,64.40611295229408,57.160374807327386,55.27651739971163,55.816371746791354
AGIX-USD,2021-01-01,31.306208214885714,32.09427491065796,31.420482528229567,47.14490411304585,47.41960347017108,41.418996602634536,38.905991005688854,31.306208214885714,32.09427491065796,31.420482528229567,47.14490411304585,47.41960347017108,41.418996602634536
AGIX-USD,2021-01-21,43.256391036259494,45.440914709518005,43.528621136729456,44.705463559605505,41.023357597726026,39.30271404695556,39.07241748994711,43.256391036259494,45.440914709518005,43.528621136729456,44.705463559605505,41.023357597726026,39.30271404695556
AGIX-USD,2021-01-31,37.922674852314586,46.09567403259953,47.49962077056972,50.77805315861559,43.45348371394174,40.29655942882415,45.234735797840834,37.922674852314586,46.09567403259953,47.49962077056972,50.77805315861559,43.45348371394174,40.29655942882415
AGIX-USD,2021-02-06,45.234735797840834,54.59182896193206,43.531685337449865,48.5875413131197,44.90966524668311,46.85637860743418,56.59800525544484,45.234735797840834,54.59182896193206,43.531685337449865,48.5875413131197,44.90966524668311,46.85637860743418
AGIX-USD,2021-02-10,44.90966524668311,46.85637860743418,56.59800525544484,61.08274090424467,63.093876473314154,66.21311858215128,80.72665661757587,44.90966524668311,46.85637860743418,56.59800525544484,61.08274090424467,63.093876473314154,66.21311858215128
AGIX-USD,2021-02-23,108.3573581481872,97.55562287351951,104.15341467558808,119.67851756687723,100.17012573555164,100.10958060567208,89.12171162539205,108.3573581481872,97.55562287351951,104.15341467558808,119.67851756687723,100.17012573555164,100.10958060567208
AGIX-USD,2021-03-24,47.32942304041387,50.029740515896115,41.733978215318636,40.28316111888354,35.50779856340052,33.03712033190625,34.74439143566854,47.32942304041387,50.029740515896115,41.733978215318636,40.28316111888354,35.50779856340052,33.03712033190625
AGIX-USD,2021-05-23,90.33177300098258,112.82529971053465,115.67259501476525,166.76962681510705,113.53606280700221,118.13503008962006,95.90458520601698,90.33177300098258,112.82529971053465,115.67259501476525,166.76962681510705,113.53606280700221,118.13503008962006
AGIX-USD,2021-05-28,118.13503008962006,95.90458520601698,101.79833944386624,975.5041400859035,148.40867724249236,141.07409276532556,107.9273859909857,118.13503008962006,95.90458520601698,101.79833944386624,975.5041400859035,148.40867724249236,141.07409276532556
AGIX-USD,2021-08-26,26.142759048416373,27.329166795294963,24.707599689438727,24.278687603398332,22.664457639260046,38.2380868468719,43.06563607073577,26.142759048416373,27.329166795294963,24.707599689438727,24.278687603398332,22.664457639260046,38.2380868468719
AGIX-USD,2021-08-30,22.664457639260046,38.2380868468719,43.06563607073577,46.01356493699904,44.61754058833452,53.59339908270777,58.43878964178198,22.664457639260046,38.2380868468719,43.06563607073577,46.01356493699904,44.61754058833452,53.59339908270777
AGIX-USD,2021-09-20,74.95216850653512,70.81998540964717,90.81541305582988,115.20927948658162,110.22261884918383,77.06889802356542,74.68947481088018,74.95216850653512,70.81998540964717,90.81541305582988,115.20927948658162,110.22261884918383,77.06889802356542
AGIX-USD,2022-03-21,17.06223361652448,15.844889922470967,28.484393615692795,28.27243314552295,25.758620873834186,30.394969560527493,53.98758753050572,17.06223361652448,15.844889922470967,28.484393615692795,28.27243314552295,25.758620873834186,30.394969560527493
AGIX-USD,2022-09-13,26.51809893473315,26.349551563872723,34.82887532948498,43.61864687020229,42.92436115103778,39.495599988827415,47.403520284293904,26.51809893473315,26.349551563872723,34.82887532948498,43.61864687020229,42.92436115103778,39.495599988827415
AGIX-USD,2022-10-10,26.17134097563901,26.976536723066367,27.245283722131827,28.158499728558816,30.427744576642404,35.91131663745127,59.84561778320366,26.17134097563901,26.976536723066367,27.245283722131827,28.158499728558816,30.427744576642404,35.91131663745127
AGIX-USD,2023-01-05,21.57410487707329,21.23161957408403,20.14905016860408,20.849129688273653,23.142334030321994,25.461785551459776,50.29137674946883,21.57410487707329,21.23161957408403,20.14905016860408,20.849129688273653,23.142334030321994,25.461785551459776
AGIX-USD,2023-01-09,23.142334030321994,25.461785551459776,50.29137674946883,47.261756045586104,54.051931156598094,71.99999875638605,61.123478890123025,23.142334030321994,25.461785551459776,50.29137674946883,47.261756045586104,54.051931156598094,71.99999875638605
AGIX-USD,2023-01-31,46.8293307679297,36.938786536279636,40.776679329805205,39.07277382747329,36.373198782232926,36.41398074068194,44.572544484732724,46.8293307679297,36.938786536279636,40.776679329805205,39.07277382747329,36.373198782232926,36.41398074068194
AGIX-USD,2023-02-04,36.373198782232926,36.41398074068194,44.572544484732724,56.875417917068226,66.36294609212868,73.23893349079651,74.92147276453233,36.373198782232926,36.41398074068194,44.572544484732724,56.875417917068226,66.36294609212868,73.23893349079651
AGIX-USD,2023-02-26,38.75499994321514,34.898153705889655,38.37847397772166,37.377997047151425,30.47887485234541,33.30008638555954,34.04307385436428,38.75499994321514,34.898153705889655,38.37847397772166,37.377997047151425,30.47887485234541,33.30008638555954
AGIX-USD,2023-03-11,56.86011156259731,71.18527774338523,80.55556171342842,85.92574607482862,71.44874373041004,69.31405196024394,55.87152680570678,56.86011156259731,71.18527774338523,80.55556171342842,85.92574607482862,71.44874373041004,69.31405196024394
AGIX-USD,2024-02-14,16.761777990770977,17.177390481610228,18.647861366530293,19.454777570423524,18.895662340549823,41.8893148631396,45.52368019186821,16.761777990770977,17.177390481610228,18.647861366530293,19.454777570423524,18.895662340549823,41.8893148631396
AGIX-USD,2024-02-18,18.895662340549823,41.8893148631396,45.52368019186821,47.44082858466072,55.02619993458479,52.16246619075254,60.5887810338011,18.895662340549823,41.8893148631396,45.52368019186821,47.44082858466072,55.02619993458479,52.16246619075254
AGIX-USD,2024-02-27,76.13796356170448,74.39786765974195,76.42111808641596,82.81790332449374,72.87443442768404,76.0400711615119,62.46976274623357,76.13796356170448,74.39786765974195,76.42111808641596,82.81790332449374,72.87443442768404,76.0400711615119
AGIX-USD,2024-03-04,62.46976274623357,59.847732915929775,62.377690548510586,62.23469213065522,64.81624681137022,43.86243974965999,50.73331563660719,62.46976274623357,59.847732915929775,62.377690548510586,62.23469213065522,64.81624681137022,43.86243974965999
AGIX-USD,2024-06-18,52.72588657829365,52.70459394859835,73.80286921167415,91.88536637444302,71.29890923483283,61.24292908927336,47.3997196869375,52.72588657829365,52.70459394859835,73.80286921167415,91.88536637444302,71.29890923483283,61.24292908927336
AGIX-USD,2024-08-08,77.5860642114711,58.142421289148984,83.54128301351983,79.67946358788029,83.32260466174448,82.47209926896845,59.97666799104034,77.5860642114711,58.142421289148984,83.54128301351983,79.67946358788029,83.32260466174448,82.47209926896845
