symbol,date,regime,entry_price,exit_pct,exit_price,bars_held,return,win
ORDI-USD,2023-11-29,6,19.523372650146484,0.45,28.308890342712402,3,0.44999999999999996,True
ORDI-USD,2023-12-03,7,37.79851150512695,0.45,54.80784168243408,2,0.44999999999999996,True
ORDI-USD,2023-12-11,8,46.52052307128906,0.45,52.09733963012695,5,0.11987862970267682,False
ORDI-USD,2023-12-22,9,52.14397048950195,0.45,75.60875720977783,3,0.44999999999999996,True
ORDI-USD,2025-05-06,4,7.11362886428833,0.45,10.314761853218078,4,0.44999999999999996,True
OSMO-USD,2022-06-07,4,1.1734089851379397,0.45,1.7014430284500124,3,0.44999999999999996,True
OSMO-USD,2022-10-25,8,1.2240029573440552,0.45,1.5295870304107666,5,0.2496595872037708,False
OSMO-USD,2023-10-27,7,0.2767690122127533,0.45,0.3560470044612884,5,0.28644099863171757,False
OSMO-USD,2023-12-09,8,0.7919530272483826,0.45,1.1483318895101546,5,0.44999999999999996,True
OSMO-USD,2023-12-13,8,1.0856150388717651,0.45,1.5143369436264038,5,0.39491153807171986,False
PAAL-USD,2024-02-06,6,0.1098719984292984,0.45,0.15931439772248268,4,0.44999999999999996,True
PAAL-USD,2024-02-13,7,0.1715790033340454,0.45,0.24878955483436585,3,0.44999999999999996,True
PAAL-USD,2024-02-27,7,0.3646290004253387,0.45,0.5287120506167411,4,0.44999999999999996,True
PAAL-USD,2024-03-22,4,0.5301719903945923,0.45,0.7687493860721588,3,0.44999999999999996,True
PAAL-USD,2024-05-02,3,0.3753620088100433,0.45,0.4830659925937652,5,0.2869336300846228,False
PAAL-USD,2024-07-12,6,0.1922899931669235,0.45,0.2788204900920391,3,0.44999999999999996,True
PAAL-USD,2024-09-16,5,0.1601630002260208,0.45,0.2270199954509735,5,0.41743096177397154,False
PAAL-USD,2024-10-27,4,0.1819369941949844,0.45,0.2232339978218078,5,0.22698519237140324,False
PAAL-USD,2024-11-03,2,0.2134760022163391,0.45,0.3095402032136917,4,0.44999999999999996,True
PAAL-USD,2024-11-12,7,0.1168370023369789,0.45,0.16941365338861938,0,0.44999999999999973,True
PAAL-USD,2024-11-26,7,0.1599439978599548,0.45,0.23191879689693445,3,0.44999999999999996,True
PAAL-USD,2024-12-03,9,0.3045090138912201,0.45,0.3774470090866089,5,0.23952655543209778,False
PAAL-USD,2024-12-31,3,0.3053619861602783,0.45,0.44277487993240355,5,0.44999999999999996,True
PAAL-USD,2025-04-06,1,0.088809996843338,0.45,0.12877449542284009,3,0.44999999999999996,True
PAAL-USD,2025-04-20,7,0.1297740042209625,0.45,0.1587589979171753,5,0.22334976769970716,False
PAAL-USD,2025-05-07,4,0.1156850010156631,0.45,0.1677432514727115,3,0.44999999999999996,True
PCI-USD,2021-03-07,7,1.4716089963912964,0.45,2.1338330447673797,3,0.44999999999999996,True
PCI-USD,2021-03-25,3,2.144253969192505,0.45,3.109168255329132,5,0.44999999999999996,True
PCI-USD,2021-04-07,8,1.8426469564437864,0.45,2.6718380868434903,0,0.44999999999999996,True
PCI-USD,2021-05-24,2,0.898006021976471,0.45,1.3021087318658828,3,0.44999999999999996,True
PCI-USD,2021-06-11,2,0.600866973400116,0.45,0.8712571114301682,0,0.44999999999999996,True
PCI-USD,2021-06-22,1,0.268312007188797,0.45,0.38905241042375566,1,0.44999999999999996,True
PCI-USD,2021-06-26,1,0.3772250115871429,0.45,0.5469762668013571,2,0.44999999999999996,True
PCI-USD,2021-07-12,3,0.4215959906578064,0.45,0.6113141864538193,3,0.44999999999999996,True
PCI-USD,2021-10-22,6,0.7248889803886414,0.45,1.05108902156353,3,0.44999999999999996,True
PCI-USD,2021-10-30,8,0.8998680114746094,0.45,1.1430339813232422,5,0.2702240403569385,False
PCI-USD,2021-11-14,6,1.0953450202941897,0.45,1.588250279426575,3,0.44999999999999996,True
PCI-USD,2023-02-03,9,0.1266250014305114,0.45,0.1836062520742415,3,0.44999999999999996,True
PCI-USD,2023-02-12,3,0.1888229995965957,0.45,0.2737933494150638,5,0.44999999999999996,True
PCI-USD,2023-02-16,4,0.2087129950523376,0.45,0.3026338428258895,2,0.44999999999999996,True
PCI-USD,2023-05-06,4,0.0429209992289543,0.45,0.062235448881983735,3,0.44999999999999996,True
PCI-USD,2023-09-29,8,0.0223859995603561,0.45,0.032459699362516345,3,0.4500000000000002,True
PCI-USD,2023-11-03,8,0.0292559992522001,0.45,0.04242119891569014,3,0.44999999999999996,True
PCI-USD,2023-11-13,9,0.0351449996232986,0.45,0.050960249453782976,1,0.44999999999999996,True
PCI-USD,2023-12-04,7,0.0603250004351139,0.45,0.08747125063091515,3,0.44999999999999996,True
PCI-USD,2023-12-17,5,0.0882240012288093,0.45,0.12792480178177348,4,0.44999999999999996,True
PCI-USD,2024-03-18,4,0.0930460020899772,0.45,0.13491670303046693,3,0.44999999999999996,True
PCI-USD,2024-03-22,4,0.1511099934577942,0.45,0.21910949051380157,2,0.44999999999999996,True
PCI-USD,2024-07-07,2,0.0796139985322952,0.45,0.1075320020318031,5,0.35066701854175863,False
PCI-USD,2024-07-12,6,0.1075320020318031,0.45,0.1559214029461145,3,0.44999999999999996,True
PCI-USD,2024-11-16,8,0.0843269973993301,0.45,0.12227414622902864,2,0.44999999999999996,True
PENDLE-USD,2021-12-30,4,0.2439540028572082,0.45,0.3537333041429519,4,0.44999999999999996,True
PENDLE-USD,2022-01-03,3,0.3688499927520752,0.45,0.534832489490509,1,0.44999999999999996,True
PENDLE-USD,2022-03-13,3,0.1272030025720596,0.45,0.18444435372948642,4,0.44999999999999996,True
PENDLE-USD,2022-03-30,9,0.1765609979629516,0.45,0.2025000005960464,5,0.1469124151560226,False
PENDLE-USD,2022-11-21,2,0.0365189984440803,0.45,0.05295254774391643,4,0.44999999999999996,True
PENDLE-USD,2023-01-09,9,0.0506139993667602,0.45,0.07339029908180228,4,0.44999999999999973,True
PENDLE-USD,2023-02-09,5,0.0951680019497871,0.45,0.13799360282719128,4,0.44999999999999996,True
PENDLE-USD,2023-03-09,3,0.2157229930162429,0.45,0.3127983398735522,4,0.44999999999999996,True
PENDLE-USD,2023-04-02,5,0.3620800077915191,0.45,0.5250160112977027,3,0.44999999999999996,True
PENDLE-USD,2023-05-11,3,0.3572340011596679,0.45,0.433881014585495,5,0.21455688197935352,False
PENDLE-USD,2023-06-05,4,0.4243989884853363,0.45,0.6153785333037376,4,0.44999999999999996,True
PENDLE-USD,2024-01-07,1,1.2512409687042236,0.45,1.8142994046211243,4,0.44999999999999996,True
PENDLE-USD,2024-03-22,4,3.081970930099488,0.45,4.17778205871582,5,0.355555309725442,False
PENDLE-USD,2024-03-28,7,4.141894817352295,0.45,5.232324123382568,5,0.2632682272524076,False
PENDLE-USD,2024-04-03,2,4.868542194366455,0.45,7.05938618183136,3,0.44999999999999996,True
PENDLE-USD,2024-11-04,1,4.102735996246338,0.45,5.590362071990967,5,0.36259366362000445,False
PEOPLE-USD,2022-06-12,1,0.0184649992734193,0.45,0.026774248946457985,4,0.44999999999999996,True
PEOPLE-USD,2022-06-16,3,0.0205530002713203,0.45,0.023412000387907,5,0.13910378430618486,False
PEOPLE-USD,2022-10-31,9,0.0198609996587038,0.45,0.028798449505120508,5,0.44999999999999996,True
PEOPLE-USD,2023-10-20,7,0.0092599997296929,0.45,0.0127929998561739,5,0.3815335021179498,False
PEOPLE-USD,2023-12-31,7,0.0127860000357031,0.45,0.018539700051769494,3,0.44999999999999996,True
PEOPLE-USD,2024-01-04,4,0.0236530005931854,0.45,0.03429685086011883,1,0.44999999999999996,True
PEOPLE-USD,2024-02-26,8,0.0304719991981983,0.45,0.044184398837387534,3,0.44999999999999996,True
PEOPLE-USD,2024-05-12,4,0.0300779994577169,0.45,0.043613099213689506,3,0.44999999999999996,True
PEOPLE-USD,2024-05-19,7,0.0445419996976852,0.45,0.06458589956164354,3,0.44999999999999996,True
PEOPLE-USD,2024-05-29,7,0.079876996576786,0.45,0.1158216450363397,4,0.44999999999999996,True
PEOPLE-USD,2024-07-13,6,0.0567409992218017,0.45,0.08227444887161246,3,0.44999999999999996,True
PEOPLE-USD,2025-05-06,4,0.0133360000327229,0.45,0.019337200047448204,3,0.44999999999999996,True
PEOPLE-USD,2025-05-10,9,0.0217610001564025,0.45,0.03155345022678362,3,0.44999999999999996,True
PHA-USD,2021-04-24,3,0.6995750069618225,0.45,0.9016770124435424,5,0.2888925468613104,False
PHA-USD,2021-05-11,8,0.8292940258979797,0.45,1.2024763375520706,3,0.44999999999999996,True
PHA-USD,2021-05-31,4,0.666608989238739,0.45,0.9665830343961715,3,0.44999999999999996,True
PHA-USD,2021-06-27,2,0.6639599800109863,0.45,0.8671259880065918,5,0.30599134603299993,False
PHA-USD,2021-12-22,8,0.3563559949398041,0.45,0.5167161926627158,3,0.44999999999999973,True
PHA-USD,2022-10-11,2,0.0795629993081092,0.45,0.11536634899675834,3,0.44999999999999996,True
PHA-USD,2022-11-03,9,0.1569480001926422,0.45,0.2275746002793312,3,0.44999999999999996,True
PHA-USD,2022-11-09,3,0.1217290014028549,0.45,0.1765070520341396,1,0.44999999999999996,True
PHA-USD,2023-01-21,7,0.1330109983682632,0.45,0.14962899684906,5,0.12493702539384821,False
PHA-USD,2024-03-14,9,0.2119649946689605,0.45,0.3073492422699927,3,0.44999999999999996,True
