symbol,breakout_date,peak_date,b_rvol_-3,b_rvol_-2,b_rvol_-1,b_rvol_+0,b_rvol_+1,b_rvol_+2,b_rvol_+3,p_rvol_-3,p_rvol_-2,p_rvol_-1,p_rvol_+0,p_rvol_+1,p_rvol_+2
LPT-USD,2020-08-10,2020-08-16,1.2436350933078144,1.0583738113155914,1.4254344986058671,1.6183229228158775,1.7675643748876488,1.5978231909050669,6.534749251918014,6.534749251918014,2.00464091749807,2.5355023327846813,0.6254364763924602,1.8591093492963922,1.934099325800019
LPT-USD,2020-09-11,2020-09-15,1.8567441155145696,5.8232526470279655,1.2301187483870513,1.4083569438139345,1.2828028237109437,0.9463465408659849,1.934761391112172,1.2828028237109437,0.9463465408659849,1.934761391112172,2.1497511947178753,2.7646922450911267,1.2846894895901118
LPT-USD,2020-11-14,2020-11-23,0.8523092840412584,1.1461873217816265,1.1611579607297446,0.6790317286793458,0.8793266387540302,0.6577994654517763,0.9188416902943455,0.6291660697115562,0.8578370003924038,0.6499641135599797,0.7357228618694636,1.2769871079537045,4.567928107986434
LPT-USD,2021-01-17,2021-01-25,1.1157118921948572,1.557678351395309,0.9768624982525383,1.35814895081134,1.065537143274112,2.2494073541784405,1.6772027597997605,9.455280203057095,8.931823579117657,3.8701883383488442,4.794574573887994,3.170401655521843,2.963248581715856
LPT-USD,2021-02-10,2021-02-19,0.5677718475691612,0.5233527434698092,0.4272285618151698,0.6791736758030938,0.5833379169984015,1.1905212897869484,1.1890420026213881,0.9097977852636997,0.5970363754104924,0.6082494368227543,1.3975651424276034,1.2565397720531366,0.7407753576009165
LPT-USD,2021-03-11,2021-03-20,0.7292704670707949,2.0659510713899127,0.919986925861366,1.9931555292289538,1.3251439476175122,1.0448486119758886,2.6003181677669547,10.442123187116398,3.6727455109160885,3.1437053062237865,4.033263728693076,3.285360902377611,2.177812872504211
LPT-USD,2021-05-07,2021-05-10,0.5768719911188809,0.4602644542576161,0.6769171555139759,0.6212576346376925,1.0528089093835589,0.7325886404312508,2.143139228457995,0.6212576346376925,1.0528089093835589,0.7325886404312508,2.143139228457995,1.5230889836098065,1.0555252895799085
LPT-USD,2021-05-22,2021-05-27,1.457559070747834,0.7808433498163804,0.7136510575951017,0.5187058215553503,0.74251079733037,0.8115363613361203,0.8619598009351114,0.8115363613361203,0.8619598009351114,1.061777061176013,1.255418915924331,2.958080793536196,1.2131135124502215
LPT-USD,2021-07-27,2021-07-30,1.2158278192007579,0.925887189246943,1.7491614821069204,3.1606668274341168,1.527456808249163,2.615324860937377,5.539480564755098,3.1606668274341168,1.527456808249163,2.615324860937377,5.539480564755098,1.7946786048357104,0.9473028574744153
LPT-USD,2021-10-11,2021-10-19,0.7367964664135739,0.6236564417750663,0.7325047707290234,0.5785166786761254,1.3358823962557747,0.7540885559482116,6.655223313467342,1.0409043977241936,0.7402825350364821,5.28596484925172,5.892629747997644,1.1064407246105072,0.5279600979859462
LPT-USD,2021-11-05,2021-11-10,0.8693931502079594,0.5113663102592455,1.4171183078695488,0.782008670555022,0.3909219084846948,1.0405961417656653,4.450548731365305,1.0405961417656653,4.450548731365305,12.520584716542473,4.383323198866023,1.3963646655857656,0.5317357820293153
LPT-USD,2021-12-20,2021-12-25,0.627610632644146,0.3628436472695944,0.447079233465589,0.6006098226656592,0.6233275740016019,0.9633139455772846,1.721495866272997,0.9633139455772846,1.721495866272997,0.9128988892612953,0.8474276268827002,0.7077756240178823,0.8634773593123702
LPT-USD,2022-07-25,2022-07-29,1.014152797296248,0.9991834257103137,0.9706569863177862,0.9405341479449622,0.938590512341873,1.143787637347486,4.879557575179012,0.938590512341873,1.143787637347486,4.879557575179012,5.74826896765747,1.5573223546663792,0.9073966314933578
LPT-USD,2023-08-04,2023-08-12,1.0070478027021699,1.2879563903586952,1.2697857358773492,1.1796402915082453,1.1611097470465386,1.3797572478957516,13.329960983634136,1.3678250710573738,0.9678230196762873,4.533219991727733,3.385656553241245,5.026066635760019,2.7527137869731777
LPT-USD,2024-02-13,2024-02-17,0.8752495989801231,1.0189779616095174,1.1558544638757389,1.2454431785420972,1.4346309531168169,1.1782371283637747,13.473222488642085,1.4346309531168169,1.1782371283637747,13.473222488642085,8.467873476146103,4.114060852508307,1.8586312905844748
LPT-USD,2024-03-05,2024-03-14,0.2967679856335671,0.39612804858747025,0.3111118234326291,0.577827105233748,0.4527963129619872,0.6777670763804056,2.7661007365056163,0.7275480545512663,0.6489253448482808,0.40180734684458713,2.527897936813513,1.5730964002645962,0.7181300157689701
LPT-USD,2024-04-17,2024-04-20,1.2822137945833234,1.2349757945422766,1.1307987493883247,0.9644662441747739,2.0414065689117433,1.4200851499535536,1.379053969426761,0.9644662441747739,2.0414065689117433,1.4200851499535536,1.379053969426761,1.3316115103525785,0.9408056273115293
LPT-USD,2024-08-20,2024-08-24,0.45956151122875916,0.621859175949776,0.7051232066288017,0.771280628467951,0.7660200250273822,1.9236371869214786,3.5365796471531494,0.7660200250273822,1.9236371869214786,3.5365796471531494,1.6249190148278498,1.0391637058465415,0.762917169940471
LPT-USD,2024-12-03,2024-12-06,1.6647510540041979,0.974525290386932,1.4655572095229419,1.649183423218431,1.845132135721467,2.360593227036544,4.48668788634992,1.649183423218431,1.845132135721467,2.360593227036544,4.48668788634992,1.3322360982051513,0.890753774139802
LPT-USD,2024-12-21,2024-12-24,0.678549101784258,0.8605966303099353,0.8952885267387722,1.2375405408299702,2.1595752021180017,1.103013349919895,2.533273285738607,1.2375405408299702,2.1595752021180017,1.103013349919895,2.533273285738607,1.7687500825737423,1.5820594830472579
LPT-USD,2025-04-19,2025-04-22,0.5831240951772894,0.6955487112490998,0.4780192274413762,0.4970199633975068,0.5840434075794849,0.7235931692499572,5.21926442556842,0.4970199633975068,0.5840434075794849,0.7235931692499572,5.21926442556842,3.5431587083307825,0.8868756582024113
LPT-USD,2025-05-07,2025-05-13,0.38727873150038244,0.46867405394536815,0.5868171261273798,0.5176126235204599,0.9453996282719505,1.4121592237861955,1.6899870296113815,1.6899870296113815,1.2796778905902095,1.3812402930346628,1.434367749738294,1.830894088741913,1.3812811588004212
LPT-USD,2025-05-27,2025-05-30,0.5041212096538983,0.5616310970142763,0.5276906072366759,0.6857318044253151,0.7386503536867365,0.8251347748073634,17.653198672205363,0.6857318044253151,0.7386503536867365,0.8251347748073634,17.653198672205363,5.834185796546075,1.6424453070096623
LQTY-USD,2021-10-29,2021-11-07,0.7561635498872138,0.8443727241875365,0.5556963807449874,0.49511419555761077,0.5700998235395818,2.951641145165873,3.6084855649588,2.244221947621365,5.99828083621374,3.0585972606664784,2.331832330100977,1.3999057193654187,2.462814340976719
LQTY-USD,2022-01-09,2022-01-12,1.711997515904761,1.1063529783111747,0.6254135556173737,0.5478690775477779,0.5615347920698661,1.0434939110601176,7.3641148480253005,0.5478690775477779,0.5615347920698661,1.0434939110601176,7.3641148480253005,9.208275989110124,7.040113212494169
LQTY-USD,2022-02-27,2022-03-02,0.7670666972511837,1.042093142258574,1.1652099297125698,0.5166710929467653,0.3590316685700031,0.3656141522903253,3.277817437420255,0.5166710929467653,0.3590316685700031,0.3656141522903253,3.277817437420255,3.1927704990606136,0.6934932362365963
LQTY-USD,2022-04-11,2022-04-14,0.9427698747348631,0.706904379380159,1.7214100556966352,1.6574416921113686,1.049973673025692,0.8572640878245076,5.133924132485466,1.6574416921113686,1.049973673025692,0.8572640878245076,5.133924132485466,4.286397378905487,1.0272646402670826
