symbol,breakout_date,start_price,max_window_price,max_gain,market_level,date,close,high,low,open,volume,close,high,low,ema_5,ema_50,ema_200,rsi,macd,macd_signal,adx
A-USD,2020-11-21,0.0065939999185502,0.0125070000067353,0.896724319263439,8,2020-11-21,0.0065939999185502,0.0109639996662735,0.006254999898374,0.0107789998874068,13,0.0065939999185502,0.0109639996662735,0.006254999898374,0.0085952254796869,0.0066547109199291,0.0071177046333396,48.51286640122747,0.0007131028598071,0.0002723940510421,38.50053734997373
A-USD,2020-11-27,0.0031099999323487,0.0094299996271729,2.032154286913852,6,2020-11-27,0.0031099999323487,0.009069999679923,0.0029879999347031,0.0088940002024173,3,0.0031099999323487,0.009069999679923,0.0029879999347031,0.0073274464462621,0.0070293046297331,0.0071974607702884,39.60219941758892,0.0004269519535336,0.0006558737843375,29.59728194035435
A-USD,2020-12-14,0.0029889999423176,0.0112669998779892,2.769488155042598,4,2020-12-14,0.0029889999423176,0.0091779995709657,0.0029859999194741,0.0091319996863603,14,0.0029889999423176,0.0091779995709657,0.0029859999194741,0.0069379043505669,0.0077488994349921,0.0074148777396213,33.35186169875257,-0.0001608838948725,0.0003051147010584,27.05739316000656
A-USD,2020-12-24,0.0030630000401288,0.0061619998887181,1.0117531204664905,5,2020-12-24,0.0030630000401288,0.0080479998141527,0.0030529999639838,0.0080479998141527,11,0.0030630000401288,0.0080479998141527,0.0030529999639838,0.0071485222257327,0.0081786421299968,0.0075839632591791,36.87643214199973,-0.0002074219187184,0.0002705441328278,26.241456437398515
A-USD,2020-12-29,0.0033660000190138,0.0176250003278255,4.236185451059334,6,2020-12-29,0.0033660000190138,0.0064539997838437,0.0032550001051276,0.006436999887228,7,0.0033660000190138,0.0064539997838437,0.0032550001051276,0.005207369209018,0.0076074312890617,0.0074591243465445,39.69356540702128,-0.0009575529510185,-0.000429534750665,26.66326769304464
A-USD,2021-01-05,0.0100859999656677,0.0139250000938773,0.3806266251514363,9,2021-01-05,0.0100859999656677,0.0123260002583265,0.0033420000690966,0.0117960004135966,156,0.0100859999656677,0.0123260002583265,0.0033420000690966,0.0107604614867489,0.0084046876954443,0.0076859447251456,52.16292359600502,0.0007419575817408,0.0002058746601581,26.78337199292398
A-USD,2021-01-21,0.009519999846816,0.0146070001646876,0.5343487814837483,5,2021-01-21,0.009519999846816,0.0129540003836154,0.0093259997665882,0.0129540003836154,0,0.009519999846816,0.0129540003836154,0.0093259997665882,0.0117832049773145,0.0101817577164465,0.0083381054317932,46.1477438243529,0.0007852462458435,0.0010469786947344,11.854860768539869
A-USD,2021-02-04,0.0167130008339881,0.0268460009247064,0.6062944764599966,9,2021-02-04,0.0167130008339881,0.0175230000168085,0.0164110008627176,0.0171390008181333,0,0.0167130008339881,0.0175230000168085,0.0164110008627176,0.0160921275454386,0.012268069718402,0.0092013330652161,60.33776637243855,0.0013150713014146,0.0011588870689376,9.949714108046036
A-USD,2021-02-18,0.0031590000726282,0.0245130006223917,6.759734111686034,9,2021-02-18,0.0031590000726282,0.023089999333024,0.0031179999932646,0.0227400008589029,44,0.0031590000726282,0.023089999333024,0.0031179999932646,0.0156094373380355,0.0155164523642423,0.0106253425273527,28.2841575276083,0.0006018123909169,0.0018881543144508,25.267391569874707
A-USD,2021-02-22,0.0229170005768537,0.0326940007507801,0.4266265186466515,7,2021-02-22,0.0229170005768537,0.0245140008628368,0.0205710008740425,0.0245120003819465,0,0.0229170005768537,0.0245140008628368,0.0205710008740425,0.0213280003920668,0.0164768880449679,0.0110688246710674,55.02442892729975,0.0014179317148404,0.0014085402501731,24.25261297011325
A-USD,2021-03-07,0.0107180001214146,0.0365639999508857,2.4114573182202816,7,2021-03-07,0.0107180001214146,0.0107540003955364,0.0102610001340508,0.0102610001340508,0,0.0107180001214146,0.0107540003955364,0.0102610001340508,0.0107675189136816,0.015097608542513,0.0113495798597448,45.6953362169339,-0.002099095807909,-0.0011962068690297,23.042474929660404
A-USD,2021-03-12,0.0020389999262988,0.0384019985795021,17.833742014502935,7,2021-03-12,0.0020389999262988,0.0367899984121322,0.0019960000645369,0.0365240015089511,0,0.0020389999262988,0.0367899984121322,0.0019960000645369,0.0175018663615731,0.0159133321800939,0.0117505375808169,41.732191779142354,0.0001888229225021,-0.0004515335986986,24.336918292588127
A-USD,2021-04-01,0.0023330000694841,0.0219919998198747,8.426489140541614,9,2021-04-01,0.0023330000694841,0.0302259996533393,0.0022559999488294,0.0298599991947412,1,0.0023330000694841,0.0302259996533393,0.0022559999488294,0.0198716350326974,0.0212672322499664,0.0143434890586952,34.100042940762805,0.0002269368108012,0.0019138041571531,21.919696902306733
A-USD,2021-04-16,0.0082050003111362,0.0234009996056556,1.852041281935687,9,2021-04-16,0.0082050003111362,0.0423979982733726,0.0041450001299381,0.0253260005265474,2214,0.0082050003111362,0.0423979982733726,0.0041450001299381,0.0185840674380828,0.021208510282885,0.0153050220456584,36.14157915696134,-0.0009910253850056,-0.0002521901268044,37.90846215591065
A-USD,2021-04-20,0.0034040000755339,0.0204380005598068,5.00411283968647,6,2021-04-20,0.0034040000755339,0.0055430000647902,0.0027489999774843,0.0055280001834034,9969,0.0034040000755339,0.0055430000647902,0.0027489999774843,0.0102840873820142,0.0195366639319875,0.015097931013103,38.49503374875032,-0.0033554628679552,-0.001542921905757,33.30011169246501
A-USD,2021-05-03,0.0047550001181662,0.0452889986336231,8.524500001713802,9,2021-05-03,0.0047550001181662,0.0235890001058578,0.0046169999986886,0.0226520001888275,107,0.0047550001181662,0.0235890001058578,0.0046169999986886,0.0163886509543126,0.0188676035790352,0.0154101990836493,37.673732270292014,-0.0004615510644049,-0.000403833865767,25.72051885537564
A-USD,2021-05-08,0.0047129997983574,0.0078630000352859,0.6683641781666009,9,2021-05-08,0.0047129997983574,0.0390280000865459,0.0045940000563859,0.0344289988279342,0,0.0047129997983574,0.0390280000865459,0.0045940000563859,0.0199028546672584,0.0193023955212918,0.0156927702501663,43.1971738946008,0.0005520977843222,0.0002277233183522,27.558085487248945
A-USD,2021-05-14,0.0048759998753666,0.0065339999273419,0.340032833132639,6,2021-05-14,0.0048759998753666,0.0092590004205703,0.0047329999506473,0.0089490003883838,0,0.0048759998753666,0.0092590004205703,0.0047329999506473,0.0080495537626443,0.0166555147591329,0.0151793735731145,43.91579322910592,-0.0030121239249579,-0.0016410154763332,32.975497121862574
A-USD,2021-05-18,0.0040199998766183,0.0185509994626045,3.614676624868444,3,2021-05-18,0.0040199998766183,0.0068299998529255,0.0038970001041889,0.0065649999305605,0,0.0040199998766183,0.0068299998529255,0.0038970001041889,0.0054363068495796,0.0149000225543379,0.0147715743648563,43.724711528456645,-0.003738071723253,-0.002805522718245,35.594907049838405
A-USD,2021-05-22,0.0127560002729296,0.0200900007039308,0.5749451453497687,1,2021-05-22,0.0127560002729296,0.019166000187397,0.0127529995515942,0.0185610000044107,15,0.0127560002729296,0.019166000187397,0.0127529995515942,0.0102296655160577,0.014118334922412,0.0145628213112255,50.83868264991304,-0.0021811457510748,-0.0029207198436687,39.81585700628079
A-USD,2021-05-28,0.0129399998113513,0.017637999728322,0.363060277083582,3,2021-05-28,0.0129399998113513,0.0204799994826316,0.0072530000470578,0.0191549994051456,479,0.0129399998113513,0.0204799994826316,0.0072530000470578,0.0159264285409275,0.014525502162226,0.0146413439113917,49.7887867384304,0.0005748088317789,-0.0008484272832508,33.67250358739511
A-USD,2021-06-03,0.0156679991632699,0.024431999772787,0.5593567192716177,8,2021-06-03,0.0156679991632699,0.0157919991761446,0.0148980002850294,0.0150300003588199,54,0.0156679991632699,0.0157919991761446,0.0148980002850294,0.0139366599952234,0.0140945812072584,0.0145119475513128,51.94116607547254,0.0002485213080666,-0.0001993113397148,23.83716044443588
A-USD,2021-06-12,0.0074640000239014,0.0139990001916885,0.875535925356453,1,2021-06-12,0.0074640000239014,0.0076890001073479,0.007137999869883,0.0073839998804032,0,0.0074640000239014,0.0076890001073479,0.007137999869883,0.008508491439317,0.0130878672913529,0.0142129672619256,45.9716322104044,-0.0012242928417382,-0.0004353070962173,18.769630707770297
A-USD,2021-06-18,0.0071240002289414,0.0134079996496438,0.8820886045418025,2,2021-06-18,0.0071240002289414,0.0130979996174573,0.0068919998593628,0.013065000064671,951,0.0071240002289414,0.0130979996174573,0.0068919998593628,0.0102180102527358,0.0125462355603941,0.0139983395526796,45.35242240515643,-0.0007424378679205,-0.0007255685971114,19.0028212582212
A-USD,2021-06-26,0.0059079998172819,0.0088849999010562,0.5038930561687003,1,2021-06-26,0.0059079998172819,0.0098919998854398,0.0056150001473724,0.0074640000239014,0,0.0059079998172819,0.0098919998854398,0.0056150001473724,0.0073788171874402,0.0113166934663605,0.0135465020442889,44.61393887062574,-0.0012661751467195,-0.0009882914427936,22.62031502227216
A-USD,2021-07-13,0.0060069998726248,0.0082130003720521,0.367238313002223,2,2021-07-13,0.0060069998726248,0.006345999892801,0.0059650000184774,0.006345999892801,77,0.0060069998726248,0.006345999892801,0.0059650000184774,0.006484985266261,0.0093390690254617,0.0125834244759239,44.1941093898452,-0.000855341570048,-0.0008091392879327,19.87119875288454
A-USD,2021-07-25,0.0050550000742077,0.0078309997916221,0.5491591843051551,8,2021-07-25,0.0050550000742077,0.0073819998651742,0.0049850000068545,0.0071609998121857,0,0.0050550000742077,0.0073819998651742,0.0049850000068545,0.0063118241850885,0.0082956639809739,0.0119100023989955,41.53032822032041,-0.000525903382105,-0.0005746200684494,12.718422773171143
A-USD,2021-07-29,0.0079819997772574,0.0113479997962713,0.4216988365001495,7,2021-07-29,0.0079819997772574,0.0080519998446106,0.0077490000985562,0.0078619997948408,0,0.0079819997772574,0.0080519998446106,0.0077490000985562,0.0075564589904716,0.0082248144633207,0.011749338610149,52.922514950534605,-0.0001029737679635,-0.0003646705061495,9.827068178627934
A-USD,2021-08-02,0.0064719999209046,0.0118079995736479,0.8244746164949706,9,2021-08-02,0.0064719999209046,0.0113540003076195,0.0056659998372197,0.0113279996439814,0,0.0064719999209046,0.0113540003076195,0.0056659998372197,0.0078732757650978,0.008194760746742,0.0116032226748764,47.42782453324835,0.0001044876599071,-0.0001074636779154,9.799043345403344
A-USD,2021-08-11,0.0061349999159574,0.0084349997341632,0.3748981010127483,9,2021-08-11,0.0061349999159574,0.0072479997761547,0.0061079999431967,0.006796000059694,0,0.0061349999159574,0.0072479997761547,0.0061079999431967,0.0089565408069599,0.0088197715855172,0.0114919526102325,43.62508256393903,0.0005727769058638,0.0007353303801651,18.68765793037525
A-USD,2021-08-15,0.0053610000759363,0.0125350002199411,1.3381831826875803,9,2021-08-15,0.0053610000759363,0.0054210000671446,0.0053579998202621,0.0054190000519156,0,0.0053610000759363,0.0054210000671446,0.0053579998202621,0.0065630574377774,0.0084602351982435,0.0112933451559986,42.90331406546464,-0.0003140999033025,0.0002971333818664,18.17086245529261
A-USD,2021-08-22,0.0056770001538097,0.0079290000721812,0.3966883666297308,9,2021-08-22,0.0056770001538097,0.0056830001994967,0.0056710001081228,0.0056759999133646,0,0.0056770001538097,0.0056830001994967,0.0056710001081228,0.0066712018611396,0.0084250703348118,0.0111035092162378,44.22153817036615,-0.0004378625153101,2.536428600492704e-05,20.67489343484123
A-USD,2021-09-01,0.0071220002137124,0.014131000265479,0.9841336480546244,9,2021-09-01,0.0071220002137124,0.0071229999884963,0.0069599999114871,0.0069630001671612,0,0.0071220002137124,0.0071229999884963,0.0069599999114871,0.0070004499440092,0.007913685937743,0.0106997798938424,48.75616961143378,-0.0003973380486497,-0.0004165796920813,20.31945455650629
A-USD,2021-09-14,0.0069439997896552,0.0109959999099373,0.5835253806197623,3,2021-09-14,0.0069439997896552,0.0069519998505711,0.0067239999771118,0.0067369998432695,0,0.0069439997896552,0.0069519998505711,0.0067239999771118,0.006965445334455,0.0079731178103458,0.0103971138369352,47.15871639371439,-0.0002900219293855,-8.264245001658873e-05,26.51430669408673
A-USD,2021-10-01,0.0097740003839135,0.0149980001151561,0.5344791821208131,6,2021-10-01,0.0097740003839135,0.0098010003566741,0.0093019995838403,0.0093369996175169,0,0.0097740003839135,0.0098010003566741,0.0093019995838403,0.0094174695832095,0.0087152002178618,0.0102553273311985,53.87155721975773,0.0003103441626841,0.0003371879126458,34.48351017728571
A-USD,2021-10-05,0.0100940000265836,0.0140420002862811,0.3911234643649722,7,2021-10-05,0.0100940000265836,0.015014000236988,0.0099609997123479,0.0149980001151561,0,0.0100940000265836,0.015014000236988,0.0099609997123479,0.0109857964373554,0.0090851146362111,0.0102921801369605,51.61394842479101,0.0006854881703049,0.0004738304530057,39.42487771167481
A-USD,2021-10-13,0.0068339998833835,0.009549000300467,0.3972783821206781,7,2021-10-13,0.0068339998833835,0.0098879998549819,0.0063930000178515,0.0098449997603893,37,0.0068339998833835,0.0098879998549819,0.0063930000178515,0.0088791833331293,0.0092009634272088,0.0102368059096553,43.636671110179456,5.768135556260406e-07,0.0003290086481918,27.02951583715017
A-USD,2021-11-03,0.0100710000842809,0.0271290000528097,1.693774185858007,9,2021-11-03,0.0100710000842809,0.010122999548912,0.0099320001900196,0.0100739998742938,0,0.0100710000842809,0.010122999548912,0.0099320001900196,0.0099508385148877,0.0095118080416718,0.0101391111574396,52.82988835184733,0.0001100185764216,7.810006397643876e-05,14.949938130711784
A-USD,2022-01-26,0.0042469999752938,0.016907999292016,2.9811630304627763,1,2022-01-26,0.0042469999752938,0.0045619998127222,0.0041769999079406,0.0042429999448359,0,0.0042469999752938,0.0045619998127222,0.0041769999079406,0.0043106386446873,0.0063662506903796,0.0091139822294978,26.91978176687752,-0.0006006910094691,-0.0005928253276752,57.209635987368415
A-USD,2022-01-30,0.0171080008149147,0.0252449996769428,0.4756253492187288,1,2022-01-30,0.0171080008149147,0.0172199998050928,0.0149480002000927,0.0169159993529319,0,0.0171080008149147,0.0172199998050928,0.0149480002000927,0.0113760768955047,0.0070379441750168,0.0091768273007494,90.44279723719406,0.0012852983044326,-4.262346610302157e-05,59.48393029669694
A-USD,2022-02-06,0.0106520000845193,0.0185410007834434,0.7406121513638827,8,2022-02-06,0.0106520000845193,0.0109850000590085,0.0103449998423457,0.0109440004453063,124,0.0106520000845193,0.0109850000590085,0.0103449998423457,0.0139860421275783,0.0095912989600892,0.0097576767506777,49.32892910346038,0.0026258881020536,0.0025711895915147,49.77580954699431
A-USD,2022-02-10,0.0079239998012781,0.0174240004271268,1.1988895588205846,7,2022-02-10,0.0079239998012781,0.0199400000274181,0.0079089999198913,0.0185439996421337,500,0.0079239998012781,0.0199400000274181,0.0079089999198913,0.0125398356255202,0.010037840868286,0.0098702457824271,45.00823114810912,0.0016367765176728,0.0022356306819519,43.07352306359575
A-USD,2022-02-14,0.0049870000220835,0.0260990001261234,4.233406859946152,4,2022-02-14,0.0049870000220835,0.0177549999207258,0.0048830001614987,0.0174059998244047,11,0.0049870000220835,0.0177549999207258,0.0048830001614987,0.0112033874892813,0.0102734110787946,0.0099406678107871,42.83632566820277,0.000785338333296,0.0016138753954699,34.48844791003943
A-USD,2022-04-04,0.0155699998140335,0.0275529995560646,0.7696210587768038,9,2022-04-04,0.0155699998140335,0.0156309995800256,0.0151260001584887,0.0155619997531175,0,0.0155699998140335,0.0156309995800256,0.0151260001584887,0.0153357705681947,0.0139353830350318,0.0119426476137734,60.1277393985667,0.0004991708678031,0.000271790447424,12.680165876763398
A-USD,2022-04-10,0.0112420003861188,0.0163659993559122,0.4557906772641925,3,2022-04-10,0.0112420003861188,0.0244200006127357,0.0112420003861188,0.0243820007890462,29,0.0112420003861188,0.0244200006127357,0.0112420003861188,0.0183746025604874,0.0151033201234625,0.0123768323012219,41.93224411594425,0.0014652608105496,0.0011641162422386,22.29141152983001
A-USD,2022-04-26,0.00891700014472,0.0122069995850324,0.3689581010336195,2,2022-04-26,0.00891700014472,0.0095640001818537,0.0088590001687407,0.0095130000263452,0,0.00891700014472,0.0095640001818537,0.0088590001687407,0.0098587272849233,0.0141358163698644,0.0125340978375089,36.000174425474654,-0.0017089712425226,-0.0008109714874538,23.69941760064692
A-USD,2022-05-13,0.0027020000852644,0.0086770001798868,2.2113249097243184,1,2022-05-13,0.0027020000852644,0.0028639999218285,0.0026209999341517,0.0026449998840689,0,0.0027020000852644,0.0028639999218285,0.0026209999341517,0.0029096771306709,0.0095533574176405,0.0113873425426139,34.76474801705609,-0.0027652783558651,-0.0027025373930445,20.269477907145617
A-USD,2022-06-19,0.0025220001116394,0.0073489998467266,1.9139569870793776,3,2022-06-19,0.0025220001116394,0.002553999889642,0.00211300002411,0.0022259999532252,0,0.0025220001116394,0.002553999889642,0.00211300002411,0.0025211486658192,0.0049457702910914,0.0090409051813285,35.787085943248414,-0.0006400579141138,-0.0005907794322335,20.26526395538759
A-USD,2022-07-15,0.004414000082761,0.0083280000835657,0.8867240433662282,8,2022-07-15,0.004414000082761,0.0045639998279511,0.004236000124365,0.0042679999023675,0,0.004414000082761,0.0045639998279511,0.004236000124365,0.0041989377435567,0.0044217742124178,0.0079169951834975,54.895536314824426,7.668147414221019e-05,6.49290811549953e-05,35.25398799624622
A-USD,2022-08-11,0.0054370001889765,0.0098090004175901,0.8041199331715705,9,2022-08-11,0.0054370001889765,0.0055669997818768,0.0053570000454783,0.0053590000607073,0,0.0054370001889765,0.0055669997818768,0.0053570000454783,0.0069511822157598,0.006834209089384,0.0079494842514383,33.24740058232601,0.0002014375871787,0.0006847537075263,44.0069324211543
A-USD,2022-08-17,0.0066379997879266,0.0093569997698068,0.409611339070182,6,2022-08-17,0.0066379997879266,0.0095969997346401,0.0066030002199113,0.009549000300467,0,0.0066379997879266,0.0095969997346401,0.0066030002199113,0.0080429212579393,0.0071022892011041,0.0079562180250544,44.5829999418384,0.0002537267976222,0.0003569295031832,40.045886725339074
A-USD,2022-08-26,0.0059409998357295,0.0079650003463029,0.3406834819959005,2,2022-08-26,0.0059409998357295,0.0077050002291798,0.0059239999391138,0.0072300001047551,0,0.0059409998357295,0.0077050002291798,0.0059239999391138,0.0073279855238367,0.0073720018060049,0.0079641825146561,40.336288742215615,-3.077724614261937e-05,0.0002085702192961,25.53908109742577
A-USD,2022-09-02,0.0047010001726448,0.0081289997324347,0.7292064313754948,5,2022-09-02,0.0047010001726448,0.0134709998965263,0.000614000018686,0.0080589996650815,0,0.0047010001726448,0.0134709998965263,0.000614000018686,0.0067343297744315,0.0072959199136287,0.0079040142526017,37.15122697668488,-0.0002750657358192,-7.216558223391729e-05,20.85574560284422
A-USD,2022-09-14,0.0045320000499486,0.0076060001738369,0.6782877515465082,5,2022-09-14,0.0045320000499486,0.0081609999760985,0.0036879999097436,0.0080270003527402,0,0.0045320000499486,0.0081609999760985,0.0036879999097436,0.0071333931280834,0.0074631683061742,0.0078841905710588,35.78585738228681,-5.433502661400091e-05,7.417449027208244e-05,19.63134810408715
A-USD,2022-09-18,0.0040699997916817,0.0056830001994967,0.396314616799653,1,2022-09-18,0.0040699997916817,0.0075269998051226,0.0040649999864399,0.0043130000121891,0,0.0040699997916817,0.0075269998051226,0.0040649999864399,0.0055827936707008,0.0072168407551266,0.0078043901427607,38.56059319290729,-0.0005262299503456,-0.0001363151777555,27.57073280928004
A-USD,2022-09-26,0.0041970000602304,0.0071149999275803,0.6952584764055765,4,2022-09-26,0.0041970000602304,0.0084149995818734,0.004137999843806,0.0061440002173185,0,0.0041970000602304,0.0084149995818734,0.004137999843806,0.00554166809772,0.0068265094566291,0.0076500555058714,41.261193642565466,-0.0005441876960215,-0.0004448588118193,33.68950180280622
A-USD,2022-10-01,0.0037950000260025,0.0073029999621212,0.9243741533814652,5,2022-10-01,0.0037950000260025,0.0070910002104938,0.0027509999927133,0.0070710000582039,0,0.0037950000260025,0.0070910002104938,0.0027509999927133,0.0055967751599524,0.006648456686437,0.0075623170124315,41.304855657959294,-0.0004269805396992,-0.0004192154716053,27.305290277321458
A-USD,2022-10-08,0.0042670001275837,0.007052999921143,0.6529176728984412,4,2022-10-08,0.0042670001275837,0.0071189999580383,0.0031210000161081,0.0071000000461936,0,0.0042670001275837,0.0071189999580383,0.0031210000161081,0.0058002963401112,0.0063937929737981,0.0074265744526649,44.1257268359194,-0.0002350368334907,-0.0003462054678355,21.36964732143694
A-USD,2022-12-05,0.0016880000475794,0.0030129998922348,0.7849524924809427,8,2022-12-05,0.0016880000475794,0.0067230002023279,0.0016779999714344,0.0066149998456239,6,0.0016880000475794,0.0067230002023279,0.0016779999714344,0.0049208012862071,0.0064756810335974,0.0071371675055271,17.10747216950206,-0.0004547968678334,-0.0002222624700485,33.758123558801024
A-USD,2023-08-22,0.00042399999802,0.0026130001060664,5.162736127992022,3,2023-08-22,0.00042399999802,0.0004279999993741,0.0004159999953117,0.0004279999993741,0,0.00042399999802,0.0004279999993741,0.0004159999953117,0.0004312631081859,0.0011589263889029,0.0032192486564689,11.681722574934454,-0.0001413370378011,-0.0001916819849123,76.36938066988805
A-USD,2023-09-07,0.0003790000046137,0.0022619999945163,4.968337643747178,2,2023-09-07,0.0003790000046137,0.0025589999277144,0.0003739999956451,0.0025510000996291,6,0.0003790000046137,0.0025589999277144,0.0003739999956451,0.0019817634890615,0.0018630120451669,0.0031345182456631,29.626886388994507,0.0003231044547819,0.0005397448827795,64.75373062926005
A-USD,2023-09-11,0.0021919999271631,0.0034090001136064,0.5552008334317554,2,2023-09-11,0.0021919999271631,0.0022559999488294,0.0021770000457763,0.0022529999259859,0,0.0021919999271631,0.0022559999488294,0.0021770000457763,0.0021810149658483,0.0019188555418291,0.0030995013497296,51.36251703615934,0.000210303955634,0.0003648073024604,58.6128417402067
A-USD,2023-09-23,0.0010339999571442,0.0025329999625682,1.4497099299346992,5,2023-09-23,0.0010339999571442,0.0010359999723732,0.0010319999419152,0.0010339999571442,0,0.0010339999571442,0.0010359999723732,0.0010319999419152,0.0011180958588419,0.0018157551137312,0.002944420451393,40.135418543549854,-0.0002757411647214,-8.218675496662824e-05,53.50182581296256
