symbol,breakout_date,b_macd_-3,b_macd_signal_-3,b_macd_-2,b_macd_signal_-2,b_macd_-1,b_macd_signal_-1,b_macd_+0,b_macd_signal_+0,b_macd_+1,b_macd_signal_+1,b_macd_+2,b_macd_signal_+2,b_macd_+3,b_macd_signal_+3,p_macd_-3,p_macd_signal_-3,p_macd_-2,p_macd_signal_-2,p_macd_-1,p_macd_signal_-1,p_macd_+0,p_macd_signal_+0,p_macd_+1,p_macd_signal_+1,p_macd_+2,p_macd_signal_+2
KSM-USD,2021-04-24,-5.363843443881933,10.025896463496036,-10.082682563465482,6.004180658103731,-14.779808529719162,1.8473828205391527,-20.90958722106791,-2.7040111877822595,-24.316238586102827,-7.026456667446373,-20.502540032709476,-9.721673340498995,-17.17551876643472,-11.21244242568614,-5.363843443881933,10.025896463496036,-10.082682563465482,6.004180658103731,-14.779808529719162,1.8473828205391527,-20.90958722106791,-2.7040111877822595,-24.316238586102827,-7.026456667446373,-20.502540032709476,-9.721673340498995
KSM-USD,2021-05-11,7.050533562073554,0.2468974756604907,9.318491006816771,2.061216181891747,7.804592108233976,3.2098913671601927,8.841684333248907,4.336249960377936,10.186776081532855,5.506355184608919,17.58576356285522,7.92223686025818,28.40772964521733,12.01933541725001,7.050533562073554,0.2468974756604907,9.318491006816771,2.061216181891747,7.804592108233976,3.2098913671601927,8.841684333248907,4.336249960377936,10.186776081532855,5.506355184608919,17.58576356285522,7.92223686025818
KSM-USD,2021-05-23,17.304953383466454,25.737187150872238,5.146273944669474,21.619004509631687,-6.346876952439743,16.025828217217402,-19.3349797492167,8.953666623930584,-22.522037849175547,2.658525729309358,-26.90652606898891,-3.254484630350296,-28.279739535315173,-8.25953561134327,17.304953383466454,25.737187150872238,5.146273944669474,21.619004509631687,-6.346876952439743,16.025828217217402,-19.3349797492167,8.953666623930584,-22.522037849175547,2.658525729309358,-26.90652606898891,-3.254484630350296
KSM-USD,2021-05-30,-31.3579437564602,-12.879217240366657,-35.47130129810455,-17.39763405191424,-37.511630849303174,-21.420433411392025,-37.62982596609771,-24.662311922333167,-32.47125900265689,-26.224101338397915,-28.3152917918423,-26.642339429086793,-18.46568227287645,-25.007007997844724,-31.3579437564602,-12.879217240366657,-35.47130129810455,-17.39763405191424,-37.511630849303174,-21.420433411392025,-37.62982596609771,-24.662311922333167,-32.47125900265689,-26.224101338397915,-28.3152917918423,-26.642339429086793
KSM-USD,2021-08-29,22.970108341124217,25.683957691614065,21.913267787373968,24.929819710766047,20.755346586248947,24.094925085862627,19.008701579643684,23.07768038461884,17.43307467234132,21.948759242163337,23.723316737550476,22.303670741240765,27.803457004215716,23.403627993835755,22.970108341124217,25.683957691614065,21.913267787373968,24.929819710766047,20.755346586248947,24.094925085862627,19.008701579643684,23.07768038461884,17.43307467234132,21.948759242163337,23.723316737550476,22.303670741240765
KSM-USD,2023-12-20,1.3871829582533302,1.388437838749246,1.3091521660189613,1.3725807042031892,1.1785781418783543,1.3337801917382224,1.1240792039467529,1.2918399941799286,1.4545452857097807,1.324381052485899,1.6190319710290737,1.3833112361945339,2.340278079406861,1.5747046048369995,1.3871829582533302,1.388437838749246,1.3091521660189613,1.3725807042031892,1.1785781418783543,1.3337801917382224,1.1240792039467529,1.2918399941799286,1.4545452857097807,1.324381052485899,1.6190319710290737,1.3833112361945339
KSM-USD,2024-11-20,0.7016541723991772,0.26683752394423954,0.8653671824979519,0.38654345565498205,0.9106601172749968,0.49136678797898503,0.8506913939645244,0.563231709176093,0.8642064440963821,0.6234266561601508,1.0690082417910638,0.7125429732863334,3.4467529902565133,1.2593849766803695,0.7016541723991772,0.26683752394423954,0.8653671824979519,0.38654345565498205,0.9106601172749968,0.49136678797898503,0.8506913939645244,0.563231709176093,0.8642064440963821,0.6234266561601508,1.0690082417910638,0.7125429732863334
KSM-USD,2025-05-07,0.1672392204320623,0.13568550127501844,0.10543264648723927,0.12963493031746262,0.056614581683209764,0.11503086059061206,0.02445965663190819,0.09691661979887128,0.16793431706634898,0.11112015925236682,0.37202678283278345,0.16330148396845015,0.6542014378915564,0.2614814747530714,0.1672392204320623,0.13568550127501844,0.10543264648723927,0.12963493031746262,0.056614581683209764,0.11503086059061206,0.02445965663190819,0.09691661979887128,0.16793431706634898,0.11112015925236682,0.37202678283278345,0.16330148396845015
KUB-USD,2022-01-09,0.7195507190336841,1.1278504767540458,0.5093930235909259,1.004158986121422,0.26277013377608327,0.8558812156523543,0.06396593667236772,0.697498159856357,-0.010002469130434122,0.5559980340589988,-0.055872491351435016,0.4336239289769121,0.05678220276927526,0.35825558373538474,0.7195507190336841,1.1278504767540458,0.5093930235909259,1.004158986121422,0.26277013377608327,0.8558812156523543,0.06396593667236772,0.697498159856357,-0.010002469130434122,0.5559980340589988,-0.055872491351435016,0.4336239289769121
KUB-USD,2022-06-22,-0.3492239323953785,-0.35185763972116874,-0.34178195241305787,-0.3498425022595466,-0.32494766118134333,-0.34486353404390596,-0.30884799340182045,-0.33766042591548884,-0.28795544038331045,-0.32771942880905314,-0.2548379726830525,-0.31314313758385304,-0.18775823862452468,-0.28806615779198735,-0.3492239323953785,-0.35185763972116874,-0.34178195241305787,-0.3498425022595466,-0.32494766118134333,-0.34486353404390596,-0.30884799340182045,-0.33766042591548884,-0.28795544038331045,-0.32771942880905314,-0.2548379726830525,-0.31314313758385304
