symbol,breakout_date,market_level,adx_d0,adx_d1,adx_d2,adx_d3
1INCH-USD,2021-10-24,4.0,24.367887105902263,24.021894748873542,22.946249524657983,21.267671851927258
1INCH-USD,2021-10-24,7.0,24.367887105902263,24.021894748873542,22.946249524657983,21.267671851927258
1INCH-USD,2021-10-24,8.0,24.367887105902263,24.021894748873542,22.946249524657983,21.267671851927258
1INCH-USD,2021-10-24,7.0,24.367887105902263,24.021894748873542,22.946249524657983,21.267671851927258
A-USD,2020-07-24,9.0,15.48439604216146,15.99013516422118,16.914504003241312,17.92168142810673
A-USD,2020-07-24,8.0,15.48439604216146,15.99013516422118,16.914504003241312,17.92168142810673
A-USD,2020-07-24,7.0,15.48439604216146,15.99013516422118,16.914504003241312,17.92168142810673
A-USD,2020-07-24,7.0,15.48439604216146,15.99013516422118,16.914504003241312,17.92168142810673
A-USD,2020-08-02,,10.876332161964134,11.660595315666674,12.388857760343791,13.173140393072991
A-USD,2020-08-20,6.0,8.501290662355986,8.491620806197329,8.481207114949546,8.011131958356662
A-USD,2020-08-20,5.0,8.501290662355986,8.491620806197329,8.481207114949546,8.011131958356662
A-USD,2020-08-20,4.0,8.501290662355986,8.491620806197329,8.481207114949546,8.011131958356662
A-USD,2020-08-20,3.0,8.501290662355986,8.491620806197329,8.481207114949546,8.011131958356662
A-USD,2020-08-26,,12.829287194063284,13.738346801377244,13.613464133470853,10.930647565979978
A-USD,2020-08-30,,13.332646796862733,12.988486626773115,12.546904950955517,11.984318560700446
A-USD,2020-09-03,,15.435294007952136,15.18578999210923,14.817194688353196,13.885576100259511
A-USD,2020-09-07,6.0,18.162693195924387,18.00751171374457,17.759605497220427,16.625429079734015
A-USD,2020-09-07,4.0,18.162693195924387,18.00751171374457,17.759605497220427,16.625429079734015
A-USD,2020-09-07,3.0,18.162693195924387,18.00751171374457,17.759605497220427,16.625429079734015
A-USD,2020-09-07,4.0,18.162693195924387,18.00751171374457,17.759605497220427,16.625429079734015
A-USD,2020-09-11,,19.853441657410933,19.30701069567428,18.911498963454413,18.48556325183302
A-USD,2020-09-16,3.0,21.76182963556468,22.10093930085733,21.86477602830004,21.084567809376946
A-USD,2020-09-16,1.0,21.76182963556468,22.10093930085733,21.86477602830004,21.084567809376946
A-USD,2020-09-16,1.0,21.76182963556468,22.10093930085733,21.86477602830004,21.084567809376946
A-USD,2020-09-16,2.0,21.76182963556468,22.10093930085733,21.86477602830004,21.084567809376946
A-USD,2020-09-20,8.0,23.504796615814843,22.8283132789097,22.310207390262992,21.75224720248961
A-USD,2020-09-20,7.0,23.504796615814843,22.8283132789097,22.310207390262992,21.75224720248961
A-USD,2020-09-20,6.0,23.504796615814843,22.8283132789097,22.310207390262992,21.75224720248961
A-USD,2020-09-20,5.0,23.504796615814843,22.8283132789097,22.310207390262992,21.75224720248961
A-USD,2020-09-25,8.0,28.98172096278444,27.37997694406688,25.65502184698644,23.91164156161049
A-USD,2020-09-25,7.0,28.98172096278444,27.37997694406688,25.65502184698644,23.91164156161049
A-USD,2020-09-25,6.0,28.98172096278444,27.37997694406688,25.65502184698644,23.91164156161049
A-USD,2020-09-25,5.0,28.98172096278444,27.37997694406688,25.65502184698644,23.91164156161049
A-USD,2020-10-04,7.0,29.09867180979116,30.229800965851503,31.764770011904016,32.87303738176135
A-USD,2020-10-04,7.0,29.09867180979116,30.229800965851503,31.764770011904016,32.87303738176135
A-USD,2020-10-04,4.0,29.09867180979116,30.229800965851503,31.764770011904016,32.87303738176135
A-USD,2020-10-04,2.0,29.09867180979116,30.229800965851503,31.764770011904016,32.87303738176135
A-USD,2020-10-25,7.0,19.6084596522106,17.85688631745445,17.930333458612235,18.009430379859083
A-USD,2020-10-25,7.0,19.6084596522106,17.85688631745445,17.930333458612235,18.009430379859083
